"","PBNleg","dscrPhase","PBNdeviation","bank","angleBrM","angdifHCl","angdifSCl","discrSettingNextHdg","dscrTimeWPTCheckCurrLeg","dscrTimeWPTCheckNxtLeg","dscrTimeNavlogCheck","dscrTimeMapCheck","dscrTimeTrackCheck","dscrTimeMapClick","dscrPBNdeviationIntegrCorr"
"133",1,3,-0.31646046,-0.73,2,2,25,1,0,0,4,3,0,0,1
"140",1,3,-0.29847573,8.83,2.4,2.4,25,1,0,0,3,3,0,0,0
"147",1,3,-0.27128968,19.11,5.4,5.4,25,1,0,0,3,3,0,0,0
"154",1,3,-0.22296326,19.53,10.5,10.5,25,1,0,0,3,2,0,0,0
"161",1,3,-0.15287094,11.04,14.7,14.7,25,1,4,0,4,2,0,0,0
"168",2,4,-0.12291222,8.36,-8,-8,0,0,3,0,3,4,0,0,0
"175",2,4,-0.14515604,6.78,-6.1,-6.1,0,0,4,0,3,3,0,4,0
"182",2,4,-0.16052239,5,-4.6,-4.6,0,0,3,0,3,3,0,3,0
"189",2,4,-0.17028347,3.85,-3.5,-3.5,0,0,3,0,3,3,0,3,0
"196",2,4,-0.17576171,2.94,-2.7,-2.7,0,0,3,0,3,3,0,3,0
"203",2,4,-0.17796023,2.24,-2.1,-2.1,0,0,3,0,2,3,0,3,0
"210",2,4,-0.17765322,1.71,-1.6,-1.6,0,0,3,0,2,2,0,2,0
"217",2,4,-0.17543388,1.31,-1.2,-1.2,0,0,2,0,3,2,0,2,0
"224",2,4,-0.17184303,1.01,-0.9,-0.9,0,0,2,0,3,2,0,2,0
"231",2,4,-0.16707435,0.77,-0.7,-0.7,0,0,2,0,3,2,0,2,0
"238",2,2,-0.16135049,2.55,-0.5,-0.5,10,0,2,0,3,2,0,2,0
"245",2,2,-0.15193947,10.65,0.800000000000011,0.800000000000011,10,0,2,0,3,2,0,2,0
"252",2,2,-0.13178457,8.04,3.30000000000001,3.30000000000001,10,0,2,0,2,2,0,2,0
"259",2,2,-0.10229953,5.2,4.89999999999998,4.89999999999998,10,0,2,0,4,2,0,2,0
"266",2,2,-0.06680951,4.39,6,6,10,0,2,0,3,2,0,2,0
"273",2,2,-0.02654403,3.26,7,7,0,0,2,0,3,2,0,2,0
"280",2,2,0.01717499,-1.68,7.5,7.5,0,0,2,0,3,2,0,2,0
"287",2,2,0.05874854,-8.57,6.39999999999998,6.39999999999998,0,0,2,0,3,1,0,1,0
"294",2,3,0.09126435,-5.09,4.69999999999999,4.69999999999999,-10,0,1,0,3,1,0,1,0
"301",2,3,0.11871724,-6.85,3.60000000000002,3.60000000000002,-10,0,1,0,2,1,0,1,0
"308",2,3,0.1377927,-13.87,1.30000000000001,1.30000000000001,-10,0,1,0,4,1,0,1,0
"315",2,3,0.14253113,-9.25,-1.8,-1.8,-10,0,1,0,3,1,0,1,0
"322",2,3,0.13621302,-6.59,-3.6,-3.6,-10,0,1,0,3,1,0,1,0
"329",2,3,0.12229619,-5.39,-5.1,-5.1,-10,0,1,0,3,1,0,1,0
"336",2,3,0.10302029,-3.71,-6.2,-6.2,102,1,1,0,3,1,0,1,0
"343",3,4,0.05825569,4.99,-11.5,-11.5,97,0,1,0,2,1,0,1,0
"350",3,4,0.01336768,15.79,-19.4,-19.4,87,0,1,0,2,1,0,1,0
"357",3,4,-0.05814417,26.62,-14.6,-14.6,87,0,1,0,2,1,0,1,0
"364",3,4,-0.10762307,30.96,-16.9,-16.9,77,0,1,0,2,1,0,1,0
"371",3,4,-0.1586337,29.78,-9.10000000000002,-9.10000000000002,77,0,1,0,2,1,0,1,0
"378",3,4,-0.1845976,30.04,-11.6,-11.6,67,0,1,0,2,1,0,1,0
"385",3,4,-0.21095087,30,-4.10000000000002,-4.10000000000002,67,0,1,0,2,1,0,1,0
"392",3,4,-0.2155532,30,-6.60000000000002,-6.60000000000002,57,0,1,0,2,1,0,1,0
"399",3,4,-0.21740401,30,0.899999999999977,0.899999999999977,57,0,1,0,2,1,0,1,0
"406",3,4,-0.2007413,30,-1.69999999999999,-1.69999999999999,47,0,1,0,2,1,0,1,0
"413",3,4,-0.17925178,30,5.60000000000002,5.60000000000002,57,0,1,0,2,1,0,1,0
"420",3,4,-0.14238395,30,3,3,47,0,1,0,2,1,0,1,0
"427",3,4,-0.09663296,30,10.4,10.4,47,0,1,0,1,1,0,1,0
"434",3,4,-0.04192502,29.99,7.69999999999999,7.69999999999999,37,0,1,0,1,1,0,1,0
"441",3,4,0.02711557,24.85,14.7,14.7,27,0,1,0,1,1,0,1,0
"448",3,4,0.08974621,15.02,9.60000000000002,9.60000000000002,17,0,1,0,1,1,0,1,0
"455",3,4,0.15542386,5.17,12.1,12.1,17,0,1,0,1,1,0,1,0
"462",3,4,0.18053011,3.5,3.10000000000002,3.10000000000002,-3,0,1,0,1,1,0,1,0
"469",3,4,0.19799752,-4.45,-2.69999999999999,-2.69999999999999,-9,0,1,0,1,1,0,1,0
"476",3,2,0.18071775,-6.63,-6,-6,-11,0,1,0,4,1,0,1,0
"483",3,2,0.1547437,-3.72,-7.19999999999999,-7.19999999999999,-11,0,1,0,3,3,0,1,0
"490",3,2,0.12423167,-3.26,-8,-8,-11,0,1,0,3,3,0,1,0
"497",3,2,0.09006875,-2.49,-8.69999999999999,-8.69999999999999,-11,0,1,0,3,3,0,1,0
"504",3,2,0.05309105,-1.94,-9.19999999999999,-9.19999999999999,-11,0,1,0,3,3,0,1,0
"511",3,2,0.01388005,-1.52,-9.60000000000002,-9.60000000000002,-1,0,1,0,3,3,0,1,0
"518",3,2,-0.02677677,3.5,-9.69999999999999,-9.69999999999999,-1,0,1,0,2,2,0,1,0
"525",3,2,-0.06336195,9.6,-8.30000000000001,-8.30000000000001,-1,0,0,0,2,2,0,0,0
"532",3,2,-0.09032408,5.7,-6.5,-6.5,-1,0,0,0,2,2,0,0,0
"539",3,2,-0.10997878,4.65,-5.39999999999998,-5.39999999999998,4,0,0,0,2,2,0,0,0
"546",3,2,-0.12476706,8.15,-4.19999999999999,-4.19999999999999,4,0,0,0,2,2,0,0,0
"553",3,2,-0.13109571,7.29,-2.39999999999998,-2.39999999999998,4,0,0,0,4,2,0,0,0
"560",3,2,-0.12913324,5.18,-1,-1,4,0,0,0,3,2,0,0,0
"567",3,3,-0.12118774,4.23,0.100000000000023,0.100000000000023,4,0,0,0,3,2,0,0,0
"574",3,3,-0.10839142,3.27,1,1,4,0,0,0,3,2,0,0,0
"581",3,3,-0.09197153,2.57,1.59999999999999,1.59999999999999,4,0,0,0,3,2,0,0,0
"588",3,3,-0.07254077,2.03,2.09999999999999,2.09999999999999,4,0,0,0,3,2,0,0,0
"595",3,3,-0.05147367,2.63,2.5,2.5,92,1,0,0,2,1,0,0,0
"602",3,3,-0.02572797,11.72,3.69999999999999,3.69999999999999,92,1,0,0,2,1,0,0,0
"609",4,4,-0.00235622,22.54,2.30000000000001,2.30000000000001,87,0,0,0,2,1,0,0,0
"616",4,4,0.03918266,30.92,8.80000000000001,8.80000000000001,87,0,0,0,2,1,0,0,0
"623",4,4,0.07751784,29.9,6.30000000000001,6.30000000000001,77,0,0,0,2,1,0,0,0
"630",4,4,0.14257325,29.99,13.3,13.3,77,0,0,0,2,4,0,0,0
"637",4,4,0.19543124,30.01,10.4,10.4,67,0,0,0,2,3,0,4,0
"644",4,4,0.2722491,30,7.30000000000001,7.30000000000001,57,0,0,0,2,3,0,4,0
"651",4,4,0.34326886,30,14.3,14.3,57,0,0,0,2,3,0,3,1
"658",4,4,0.42826318,30,11.4,11.4,47,0,0,0,2,3,0,3,1
"665",4,4,0.52036372,29.94,18.3,18.3,47,0,0,0,2,2,0,3,1
"672",4,4,0.60708015,24.3,14.8,14.8,24,0,0,0,1,2,0,3,2
"679",4,4,0.69923946,15.06,9.40000000000001,9.40000000000001,14,0,0,0,1,2,0,2,2
"686",4,4,0.76972895,4.43,11.7,11.7,14,0,0,0,1,2,0,2,2
"693",4,4,0.80274108,1.17,2.30000000000001,2.30000000000001,4,0,0,0,1,4,0,2,1
"700",4,4,0.80325636,1.71,-7.40000000000001,-7.40000000000001,-6,0,0,0,1,3,3,2,1
"707",4,4,0.77623801,1.16,-7.09999999999999,-7.09999999999999,-6,0,0,0,1,3,3,2,2
"714",4,2,0.71249108,0.96,-14.9,-14.9,-14,0,0,0,1,3,3,2,2
"721",4,2,0.64239807,0.76,-14.7,-14.7,-14,0,0,0,1,3,3,2,2
"728",4,2,0.5729885,0.6,-14.6,-14.6,-14,0,0,0,1,3,3,2,2
"735",4,2,0.50422511,0.47,-14.4,-14.4,-14,0,0,0,4,2,2,2,2
"742",4,2,0.43586233,0.6,-14.3,-14.3,-9,0,0,0,3,2,2,2,2
"749",4,2,0.36898762,5.85,-13.8,-13.8,-9,0,0,0,3,2,2,2,2
"756",4,2,0.30758467,3.92,-12.7,-12.7,-9,0,0,0,3,2,2,1,2
"763",4,2,0.25071934,3.13,-11.9,-11.9,1,0,0,0,3,2,2,1,0
"770",4,2,0.19785311,8.61,-11.1,-11.1,1,0,0,0,2,2,2,1,0
"777",4,2,0.15543687,12.15,-8.80000000000001,-8.80000000000001,1,0,0,0,2,2,2,1,0
"784",4,2,0.12464064,7.89,-6.59999999999999,-6.59999999999999,1,0,0,0,4,2,2,1,0
"791",4,2,0.10323806,6.6,-5.09999999999999,-5.09999999999999,1,0,0,0,3,2,2,1,0
"798",4,2,0.08929078,5.21,-3.90000000000001,-3.90000000000001,1,0,0,0,3,2,2,1,0
"805",4,3,0.08128932,4.14,-2.90000000000001,-2.90000000000001,1,0,0,0,3,2,2,1,0
"812",4,3,0.07804261,3.3,-2.09999999999999,-2.09999999999999,-2,0,0,0,3,1,1,1,0
"819",4,3,0.07810496,-0.68,-1.69999999999999,-1.69999999999999,-2,0,0,0,3,1,1,1,0
"826",4,3,0.07809977,-0.23,-1.80000000000001,-1.80000000000001,-2,0,0,0,2,1,1,1,0
"833",4,3,0.07772882,-0.16,-1.80000000000001,-1.80000000000001,-2,0,0,0,4,1,1,1,0
"840",5,4,0.07114228,0.64,-6.80000000000001,-6.80000000000001,31,0,0,0,3,1,1,1,0
"847",5,4,0.04383016,9.82,-6.09999999999999,-6.09999999999999,31,0,0,0,3,1,1,1,0
"854",5,4,0.0011579,20.51,-13.2,-13.2,21,0,0,0,3,1,1,1,0
"861",5,4,-0.04661755,30.33,-7.5,-7.5,21,0,0,0,3,1,1,1,0
"868",5,4,-0.09777827,26.87,-10.7,-10.7,11,0,0,0,2,1,1,1,0
"875",5,4,-0.13198877,17.74,-6,-6,11,0,0,0,2,1,1,1,0
"882",5,4,-0.18724817,14.59,-11.6,-11.6,2,0,0,0,2,1,1,1,0
"889",5,1,-0.2420579,11.64,-11.9,-11.9,-1,0,0,0,2,1,1,1,0
"896",5,1,-0.29077093,9.31,-9.69999999999999,-9.69999999999999,-1,0,0,0,2,1,1,1,0
"903",5,1,-0.32891869,7.49,-8,-8,9,0,0,0,2,1,1,1,1
"910",5,1,-0.35761873,13.87,-6.09999999999999,-6.09999999999999,9,0,0,0,2,1,1,1,1
"917",5,1,-0.37099676,14.17,-3.09999999999999,-3.09999999999999,9,0,0,0,2,1,1,1,1
"924",5,1,-0.36870642,10.03,-0.599999999999994,-0.599999999999994,9,0,0,0,4,1,1,1,1
"931",5,1,-0.35450851,8.35,1.2,1.2,9,0,0,0,3,1,1,1,2
"938",5,1,-0.33067671,6.63,2.8,2.8,9,0,0,0,3,1,1,1,2
"945",5,1,-0.29908863,5.33,4,4,9,0,0,0,3,1,1,1,0
"952",5,1,-0.26135579,4.29,5,5,9,0,0,0,3,1,1,1,0
"959",5,1,-0.21847611,3.44,5.8,5.8,2,0,0,0,3,1,1,1,0
"966",5,2,-0.17171957,-1.01,6.3,6.3,2,0,0,0,2,1,1,1,0
"973",5,2,-0.12722231,-4.74,5.7,5.7,2,0,0,0,2,1,1,1,0
"980",5,2,-0.08621463,-2.93,4.90000000000001,4.90000000000001,2,0,0,0,2,1,1,1,0
"987",5,2,-0.04862963,-3.21,4.3,4.3,-1,0,0,0,2,1,1,1,0
"994",5,2,-0.01516535,-5.26,3.5,3.5,-1,0,0,0,2,1,1,0,0
"1001",5,2,0.01276684,-3.72,2.59999999999999,2.59999999999999,-1,0,0,0,2,1,1,0,0
"1008",5,2,0.03618709,-6.42,1.8,1.8,-5,0,0,0,2,1,1,0,0
"1015",5,2,0.05290826,-6.07,0.5,0.5,-5,0,0,0,4,1,1,0,0
"1022",5,2,0.06270517,-4.61,-0.599999999999994,-0.599999999999994,-5,0,0,0,3,1,1,0,0
"1029",5,2,0.06713884,-3.79,-1.40000000000001,-1.40000000000001,-5,0,0,0,3,1,1,0,0
"1036",5,2,0.06726039,-3.05,-2.09999999999999,-2.09999999999999,-5,0,0,0,3,4,1,0,0
"1043",5,2,0.06384188,-2.47,-2.69999999999999,-2.69999999999999,-5,0,0,0,3,3,1,0,0
"1050",5,3,0.05783862,-2.01,-3.09999999999999,-3.09999999999999,-5,0,0,0,3,3,0,0,0
"1057",5,3,0.04936368,-1.64,-3.5,-3.5,-5,0,0,0,2,3,0,0,0
"1064",5,3,0.03895287,-1.32,-3.80000000000001,-3.80000000000001,-5,0,0,0,2,3,0,0,0
"1071",5,3,0.02696741,-1.07,-4,-4,-48,1,0,0,2,3,0,0,0
"1078",5,3,0.01338594,-6.29,-4.40000000000001,-4.40000000000001,-48,1,0,0,2,2,0,0,0
"1085",5,3,-0.0078223,-16.83,-6.40000000000001,-6.40000000000001,-48,1,0,0,4,2,0,0,0
"1092",6,4,-0.02090687,-27.28,-5.69999999999999,-5.69999999999999,-43,0,0,0,3,2,0,0,0
"1099",6,4,-0.04686048,-30.53,-2.19999999999999,-2.19999999999999,-33,0,0,0,3,2,0,0,0
"1106",6,4,-0.07069129,-26.88,-8.30000000000001,-8.30000000000001,-33,0,0,0,3,2,0,0,0
"1113",6,4,-0.08452451,-21.15,-3.09999999999999,-3.09999999999999,-23,0,0,0,3,2,0,0,0
"1120",6,4,-0.09868957,-17.19,3.09999999999999,3.09999999999999,-13,0,0,0,3,2,0,0,0
"1127",6,4,-0.08167494,-13.9,0.0999999999999943,0.0999999999999943,-13,0,0,0,2,2,0,0,0
"1134",6,4,-0.05169604,-11.08,5.59999999999999,5.59999999999999,-1,0,0,0,2,2,0,0,0
"1141",6,1,-0.00243321,-4.77,8,8,3,0,0,0,2,2,0,0,0
"1148",6,1,0.05382805,-4.46,7.09999999999999,7.09999999999999,3,0,0,0,2,2,0,0,0
"1155",6,1,0.10395018,-3.58,6.40000000000001,6.40000000000001,3,0,0,0,2,1,0,0,0
"1162",6,1,0.15147647,-2.92,5.69999999999999,5.69999999999999,-6,0,0,0,2,1,0,0,0
"1169",6,1,0.19482741,-9.9,4.80000000000001,4.80000000000001,-6,0,0,0,2,1,0,0,0
"1176",6,1,0.22795623,-9.75,2.80000000000001,2.80000000000001,-6,0,0,0,2,1,0,0,0
"1183",6,1,0.24969326,-7.48,1.09999999999999,1.09999999999999,-6,0,0,0,2,1,0,0,0
"1190",6,1,0.262756,-6.18,-0.199999999999989,-0.199999999999989,-6,0,0,0,2,1,0,0,0
"1197",6,1,0.2686636,-5.07,-1.30000000000001,-1.30000000000001,-11,0,0,0,2,1,0,0,0
"1204",6,1,0.26770024,-9.51,-2.59999999999999,-2.59999999999999,-11,0,0,0,1,1,0,0,0
"1211",6,1,0.25674808,-7.15,-4.19999999999999,-4.19999999999999,-11,0,0,0,1,1,0,0,0
"1218",6,1,0.23726644,-5.88,-5.5,-5.5,-11,0,0,0,1,1,0,0,0
"1225",6,1,0.21174906,-4.82,-6.5,-6.5,-11,0,0,0,1,1,0,0,0
"1232",6,1,0.18002526,-3.93,-7.30000000000001,-7.30000000000001,-11,0,0,0,1,1,0,0,0
"1239",6,1,0.1437584,-3.2,-8,-8,-11,0,0,0,1,1,0,0,0
"1246",6,1,0.10374149,-2.61,-8.5,-8.5,-11,0,0,0,1,1,0,0,0
"1253",6,1,0.06072228,-2.13,-9,-9,-11,0,0,0,1,1,0,0,0
"1260",6,1,0.01520496,-1.74,-9.39999999999998,-9.39999999999998,-11,0,0,0,1,1,0,0,0
"1267",6,1,-0.03226491,-1.42,-9.69999999999999,-9.69999999999999,-11,0,0,0,1,1,0,0,0
"1274",6,1,-0.08146455,-1.16,-9.89999999999998,-9.89999999999998,-1,0,0,0,1,1,0,0,0
"1281",6,1,-0.13144028,5.16,-9.80000000000001,-9.80000000000001,9,0,0,0,1,1,0,0,0
"1288",6,1,-0.17558431,13.85,-8.19999999999999,-8.19999999999999,9,0,0,0,1,1,0,0,0
"1295",6,1,-0.20404359,16,-5,-5,9,0,0,0,1,1,0,0,0
"1302",6,1,-0.21381912,12.03,-2.40000000000001,-2.40000000000001,9,0,0,0,1,1,0,0,0
"1309",6,1,-0.2096928,9.95,-0.300000000000011,-0.300000000000011,9,0,0,0,1,1,0,0,0
"1316",6,1,-0.19390519,8.09,1.40000000000001,1.40000000000001,4,0,0,0,1,1,0,0,0
"1323",6,1,-0.16944523,1.46,2.40000000000001,2.40000000000001,4,0,0,0,1,1,0,0,0
"1330",6,1,-0.14217107,1.43,2.69999999999999,2.69999999999999,4,0,0,0,1,1,0,0,0
"1337",6,1,-0.11335959,1.15,2.90000000000001,2.90000000000001,4,0,0,0,1,1,0,0,0
"1344",6,1,-0.08325692,0.93,3.09999999999999,3.09999999999999,3,0,0,0,1,1,0,0,0
"1351",6,1,-0.05214037,-0.28,3.19999999999999,3.19999999999999,3,0,0,0,1,1,0,0,0
"1358",6,1,-0.02116959,-0.96,3.19999999999999,3.19999999999999,2,0,0,0,1,1,0,0,0
"1365",6,1,0.00801984,-2.77,2.90000000000001,2.90000000000001,-1,0,0,0,1,1,0,0,0
"1372",6,1,0.03495904,-4.05,2.19999999999999,2.19999999999999,-3,0,0,0,1,1,0,0,0
"1379",6,1,0.05684342,-4.76,1.30000000000001,1.30000000000001,-3,0,0,0,1,1,0,0,0
"1386",6,1,0.07329659,-3.71,0.5,0.5,-3,0,0,0,1,0,0,0,0
"1393",6,1,0.08544446,-3.04,-0.0999999999999943,-0.0999999999999943,-3,0,0,0,1,0,0,0,0
"1400",6,1,0.09403615,-2.48,-0.699999999999989,-0.699999999999989,-3,0,0,0,1,0,0,0,0
"1407",6,1,0.09977127,-2.03,-1.09999999999999,-1.09999999999999,-3,0,0,0,1,0,0,0,0
"1414",6,1,0.10308846,-1.65,-1.40000000000001,-1.40000000000001,-3,0,0,0,1,0,0,0,0
"1421",6,1,0.10452192,-1.34,-1.69999999999999,-1.69999999999999,-3,0,0,0,1,0,0,0,0
"1428",6,1,0.10436554,-1.09,-2,-2,-3,0,0,0,1,0,0,0,0
"1435",6,1,0.10294229,-0.89,-2.19999999999999,-2.19999999999999,-3,0,0,0,0,0,0,0,0
"1442",6,1,0.10052852,-0.73,-2.30000000000001,-2.30000000000001,-3,0,0,0,0,0,0,0,0
"1449",6,1,0.0972692,-0.59,-2.40000000000001,-2.40000000000001,-3,0,0,0,0,0,0,0,0
"1456",6,1,0.09332684,-0.48,-2.5,-2.5,-3,0,0,0,0,0,0,0,0
"1463",6,1,0.08879463,-0.4,-2.59999999999999,-2.59999999999999,-3,0,0,0,0,0,0,0,0
"1470",6,1,0.08383223,-0.32,-2.69999999999999,-2.69999999999999,-3,0,0,0,0,4,4,0,0
"1477",6,1,0.07847681,-0.26,-2.69999999999999,-2.69999999999999,-3,0,0,0,0,3,3,0,0
"1484",6,1,0.0728565,-0.21,-2.80000000000001,-2.80000000000001,-3,0,0,0,0,3,3,0,0
"1491",6,1,0.06695906,-0.17,-2.80000000000001,-2.80000000000001,-3,0,0,0,0,3,3,0,0
"1498",6,1,0.06094398,-0.14,-2.90000000000001,-2.90000000000001,-3,0,0,0,0,3,3,0,0
"1505",6,1,0.05490843,-0.12,-2.90000000000001,-2.90000000000001,-3,0,0,0,0,3,3,0,0
"1512",6,1,0.04859562,-0.09,-2.90000000000001,-2.90000000000001,-3,0,0,0,0,2,2,0,0
"1519",6,1,0.04218576,-0.08,-2.90000000000001,-2.90000000000001,-3,0,0,0,0,2,2,0,0
"1526",6,1,0.0356748,-0.06,-2.90000000000001,-2.90000000000001,-1,0,0,0,0,2,2,0,0
"1533",6,1,0.02929503,1.99,-2.90000000000001,-2.90000000000001,-1,0,0,0,0,2,2,0,0
"1540",6,1,0.02449195,1.55,-2.5,-2.5,-1,0,0,0,0,2,2,0,0
"1547",6,1,0.02152988,1.29,-2.19999999999999,-2.19999999999999,-1,0,0,0,0,2,2,0,0
"1554",6,1,0.02007894,1.05,-2,-2,-1,0,0,0,0,2,2,0,0
"1561",6,1,0.01983893,0.86,-1.80000000000001,-1.80000000000001,-1,0,0,0,0,2,2,0,0
"1568",6,1,0.0205339,0.7,-1.69999999999999,-1.69999999999999,-1,0,0,0,0,2,2,0,0
"1575",6,1,0.02211847,0.56,-1.5,-1.5,-1,0,0,0,0,2,2,0,0
"1582",6,1,0.02426048,0.47,-1.40000000000001,-1.40000000000001,-1,0,0,0,0,2,2,0,0
"1589",6,1,0.02701067,0.38,-1.40000000000001,-1.40000000000001,-1,0,0,0,0,1,1,0,0
"1596",6,1,0.03026093,0.31,-1.30000000000001,-1.30000000000001,-1,0,0,0,0,1,1,0,0
"1603",6,1,0.03384565,0.26,-1.19999999999999,-1.19999999999999,-1,0,0,0,0,1,1,0,0
"1610",6,1,0.03782088,0.21,-1.19999999999999,-1.19999999999999,-1,0,0,0,0,1,1,0,0
"1617",6,1,0.0420644,0.17,-1.19999999999999,-1.19999999999999,-1,0,0,0,0,1,1,0,0
"1624",6,1,0.0464935,0.14,-1.09999999999999,-1.09999999999999,-1,0,0,0,0,1,1,0,0
"1631",6,1,0.05115798,0.12,-1.09999999999999,-1.09999999999999,-1,0,0,0,0,1,1,0,0
"1638",6,1,0.05602471,0.09,-1.09999999999999,-1.09999999999999,-3,0,0,0,0,1,1,0,0
"1645",6,1,0.06090088,-1.75,-1.09999999999999,-1.09999999999999,-3,0,0,0,0,1,1,0,0
"1652",6,1,0.06424791,-1.64,-1.5,-1.5,-3,0,0,0,0,1,1,0,0
"1659",6,1,0.06563057,-1.34,-1.69999999999999,-1.69999999999999,-3,0,0,0,0,1,1,0,0
"1666",6,1,0.06552593,-1.11,-1.90000000000001,-1.90000000000001,-3,0,0,0,0,1,1,0,0
"1673",6,1,0.06412612,-0.92,-2.09999999999999,-2.09999999999999,-3,0,0,0,0,1,1,0,0
"1680",6,1,0.06160388,-0.77,-2.30000000000001,-2.30000000000001,-3,0,0,0,0,1,1,0,0
"1687",6,1,0.05821021,-0.64,-2.40000000000001,-2.40000000000001,-3,0,0,0,4,1,1,0,0
"1694",6,1,0.05405127,-0.53,-2.5,-2.5,-3,0,0,0,3,1,1,0,0
"1701",6,1,0.04923948,-0.44,-2.59999999999999,-2.59999999999999,-3,0,0,0,3,1,1,0,0
"1708",6,1,0.04390106,-0.37,-2.59999999999999,-2.59999999999999,-3,0,0,0,3,1,1,0,0
"1715",6,1,0.03811135,0.5,-2.69999999999999,-2.69999999999999,-3,0,0,0,3,1,1,0,0
"1722",6,1,0.03270055,0.64,-2.59999999999999,-2.59999999999999,-3,0,0,0,3,1,1,0,0
"1729",6,1,0.02806366,0.5,-2.5,-2.5,-3,0,0,0,2,1,1,0,0
"1736",6,1,0.02398069,0.42,-2.40000000000001,-2.40000000000001,-3,0,0,0,2,1,1,0,0
"1743",6,1,0.02046728,0.35,-2.30000000000001,-2.30000000000001,-3,0,0,0,2,1,1,0,0
"1750",6,1,0.01723035,0.29,-2.30000000000001,-2.30000000000001,-3,0,0,0,2,1,1,0,0
"1757",6,1,0.01438345,0.24,-2.19999999999999,-2.19999999999999,-3,0,0,0,2,1,1,0,0
"1764",6,1,0.01175223,0.21,-2.19999999999999,-2.19999999999999,-3,0,0,0,2,1,1,0,0
"1771",6,1,0.00940494,0.17,-2.19999999999999,-2.19999999999999,-3,0,0,0,2,1,1,0,0
"1778",6,1,0.00724894,0.14,-2.09999999999999,-2.09999999999999,-3,0,0,0,2,1,1,0,0
"1785",6,1,0.00522487,0.12,-2.09999999999999,-2.09999999999999,-3,0,0,0,2,1,1,0,0
"1792",6,1,0.00335024,0.1,-2.09999999999999,-2.09999999999999,-3,0,0,0,2,1,1,0,0
"1799",6,1,0.00161901,0.09,-2.09999999999999,-2.09999999999999,-3,0,0,0,2,1,1,0,0
"1806",6,2,-6.54e-05,0.07,-2.09999999999999,-2.09999999999999,-3,0,0,0,1,1,1,0,0
"1813",6,2,-0.00162107,0.06,-2,-2,-3,0,0,0,1,1,1,0,0
"1820",6,2,-0.0030931,0.05,-2,-2,-3,0,0,0,1,0,0,0,0
"1827",6,2,-0.00452868,0.04,-2,-2,-3,0,0,0,1,0,0,0,0
"1834",6,2,-0.00593562,0.03,-2,-2,-3,0,0,0,1,0,0,0,0
"1841",6,2,-0.00732364,0.03,-2,-2,-3,0,0,0,1,0,0,0,0
"1848",6,2,-0.0086643,0.02,-2,-2,-3,0,0,0,1,0,0,0,0
"1855",6,2,-0.00998584,0.02,-2,-2,-3,0,0,0,1,0,0,0,0
"1862",6,2,-0.0112784,0.02,-2,-2,-3,0,0,0,1,0,0,0,0
"1869",6,3,-0.012511,0.01,-2,-2,-3,0,0,0,1,0,0,0,0
"1876",6,3,-0.01376391,0.01,-2,-2,-3,0,0,0,1,0,0,0,0
"1883",6,3,-0.01504848,0.02,-2,-2,-3,0,0,0,1,0,0,0,0
"1890",6,3,-0.01624553,0,-2,-2,-3,0,0,0,1,0,0,0,0
