"","PBNleg","dscrPhase","PBNdeviation","bank","angleBrM","angdifHCl","angdifSCl","discrSettingNextHdg","dscrTimeWPTCheckCurrLeg","dscrTimeWPTCheckNxtLeg","dscrTimeNavlogCheck","dscrTimeMapCheck","dscrTimeTrackCheck","dscrTimeMapClick","dscrPBNdeviationIntegrCorr"
"280",2,2,0.2180425,-7.57,8.89999999999998,8.89999999999998,-5,0,0,0,4,1,0,2,0
"287",2,2,0.26174125,-14.37,6.39999999999998,6.39999999999998,-5,0,0,0,3,1,0,1,0
"294",2,3,0.29059533,-9.1,3.30000000000001,3.30000000000001,-15,0,0,0,3,1,0,1,0
"301",2,3,0.30834023,-9.93,1.30000000000001,1.30000000000001,-15,0,0,0,3,1,0,1,1
"308",2,3,0.31429646,-16.38,-1.7,-1.7,-15,0,0,0,3,1,0,1,1
"315",2,3,0.30300626,-10.93,-5.3,-5.3,-15,0,0,0,3,1,0,1,1
"322",2,3,0.27847745,-7.78,-7.5,-7.5,-15,0,0,0,4,1,0,1,0
"329",2,3,0.24622489,-6.43,-9.1,-9.1,-15,0,0,0,3,1,0,1,0
"336",2,3,0.20559795,-4.83,-10.5,-10.5,-15,0,0,0,3,1,0,1,0
"343",3,4,0.13714776,-3.74,-16.5,-16.5,-20,0,0,0,3,1,0,1,0
"350",3,4,0.05781883,-0.27,-27.3,-27.3,87,0,0,0,3,1,0,1,0
"357",3,4,-0.06146806,9.95,-26.6,-26.6,87,0,0,0,3,1,0,1,0
"364",3,4,-0.17502372,20.76,-33.3,-33.3,77,0,0,0,2,1,0,1,0
"371",3,4,-0.30686828,30.3,-27,-27,77,0,0,0,4,1,0,1,1
"378",3,4,-0.40608796,30.15,-19,-19,77,0,0,0,3,1,0,1,1
"385",3,4,-0.50817167,29.9,-21.7,-21.7,67,0,0,0,3,1,0,1,1
"392",3,4,-0.5834551,30.03,-14.3,-14.3,67,0,0,0,3,4,4,1,1
"399",3,4,-0.65454863,29.99,-16.7,-16.7,57,0,0,0,3,3,3,1,2
"406",3,4,-0.70656681,30,-9.30000000000001,-9.30000000000001,57,0,0,0,3,3,3,1,2
"413",3,4,-0.74185294,30,-11.9,-11.9,47,0,0,0,2,3,3,1,2
"420",3,4,-0.77017892,30,-4.5,-4.5,47,0,0,0,2,3,3,1,2
"427",3,4,-0.76945298,30,2.89999999999998,2.89999999999998,47,0,0,0,2,3,3,1,2
"434",3,4,-0.77356265,30,0.300000000000011,0.300000000000011,37,0,0,0,2,2,2,1,2
"441",3,4,-0.74204631,30,7.69999999999999,7.69999999999999,37,0,0,0,2,2,2,1,2
"448",3,4,-0.71783368,24.94,4.60000000000002,4.60000000000002,27,0,0,0,2,2,2,1,2
"455",3,4,-0.669743,18.8,9.60000000000002,9.60000000000002,42,0,0,0,2,2,2,1,2
"462",3,4,-0.63223283,24.15,4.10000000000002,4.10000000000002,32,0,0,0,2,2,2,1,2
"469",3,4,-0.5831237,27.71,10.5,10.5,32,0,0,0,2,2,2,1,2
"476",3,4,-0.52856171,19.16,6.5,6.5,22,0,0,0,2,2,2,1,2
"483",3,4,-0.47337811,12.11,10,10,22,0,0,0,2,2,2,1,2
"490",3,4,-0.42036006,10.36,6.5,6.5,16,0,0,0,1,2,2,1,2
"497",3,2,-0.37971563,7.96,6.59999999999999,6.59999999999999,14,0,0,0,1,4,2,1,2
"504",3,2,-0.33085239,6.2,8.19999999999999,8.19999999999999,14,0,0,0,4,3,2,1,3
"511",3,2,-0.27655683,4.89,9.5,9.5,14,0,0,0,3,3,1,1,0
"518",3,2,-0.21530949,2.97,10.4,10.4,-1,0,0,0,3,3,1,0,0
"525",3,2,-0.1517241,-6.3,10.4,10.4,-1,0,0,0,3,3,1,0,0
"532",3,2,-0.09464614,-12.2,8.40000000000001,8.40000000000001,-1,0,0,0,3,2,1,0,0
"539",3,2,-0.05040909,-7.33,6.09999999999999,6.09999999999999,-1,0,0,0,3,2,1,0,0
"546",3,2,-0.01504398,-5.96,4.59999999999999,4.59999999999999,-1,0,0,0,4,2,1,0,0
"553",3,2,0.01367773,-4.73,3.40000000000001,3.40000000000001,-1,0,0,0,3,2,1,0,0
"560",3,2,0.03706627,-3.66,2.40000000000001,2.40000000000001,-1,0,0,0,3,2,1,0,0
"567",3,2,0.05579929,-2.9,1.69999999999999,1.69999999999999,-1,0,0,0,3,2,1,0,0
"574",3,2,0.07185445,-2.27,1.09999999999999,1.09999999999999,-1,0,0,0,3,2,1,0,0
"581",3,2,0.08529322,-1.78,0.699999999999989,0.699999999999989,-1,0,0,0,3,2,1,0,0
"588",3,3,0.09671739,-1.38,0.300000000000011,0.300000000000011,-1,0,0,0,2,2,1,0,0
"595",3,3,0.10658069,-1.09,0,0,-1,0,0,0,4,2,1,0,0
"602",3,3,0.11521013,-0.85,-0.199999999999989,-0.199999999999989,-1,0,0,0,3,2,1,0,0
"609",3,3,0.12279782,-0.67,-0.399999999999977,-0.399999999999977,-1,0,0,0,3,1,1,0,0
"616",3,3,0.12965703,-0.53,-0.5,-0.5,92,1,0,0,3,1,1,0,0
"623",3,3,0.13660263,6.06,-0.300000000000011,-0.300000000000011,92,1,0,0,3,1,1,0,0
"630",4,4,0.13010874,16.43,-3.19999999999999,-3.19999999999999,87,0,0,0,2,1,1,0,0
"637",4,4,0.13738525,27.25,-8.40000000000001,-8.40000000000001,77,0,0,0,2,1,1,0,0
"644",4,4,0.12516005,30.77,-1.19999999999999,-1.19999999999999,77,0,0,0,2,1,1,0,0
"651",4,4,0.13882766,29.82,-4,-4,67,0,0,0,2,1,1,0,0
"658",4,4,0.15005097,30.04,3,3,67,0,0,0,4,1,1,0,0
"665",4,4,0.17259004,29.99,0,0,57,0,0,0,3,3,3,4,0
"672",4,4,0.20549817,30,7,7,57,0,0,0,3,3,3,3,0
"679",4,4,0.23492666,30,4,4,47,0,0,0,3,3,3,3,0
"686",4,4,0.28475552,30,0.699999999999989,0.699999999999989,37,0,0,0,3,3,3,3,0
"693",4,4,0.32167528,29.99,7.69999999999999,7.69999999999999,37,0,0,0,2,3,3,3,1
"700",4,4,0.3741089,24.2,4.09999999999999,4.09999999999999,17,0,0,0,2,2,2,3,1
"707",4,4,0.42344459,13.71,8.5,8.5,12,0,0,0,2,2,2,2,1
"714",4,4,0.44586602,3.08,0.5,0.5,2,0,0,0,2,2,2,2,1
"721",4,4,0.44828128,0.69,-9.19999999999999,-9.19999999999999,-8,0,0,0,2,2,2,2,2
"728",4,4,0.41021049,1.2,-9,-9,-8,0,0,0,2,2,2,2,2
"735",4,2,0.35132516,0.78,-16.8,-16.8,-16,0,0,0,2,2,2,2,2
"742",4,2,0.27042305,0.65,-16.6,-16.6,-16,0,0,0,3,2,2,2,0
"749",4,2,0.1923324,0.52,-16.5,-16.5,-1,0,0,0,3,2,2,2,0
"756",4,2,0.11298798,5.71,-16.2,-16.2,-1,0,0,0,3,2,2,2,0
"763",4,2,0.03979697,14.86,-14.2,-14.2,-1,0,0,0,3,2,2,2,0
"770",4,2,-0.01766607,12.73,-11.1,-11.1,9,0,0,0,3,2,2,2,0
"777",4,2,-0.05904347,18.4,-8,-8,9,0,0,0,2,1,1,2,0
"784",4,2,-0.08013153,14.78,-4.30000000000001,-4.30000000000001,9,0,0,0,4,1,1,1,0
"791",4,2,-0.08431495,11.15,-1.59999999999999,-1.59999999999999,9,0,0,0,3,1,1,1,0
"798",4,2,-0.07552427,9.08,0.599999999999994,0.599999999999994,9,0,0,0,3,1,1,1,0
"805",4,2,-0.05627621,7.18,2.30000000000001,2.30000000000001,9,0,0,0,3,1,1,1,0
"812",4,2,-0.02871931,5.73,3.69999999999999,3.69999999999999,4,0,0,0,3,1,1,1,0
"819",4,2,0.00507226,0.02,4.5,4.5,4,0,0,0,3,1,1,1,0
"826",4,3,0.03967629,-4.96,4.30000000000001,4.30000000000001,-1,0,0,0,4,1,1,1,0
"833",4,3,0.06935643,-4.74,3.19999999999999,3.19999999999999,-1,0,0,0,3,1,1,1,0
"840",4,3,0.09368652,-3.45,2.30000000000001,2.30000000000001,-1,0,0,0,3,1,1,1,0
"847",4,3,0.11357697,-2.87,1.69999999999999,1.69999999999999,-1,0,0,0,3,1,1,1,0
"854",4,3,0.13085014,-2.17,1.09999999999999,1.09999999999999,36,1,0,0,3,1,1,1,0
"861",4,3,0.14673482,5.93,1.19999999999999,1.19999999999999,36,1,0,0,3,1,1,1,0
"868",5,4,0.14128386,16.57,-1.80000000000001,-1.80000000000001,31,0,0,0,3,1,1,1,0
"875",5,4,0.13722432,27.27,-7.19999999999999,-7.19999999999999,21,0,0,0,3,1,1,1,0
"882",5,4,0.12601813,27.57,-0.699999999999989,-0.699999999999989,21,0,0,0,3,1,1,1,0
"889",5,4,0.11171517,18.04,-5.80000000000001,-5.80000000000001,11,0,0,0,3,1,1,1,0
"896",5,4,0.10015049,14.31,-2.5,-2.5,11,0,0,0,2,1,1,1,0
"903",5,4,0.05793852,11.58,-8.80000000000001,-8.80000000000001,2,0,0,0,2,1,1,1,0
"910",5,1,0.01415884,9.3,-9.69999999999999,-9.69999999999999,-1,0,0,0,2,1,1,1,0
"917",5,1,-0.02429003,7.47,-8,-8,-1,0,0,0,2,1,1,1,0
"924",5,1,-0.05425036,6,-6.59999999999999,-6.59999999999999,-1,0,0,0,2,1,1,1,0
"931",5,1,-0.07735374,5.95,-5.5,-5.5,4,0,0,0,2,1,1,1,0
"938",5,1,-0.09282502,9.26,-3.90000000000001,-3.90000000000001,4,0,0,0,4,1,1,1,0
"945",5,1,-0.09821609,6.56,-2.30000000000001,-2.30000000000001,4,0,0,0,3,1,1,1,0
"952",5,1,-0.09587215,5.42,-1.09999999999999,-1.09999999999999,4,0,0,0,3,3,1,4,0
"959",5,1,-0.08725213,4.34,-0.0999999999999943,-0.0999999999999943,4,0,0,0,3,3,4,3,0
"966",5,1,-0.07356206,3.49,0.700000000000003,0.700000000000003,4,0,0,0,3,3,3,3,0
"973",5,1,-0.05637175,2.83,1.40000000000001,1.40000000000001,4,0,0,0,3,3,3,3,0
"980",5,2,-0.03538725,2.28,1.90000000000001,1.90000000000001,4,0,0,0,2,3,3,3,0
"987",5,2,-0.01172435,1.84,2.3,2.3,4,0,0,0,4,2,3,2,0
"994",5,2,0.01419321,1.46,2.59999999999999,2.59999999999999,4,0,0,0,3,2,2,2,0
"1001",5,2,0.04180128,1.18,2.90000000000001,2.90000000000001,4,0,0,0,3,2,2,2,0
"1008",5,2,0.07073922,-2.7,3,3,-4,0,0,0,3,2,2,2,0
"1015",5,2,0.0962948,-9.28,1.90000000000001,1.90000000000001,-7,0,0,0,3,2,2,2,0
"1022",5,2,0.11219234,-7.74,0.0999999999999943,0.0999999999999943,-7,0,0,0,3,2,2,2,0
"1029",5,2,0.11892884,-6.13,-1.19999999999999,-1.19999999999999,-7,0,0,0,2,2,2,2,0
"1036",5,2,0.11882777,-5.01,-2.30000000000001,-2.30000000000001,-7,0,0,0,4,2,2,2,0
"1043",5,2,0.1130224,-4.04,-3.19999999999999,-3.19999999999999,-7,0,0,0,3,2,2,2,0
"1050",5,2,0.10245972,-3.27,-3.90000000000001,-3.90000000000001,-7,0,0,0,3,2,2,2,0
"1057",5,2,0.08819779,-1.46,-4.5,-4.5,-5,0,0,0,3,2,2,2,0
"1064",5,2,0.07216396,-0.2,-4.59999999999999,-4.59999999999999,-5,0,0,0,3,1,2,2,0
"1071",5,3,0.05579987,-0.39,-4.69999999999999,-4.69999999999999,-5,0,0,0,3,1,1,1,0
"1078",5,3,0.0389359,-0.27,-4.69999999999999,-4.69999999999999,-5,0,0,0,3,1,1,1,0
"1085",5,3,0.02179571,-0.23,-4.80000000000001,-4.80000000000001,-5,0,0,0,3,1,1,1,0
"1092",5,3,0.00492135,-0.18,-4.80000000000001,-4.80000000000001,-5,0,0,0,4,4,1,1,0
"1099",5,3,-0.01273404,-0.15,-4.90000000000001,-4.90000000000001,-5,0,0,0,3,3,1,1,0
"1106",6,4,-0.01849429,-3.11,0,0,-43,0,0,0,3,3,1,1,0
"1113",6,4,-0.01241514,-13.4,-1.30000000000001,-1.30000000000001,-43,0,0,0,3,3,1,1,0
"1120",6,4,0.02771108,-24.15,5.19999999999999,5.19999999999999,-33,0,0,0,4,3,1,1,0
"1127",6,4,0.06104922,-30.89,9.09999999999999,9.09999999999999,-23,0,0,0,3,3,1,1,0
"1134",6,4,0.10532771,-28.08,2.90000000000001,2.90000000000001,-23,0,0,0,3,2,1,1,0
"1141",6,4,0.14661142,-22.12,7.80000000000001,7.80000000000001,-23,0,0,0,3,2,1,1,0
"1148",6,4,0.18917534,-24.13,3.5,3.5,-23,0,0,0,3,2,1,1,0
"1155",6,4,0.24431107,-24.67,6.40000000000001,6.40000000000001,-15,0,0,0,2,2,1,1,0
"1162",6,1,0.2936775,-18.05,6.30000000000001,6.30000000000001,-11,0,0,0,2,2,1,1,0
"1169",6,1,0.33117276,-15.17,3,3,-16,0,0,0,2,2,1,1,1
"1176",6,1,0.34969521,-17.54,-0.199999999999989,-0.199999999999989,-16,0,0,0,2,2,1,1,1
"1183",6,1,0.34836024,-13.51,-3.19999999999999,-3.19999999999999,-16,0,0,0,2,2,1,1,1
"1190",6,1,0.33089326,-11.08,-5.59999999999999,-5.59999999999999,-16,0,0,0,2,2,1,1,1
"1197",6,1,0.30042359,-9,-7.5,-7.5,-16,0,0,0,2,2,1,1,2
"1204",6,1,0.25955467,-7.33,-9.10000000000002,-9.10000000000002,-16,0,0,0,2,2,1,1,0
"1211",6,1,0.21012331,-5.96,-10.4,-10.4,-11,0,0,0,2,1,1,1,0
"1218",6,1,0.15611963,0.24,-11.1,-11.1,-11,0,0,0,2,1,1,1,0
"1225",6,1,0.09979057,0.03,-11,-11,-11,0,0,0,2,1,1,1,0
"1232",6,1,0.04355715,0,-11,-11,-1,0,0,0,2,1,1,1,0
"1239",6,1,-0.01177425,7.62,-10.6,-10.6,-1,0,0,0,1,1,1,1,0
"1246",6,1,-0.05923653,10.38,-8.80000000000001,-8.80000000000001,4,0,0,0,1,1,1,1,0
"1253",6,1,-0.09419304,11.74,-6.60000000000002,-6.60000000000002,4,0,0,0,1,1,1,1,0
"1260",6,1,-0.11571549,9.05,-4.59999999999999,-4.59999999999999,4,0,0,0,1,1,1,1,0
"1267",6,1,-0.12654508,7.45,-3,-3,4,0,0,0,1,1,1,1,0
"1274",6,1,-0.12875004,6.06,-1.69999999999999,-1.69999999999999,4,0,0,0,1,1,1,1,0
"1281",6,1,-0.12380894,4.94,-0.599999999999994,-0.599999999999994,4,0,0,0,1,1,1,1,0
"1288",6,1,-0.11352283,4.05,0.199999999999989,0.199999999999989,4,0,0,0,1,1,1,1,0
"1295",6,1,-0.09823539,3.3,0.900000000000006,0.900000000000006,4,0,0,0,1,1,1,1,0
"1302",6,1,-0.07914736,2.69,1.5,1.5,4,0,0,0,1,1,1,0,0
"1309",6,1,-0.05698244,1.34,1.90000000000001,1.90000000000001,2,0,0,0,1,1,0,0,0
"1316",6,1,-0.03334405,-0.16,2,2,2,0,0,0,1,1,0,0,0
"1323",6,1,-0.00978831,0.05,2,2,-1,0,0,0,1,1,0,0,0
"1330",6,1,0.01342786,-3.15,1.80000000000001,1.80000000000001,-1,0,0,0,1,1,0,0,0
"1337",6,1,0.03375383,-2.36,1.19999999999999,1.19999999999999,-1,0,0,0,1,1,0,0,0
"1344",6,1,0.05119307,-1.95,0.800000000000011,0.800000000000011,-1,0,0,0,1,1,0,0,0
"1351",6,1,0.06600108,-1.59,0.5,0.5,-1,0,0,0,1,1,0,0,0
"1358",6,1,0.07940583,-1.3,0.199999999999989,0.199999999999989,-1,0,0,0,1,1,0,0,0
"1365",6,1,0.0911065,-4.55,-0.0999999999999943,-0.0999999999999943,-5,0,0,0,1,1,0,0,0
"1372",6,1,0.09828781,-4.26,-1.09999999999999,-1.09999999999999,-5,0,0,0,1,1,0,0,0
"1379",6,1,0.10043084,-3.4,-1.80000000000001,-1.80000000000001,-5,0,0,0,1,1,0,0,0
"1386",6,1,0.09867565,-2.78,-2.40000000000001,-2.40000000000001,-5,0,0,0,1,1,0,0,0
"1393",6,1,0.09359509,-2.26,-2.90000000000001,-2.90000000000001,-5,0,0,0,1,1,0,0,0
"1400",6,1,0.08593217,-1.84,-3.30000000000001,-3.30000000000001,-5,0,0,0,1,1,0,0,0
"1407",6,1,0.07614825,-1.5,-3.59999999999999,-3.59999999999999,-5,0,0,0,1,1,0,0,0
"1414",6,1,0.06495366,-1.23,-3.80000000000001,-3.80000000000001,-5,0,0,0,1,1,0,0,0
"1421",6,1,0.05205543,-1,-4.09999999999999,-4.09999999999999,-5,0,0,0,1,1,0,0,0
"1428",6,1,0.03795701,-0.82,-4.19999999999999,-4.19999999999999,-5,0,0,0,1,1,0,0,0
"1435",6,1,0.02302496,1.48,-4.30000000000001,-4.30000000000001,-1,0,0,0,1,1,0,0,0
"1442",6,1,0.00974034,3.11,-3.69999999999999,-3.69999999999999,-1,0,0,0,1,0,0,0,0
"1449",6,1,-3.059e-05,2.36,-3.19999999999999,-3.19999999999999,-1,0,0,0,1,0,0,0,0
"1456",6,1,-0.00698157,1.93,-2.80000000000001,-2.80000000000001,-1,0,0,0,1,0,0,0,0
"1463",6,1,-0.01164926,1.57,-2.5,-2.5,-1,0,0,0,1,0,0,0,0
"1470",6,1,-0.01451564,1.27,-2.19999999999999,-2.19999999999999,-1,0,0,0,0,0,0,0,0
"1477",6,1,-0.01591039,1.03,-2,-2,-1,0,0,0,0,0,0,0,0
"1484",6,1,-0.01605089,0.84,-1.80000000000001,-1.80000000000001,-1,0,0,0,0,0,0,0,0
"1491",6,1,-0.01525006,0.68,-1.59999999999999,-1.59999999999999,-1,0,0,0,0,0,0,0,0
"1498",6,1,-0.01364055,0.55,-1.5,-1.5,-1,0,0,0,0,0,0,0,0
"1505",6,1,-0.01139018,0.45,-1.40000000000001,-1.40000000000001,-1,0,0,0,0,0,0,0,0
"1512",6,1,-0.00867504,0.37,-1.30000000000001,-1.30000000000001,-1,0,0,0,0,0,0,0,0
"1519",6,1,-0.00552042,0.29,-1.30000000000001,-1.30000000000001,-1,0,0,0,0,0,0,0,0
"1526",6,1,-0.00198985,0.25,-1.19999999999999,-1.19999999999999,-1,0,0,0,0,0,0,0,0
"1533",6,1,0.00179444,0.2,-1.19999999999999,-1.19999999999999,-1,0,0,0,0,0,0,0,0
"1540",6,1,0.00584098,0.16,-1.09999999999999,-1.09999999999999,-1,0,0,0,0,0,0,0,0
"1547",6,1,0.01011268,0.13,-1.09999999999999,-1.09999999999999,-1,0,0,0,0,0,0,0,0
"1554",6,1,0.01452234,0.11,-1.09999999999999,-1.09999999999999,-1,0,0,0,0,0,0,0,0
"1561",6,1,0.01910556,0.09,-1.09999999999999,-1.09999999999999,-1,0,0,0,0,0,0,0,0
"1568",6,1,0.02385277,0.07,-1.09999999999999,-1.09999999999999,-1,0,0,0,0,4,4,0,0
"1575",6,1,0.02860803,0.06,-1,-1,-1,0,0,0,0,3,3,0,0
"1582",6,1,0.0335384,0.04,-1,-1,-1,0,0,0,0,3,3,0,0
"1589",6,1,0.03856676,0.04,-1,-1,-1,0,0,0,0,3,3,0,0
"1596",6,1,0.04366116,0.03,-1,-1,-1,0,0,0,0,3,3,0,0
"1603",6,1,0.04884316,0.02,-1,-1,-1,0,0,0,0,2,3,0,0
"1610",6,1,0.054096,0.02,-1,-1,-1,0,0,0,0,2,2,0,0
"1617",6,1,0.05937639,0.02,-1,-1,-1,0,0,0,0,2,2,0,0
"1624",6,1,0.06475728,0.02,-1,-1,-1,0,0,0,0,2,2,0,0
"1631",6,1,0.07016995,0.01,-1,-1,-1,0,0,0,0,2,2,0,0
"1638",6,1,0.07564163,0.01,-1,-1,-1,0,0,0,0,2,2,0,0
"1645",6,1,0.0810067,0.01,-1,-1,-1,0,0,0,0,2,2,0,0
"1652",6,1,0.08656562,-0.01,-1,-1,-4,0,0,0,0,2,2,0,0
"1659",6,1,0.09145233,-3.2,-1.30000000000001,-1.30000000000001,-4,0,0,0,0,2,2,0,0
"1666",6,1,0.09313758,-2.32,-1.80000000000001,-1.80000000000001,-4,0,0,0,0,2,2,0,0
"1673",6,1,0.09208334,-1.96,-2.09999999999999,-2.09999999999999,-4,0,0,0,0,2,2,0,0
"1680",6,1,0.08874253,-1.62,-2.5,-2.5,-4,0,4,0,0,2,2,0,0
"1687",6,1,0.08348294,-1.35,-2.69999999999999,-2.69999999999999,-4,0,3,0,0,1,1,0,0
"1694",6,1,0.07655771,-1.13,-2.90000000000001,-2.90000000000001,-4,0,3,0,0,1,1,0,0
"1701",6,1,0.06831536,-0.94,-3.09999999999999,-3.09999999999999,-4,0,3,0,0,1,1,0,0
"1708",6,1,0.05894483,-0.78,-3.30000000000001,-3.30000000000001,-4,0,3,0,0,1,1,0,0
"1715",6,1,0.04890779,-0.66,-3.40000000000001,-3.40000000000001,-4,0,3,0,0,1,1,0,0
"1722",6,1,0.03776353,-0.55,-3.5,-3.5,-4,0,2,0,0,1,1,0,0
"1729",6,1,0.0259334,-0.46,-3.59999999999999,-3.59999999999999,-4,0,2,0,0,1,1,0,0
"1736",6,1,0.01351746,-0.38,-3.59999999999999,-3.59999999999999,-4,0,2,0,0,1,1,0,0
"1743",6,1,0.00059346,-0.3,-3.69999999999999,-3.69999999999999,-4,0,2,0,0,1,1,0,0
"1750",6,1,-0.01198087,3.04,-3.5,-3.5,-4,0,2,0,0,1,1,0,0
"1757",6,1,-0.02161521,2.11,-3,-3,-4,0,2,0,0,1,1,0,0
"1764",6,1,-0.02874795,1.82,-2.69999999999999,-2.69999999999999,-4,0,2,0,0,1,1,0,0
"1771",6,1,-0.03374713,1.52,-2.40000000000001,-2.40000000000001,-4,0,2,0,0,1,1,0,0
"1778",6,1,-0.03700942,1.28,-2.19999999999999,-2.19999999999999,-4,0,2,0,0,1,1,0,0
"1785",6,1,-0.0387176,1.08,-2,-2,-4,0,2,0,0,1,1,0,0
"1792",6,1,-0.03923136,0.91,-1.90000000000001,-1.90000000000001,-4,0,2,0,0,1,1,0,0
"1799",6,1,-0.03868513,0.76,-1.69999999999999,-1.69999999999999,-4,0,1,0,0,1,1,0,0
"1806",6,1,-0.03727297,0.64,-1.59999999999999,-1.59999999999999,-4,0,1,0,0,1,1,0,0
"1813",6,1,-0.03505277,0.54,-1.5,-1.5,-4,0,1,0,0,1,1,0,0
"1820",6,2,-0.03219628,0.45,-1.40000000000001,-1.40000000000001,-4,0,1,0,0,1,1,0,0
"1827",6,2,-0.02881486,0.38,-1.40000000000001,-1.40000000000001,-4,0,1,0,0,1,1,0,0
"1834",6,2,-0.02495775,0.32,-1.30000000000001,-1.30000000000001,-4,0,1,0,0,1,1,0,0
"1841",6,2,-0.02071133,0.27,-1.19999999999999,-1.19999999999999,-4,0,1,0,0,1,1,0,0
"1848",6,2,-0.01613145,0.23,-1.19999999999999,-1.19999999999999,-4,0,1,0,0,1,1,0,0
"1855",6,2,-0.01141635,0.19,-1.19999999999999,-1.19999999999999,-4,0,4,0,0,1,1,0,0
"1862",6,2,-0.00633377,0.16,-1.09999999999999,-1.09999999999999,-4,0,3,0,0,1,1,0,0
"1869",6,2,-0.00098169,0.13,-1.09999999999999,-1.09999999999999,-4,0,3,0,0,1,1,0,0
"1876",6,2,0.00451638,0.11,-1.09999999999999,-1.09999999999999,-4,0,3,0,0,1,1,0,0
"1883",6,2,0.01011308,0.1,-1.09999999999999,-1.09999999999999,-4,0,3,0,0,1,1,0,0
"1890",6,3,0.01589049,0.08,-1.09999999999999,-1.09999999999999,-4,0,2,0,0,1,1,0,0
"1897",6,3,0.02180547,0.07,-1.09999999999999,-1.09999999999999,-4,0,2,0,0,1,1,0,0
"1904",6,3,0.02776729,0.06,-1,-1,-4,0,2,0,0,1,1,0,0
