"","PBNleg","PBNdeviation","bank","angleBrM","angdifHCl","angdifSCl","discrSettingNextHdg","dscrTimeWPTCheckCurrLeg","dscrTimeWPTCheckNxtLeg","dscrTimeNavlogCheck","dscrTimeMapCheck","dscrTimeTrackCheck","dscrTimeMapClick","dscrPBNdeviationIntegrCorr"
"252",2,0.06486951,-2.83,-0.6,-0.6,-3,0,2,0,3,2,2,2,0
"259",2,0.06838909,-1.97,-1.2,-1.2,-3,0,2,0,3,2,2,2,0
"266",2,0.06959237,-1.42,-1.6,-1.6,-3,0,2,0,3,2,2,2,0
"273",2,0.06928698,-1.15,-1.9,-1.9,-3,0,2,0,3,2,2,2,0
"280",2,0.06770663,-0.86,-2.2,-2.2,-3,0,2,0,2,2,2,2,0
"287",2,0.06512507,-0.67,-2.4,-2.4,-3,0,2,0,2,2,2,2,0
"294",2,0.06176975,-0.51,-2.5,-2.5,-3,0,1,0,2,2,2,1,0
"301",2,0.05786821,-0.39,-2.6,-2.6,-3,0,1,0,2,2,2,1,0
"308",2,0.05351187,-0.3,-2.7,-2.7,-3,0,1,0,2,2,2,1,0
"315",2,0.04879181,-0.23,-2.8,-2.8,-3,0,1,0,2,1,1,1,0
"322",2,0.04379883,-0.18,-2.8,-2.8,-3,0,1,0,2,1,1,1,0
"329",2,0.03862399,0.54,-2.9,-2.9,102,1,1,0,2,1,1,1,0
"336",3,0.03146735,9.06,-7.2,-7.2,97,0,1,0,2,1,1,1,0
"343",3,0.01404299,19.87,-4.10000000000002,-4.10000000000002,97,0,1,0,4,1,1,1,0
"350",3,0.00372009,29.83,-8.10000000000002,-8.10000000000002,87,0,1,0,3,1,1,1,0
"357",3,-0.00407043,30.29,0,0,87,0,1,0,3,1,1,1,0
"364",3,0.00223689,29.88,-2.39999999999998,-2.39999999999998,77,0,1,0,3,1,1,1,0
"371",3,0.02117994,30.03,5.10000000000002,5.10000000000002,77,0,1,0,3,4,4,1,0
"378",3,0.04289942,29.99,2.60000000000002,2.60000000000002,67,0,1,0,3,3,3,1,0
"385",3,0.08634993,30,10.1,10.1,67,0,1,0,2,3,3,1,0
"392",3,0.12241999,30,7.60000000000002,7.60000000000002,57,0,1,0,2,3,3,1,0
"399",3,0.18258755,30,5,5,47,0,1,0,2,3,3,1,0
"406",3,0.23615099,30,12.2,12.2,47,0,1,0,2,3,3,1,0
"413",3,0.3056687,29.66,9.60000000000002,9.60000000000002,37,0,1,0,2,2,2,1,1
"420",3,0.3829963,22.73,16.3,16.3,28,0,1,0,2,2,2,1,1
"427",3,0.44783748,13.9,10.7,10.7,18,0,1,0,2,2,2,1,1
"434",3,0.50584437,4.7,3,3,8,0,1,0,2,2,2,1,1
"441",3,0.53380655,4.25,4,4,8,0,1,0,2,2,2,1,2
"448",3,0.52563021,3.43,-5.10000000000002,-5.10000000000002,-2,0,1,0,2,2,2,1,2
"455",3,0.50197864,2.57,-10.4,-10.4,-8,0,1,0,2,2,2,1,2
"462",3,0.45082564,2.04,-11.9,-11.9,-10,0,1,0,1,2,2,1,2
"469",3,0.40104848,1.59,-11.5,-11.5,-10,0,1,0,1,2,2,1,2
"476",3,0.35434512,1.26,-11.2,-11.2,-10,0,1,0,4,2,2,1,2
"483",3,0.307581,0.98,-10.9,-10.9,-6,0,1,0,3,2,2,1,2
"490",3,0.26220927,4.41,-10.6,-10.6,-6,0,1,0,3,1,1,1,0
"497",3,0.22100594,4.14,-9.5,-9.5,-6,0,1,0,3,1,1,1,0
"504",3,0.184435,2.8,-8.69999999999999,-8.69999999999999,-6,0,1,0,3,1,1,1,0
"511",3,0.15098978,2.33,-8.10000000000002,-8.10000000000002,-6,0,1,0,2,1,1,1,0
"518",3,0.12055949,1.79,-7.69999999999999,-7.69999999999999,0,0,1,0,2,1,1,1,0
"525",3,0.09193809,6.07,-7.10000000000002,-7.10000000000002,0,0,0,0,4,1,1,0,0
"532",3,0.06946531,6.7,-5.60000000000002,-5.60000000000002,0,0,0,0,3,1,1,0,0
"539",3,0.05438951,4.45,-4.30000000000001,-4.30000000000001,0,0,0,0,3,1,1,0,0
"546",3,0.04447818,3.7,-3.39999999999998,-3.39999999999998,0,0,0,0,3,4,1,0,0
"553",3,0.0386718,2.85,-2.69999999999999,-2.69999999999999,0,0,0,0,3,3,1,0,0
"560",3,0.03611389,2.24,-2.10000000000002,-2.10000000000002,0,0,0,0,3,3,1,0,0
"567",3,0.03605787,1.75,-1.60000000000002,-1.60000000000002,0,0,0,0,2,3,1,0,0
"574",3,0.0379806,1.37,-1.30000000000001,-1.30000000000001,0,0,0,0,2,3,1,0,0
"581",3,0.04151085,1.08,-1,-1,0,0,0,0,2,3,1,0,0
"588",3,0.04618395,0.86,-0.800000000000011,-0.800000000000011,0,0,0,0,2,2,1,0,0
"595",4,0.03529201,2.44,-5.60000000000002,-5.60000000000002,87,0,0,0,2,2,1,0,0
"602",4,0.02030016,12.1,-4.39999999999998,-4.39999999999998,87,0,0,0,2,2,1,0,0
"609",4,-0.0232169,22.92,-10.7,-10.7,77,0,0,0,2,2,1,0,0
"616",4,-0.0496813,30.98,-4.19999999999999,-4.19999999999999,77,0,0,0,2,2,1,0,0
"623",4,-0.08666432,29.88,-6.69999999999999,-6.69999999999999,67,0,0,0,2,2,1,0,0
"630",4,-0.09047992,30,0.300000000000011,0.300000000000011,67,0,0,0,2,4,1,0,0
"637",4,-0.10897034,30,-2.59999999999999,-2.59999999999999,57,0,0,0,2,3,1,0,0
"644",4,-0.09593084,30,-5.59999999999999,-5.59999999999999,47,0,0,0,1,3,1,0,0
"651",4,-0.09297509,30,1.40000000000001,1.40000000000001,47,0,0,0,1,3,1,0,0
"658",4,-0.06422674,30,-1.59999999999999,-1.59999999999999,37,0,0,0,1,3,1,0,0
"665",4,-0.04083977,30,5.19999999999999,5.19999999999999,37,0,0,0,1,2,1,0,0
"672",4,0.00198394,27.71,2.09999999999999,2.09999999999999,27,0,0,0,1,2,1,0,0
"679",4,0.04309202,20.66,7.59999999999999,7.59999999999999,27,0,0,0,1,2,1,0,0
"686",4,0.08154889,16.5,1.59999999999999,1.59999999999999,17,0,0,0,1,2,1,0,0
"693",4,0.11313873,12.84,4.80000000000001,4.80000000000001,11,0,0,0,1,2,1,0,0
"700",4,0.1177703,4.35,-3.09999999999999,-3.09999999999999,1,0,0,0,1,4,1,0,0
"707",4,0.11489406,3.38,-8.30000000000001,-8.30000000000001,-5,0,0,0,1,3,1,0,0
"714",4,0.07930963,2.94,-9.69999999999999,-9.69999999999999,-7,0,0,0,1,3,1,0,0
"721",4,0.03837467,2.23,-9.09999999999999,-9.09999999999999,-7,0,0,0,1,3,0,0,0
"728",4,-7.294e-05,3.43,-8.59999999999999,-8.59999999999999,3,0,0,0,1,3,0,0,0
"735",4,-0.03368691,11.59,-7.30000000000001,-7.30000000000001,3,0,0,0,4,3,0,0,0
"742",4,-0.05551712,8.76,-4.90000000000001,-4.90000000000001,3,0,0,0,3,2,0,0,0
"749",4,-0.06690664,6.63,-3.30000000000001,-3.30000000000001,3,0,0,0,3,2,0,0,0
"756",4,-0.07071349,5.41,-2,-2,3,0,0,0,3,2,0,0,0
"763",4,-0.06839872,1.82,-1,-1,-6,0,0,0,3,2,0,0,0
"770",4,-0.06465565,-5.97,-1.30000000000001,-1.30000000000001,-6,0,0,0,3,2,0,0,0
"777",4,-0.06636055,-3.79,-2.40000000000001,-2.40000000000001,-6,0,0,0,2,2,0,0,0
"784",4,-0.07235516,0.25,-3,-3,4,0,0,0,2,2,0,0,0
"791",4,-0.077613,7.86,-2.30000000000001,-2.30000000000001,4,0,0,0,2,2,0,0,0
"798",4,-0.07514824,5.1,-0.800000000000011,-0.800000000000011,4,0,0,0,4,4,0,0,0
"805",4,-0.06651203,4.14,0.0999999999999943,0.0999999999999943,4,0,0,0,3,3,0,0,0
"812",4,-0.05316028,3.32,0.900000000000006,0.900000000000006,4,0,0,0,3,3,0,0,0
"819",4,-0.03588834,4.5,1.59999999999999,1.59999999999999,36,1,0,0,3,3,0,0,0
"826",4,-0.01324593,13.91,3.09999999999999,3.09999999999999,36,1,0,0,3,3,0,0,0
"833",4,0.02601307,24.65,7,7,36,1,0,0,2,3,0,0,0
"840",5,0.08692642,28.55,8.30000000000001,8.30000000000001,31,0,0,0,2,2,0,0,0
"847",5,0.16105774,19.54,13.8,13.8,31,0,0,0,2,2,0,0,0
"854",5,0.22961362,14.42,7.19999999999999,7.19999999999999,21,0,0,0,2,2,0,0,0
"861",5,0.28922435,11.89,10,10,21,0,0,0,2,2,0,0,0
"868",5,0.31186354,7.25,2.09999999999999,2.09999999999999,1,0,0,0,2,2,0,0,1
"875",5,0.32136699,-2.14,-6.09999999999999,-6.09999999999999,-8,0,0,0,2,4,0,0,1
"882",5,0.29338108,-1.67,-9.59999999999999,-9.59999999999999,-11,0,0,0,2,3,0,0,0
"889",5,0.24843457,-1.16,-9.80000000000001,-9.80000000000001,-11,0,0,0,2,3,0,0,0
"896",5,0.20213775,-0.69,-10.1,-10.1,-6,0,0,0,2,3,0,0,0
"903",5,0.15719134,4.73,-9.80000000000001,-9.80000000000001,-6,0,0,0,2,3,0,0,0
"910",5,0.11529555,3.07,-8.90000000000001,-8.90000000000001,-6,0,0,0,4,3,0,0,0
"917",5,0.0770003,2.52,-8.40000000000001,-8.40000000000001,-1,0,0,0,3,2,0,0,0
"924",5,0.04173673,5.96,-7.80000000000001,-7.80000000000001,-1,0,0,0,3,2,0,0,0
"931",5,0.01259912,6.19,-6.40000000000001,-6.40000000000001,-1,0,0,0,3,2,0,0,0
"938",5,-0.00935439,4.52,-5.30000000000001,-5.30000000000001,-1,0,0,0,3,2,0,0,0
"945",5,-0.02605954,3.74,-4.5,-4.5,-1,0,0,0,3,2,0,0,0
"952",5,-0.03849145,2.99,-3.80000000000001,-3.80000000000001,-1,0,0,0,2,2,0,0,0
"959",5,-0.04730035,2.42,-3.30000000000001,-3.30000000000001,2,0,0,0,2,2,0,0,0
"966",5,-0.05306095,5.25,-2.59999999999999,-2.59999999999999,2,0,0,0,2,2,0,0,0
"973",5,-0.05352505,3.88,-1.59999999999999,-1.59999999999999,2,0,0,0,2,4,0,4,0
"980",5,-0.04927513,3.13,-0.900000000000006,-0.900000000000006,2,0,0,0,2,3,0,3,0
"987",5,-0.04143592,2.54,-0.400000000000006,-0.400000000000006,2,0,0,0,2,3,0,3,0
"994",5,-0.03066447,2.03,0.0999999999999943,0.0999999999999943,2,0,0,0,4,3,0,3,0
"1001",5,-0.01749445,1.63,0.5,0.5,2,0,0,0,3,3,0,3,0
"1008",5,-0.00234562,1.32,0.799999999999997,0.799999999999997,2,0,0,0,3,2,0,3,0
"1015",5,0.01431049,1.06,1,1,2,0,0,0,3,2,0,2,0
"1022",5,0.03234485,0.86,1.2,1.2,2,0,0,0,4,2,0,2,0
"1029",5,0.05077325,0.7,1.40000000000001,1.40000000000001,-2,0,0,0,3,2,0,2,0
"1036",5,0.07001115,-4,1.2,1.2,-4,0,0,0,3,2,0,2,0
"1043",5,0.08517711,-4.88,0.299999999999997,0.299999999999997,-4,0,0,0,3,2,0,2,0
"1050",5,0.0948918,-3.59,-0.599999999999994,-0.599999999999994,-4,0,0,0,3,2,0,2,0
"1057",5,0.10047363,-2.98,-1.19999999999999,-1.19999999999999,-4,0,0,0,3,2,0,2,0
"1064",5,0.10264076,-2.4,-1.69999999999999,-1.69999999999999,-4,0,0,0,2,4,0,2,0
"1071",5,0.1020285,-1.95,-2.19999999999999,-2.19999999999999,-4,0,0,0,2,3,0,2,0
"1078",5,0.09919536,-1.58,-2.5,-2.5,-4,0,0,0,2,3,0,2,0
"1085",6,0.11333628,-1.62,2.19999999999999,2.19999999999999,-43,0,0,0,2,3,0,2,0
"1092",6,0.13332348,-9.99,1.40000000000001,1.40000000000001,-43,0,0,0,2,3,0,1,0
"1099",6,0.20004564,-20.69,8.59999999999999,8.59999999999999,-33,0,0,0,2,3,0,1,0
"1106",6,0.25772349,-30.36,13.2,13.2,-23,0,0,0,2,2,0,1,0
"1113",6,0.32574884,-29.98,6.69999999999999,6.69999999999999,-33,0,0,0,2,2,0,1,1
"1120",6,0.38127029,-30,10.5,10.5,-23,0,0,0,2,4,0,1,1
"1127",6,0.43376958,-29.35,4.19999999999999,4.19999999999999,-23,0,0,0,2,3,0,1,1
"1134",6,0.48115738,-23.24,6.80000000000001,6.80000000000001,-15,0,0,0,2,3,0,1,1
"1141",6,0.52654273,-18.82,6.69999999999999,6.69999999999999,-11,0,0,0,4,3,0,1,2
"1148",6,0.56579565,-15.26,3.30000000000001,3.30000000000001,-11,0,0,0,3,3,0,1,2
"1155",6,0.58709275,-12.38,0.599999999999994,0.599999999999994,-11,0,0,0,3,2,0,1,2
"1162",6,0.59393487,-10.06,-1.5,-1.5,-11,0,0,0,3,2,0,1,2
"1169",6,0.58922407,-8.23,-3.30000000000001,-3.30000000000001,-11,0,0,0,3,2,0,1,2
"1176",6,0.5749909,-6.69,-4.69999999999999,-4.69999999999999,-11,0,0,0,3,2,0,1,2
"1183",6,0.5529633,-5.45,-5.90000000000001,-5.90000000000001,-11,0,4,0,2,2,0,1,2
"1190",6,0.52461308,-4.43,-6.80000000000001,-6.80000000000001,-11,0,3,0,2,2,0,1,2
"1197",6,0.49108366,-3.61,-7.60000000000002,-7.60000000000002,-11,0,3,0,2,2,0,1,2
"1204",6,0.45337048,-2.94,-8.19999999999999,-8.19999999999999,-11,0,3,0,2,2,0,1,2
"1211",6,0.41220403,-2.39,-8.69999999999999,-8.69999999999999,-11,0,3,0,2,2,0,1,2
"1218",6,0.36821023,-1.95,-9.19999999999999,-9.19999999999999,-9,0,3,0,2,2,0,1,2
"1225",6,0.32216795,0.41,-9.39999999999998,-9.39999999999998,-9,0,2,0,2,2,0,1,2
"1232",6,0.27624806,2.32,-9.19999999999999,-9.19999999999999,-7,0,2,0,2,1,0,1,0
"1239",6,0.23363289,1.96,-8.80000000000001,-8.80000000000001,-7,0,2,0,2,1,0,1,0
"1246",6,0.19201187,1.56,-8.5,-8.5,-1,0,2,0,2,1,0,1,0
"1253",6,0.15267166,6.53,-8,-8,-1,0,2,0,2,1,0,1,0
"1260",6,0.11977321,6.19,-6.60000000000002,-6.60000000000002,-1,0,2,0,1,1,0,1,0
"1267",6,0.09415189,4.93,-5.59999999999999,-5.59999999999999,2,0,2,0,1,1,0,1,0
"1274",6,0.07496103,7.25,-4.40000000000001,-4.40000000000001,2,0,2,0,1,1,0,1,0
"1281",6,0.06372612,5.48,-3.19999999999999,-3.19999999999999,2,0,2,0,1,1,0,1,0
"1288",6,0.05897125,4.52,-2.19999999999999,-2.19999999999999,2,0,2,0,1,1,0,1,0
"1295",6,0.05948312,3.68,-1.5,-1.5,2,0,2,0,1,1,0,1,0
"1302",6,0.06409621,2.42,-0.800000000000011,-0.800000000000011,-1,0,1,0,1,1,0,1,0
"1309",6,0.07097853,-0.62,-0.699999999999989,-0.699999999999989,-1,0,1,0,1,1,0,1,0
"1316",6,0.07751848,-0.16,-0.800000000000011,-0.800000000000011,-1,0,1,0,1,1,0,1,0
"1323",6,0.08382997,-0.61,-0.800000000000011,-0.800000000000011,-3,0,1,0,1,1,0,0,0
"1330",6,0.08905565,-2.17,-1.19999999999999,-1.19999999999999,-3,0,1,0,1,1,0,0,0
"1337",6,0.09192163,-1.55,-1.5,-1.5,-3,0,1,0,1,1,0,0,0
"1344",6,0.09300315,-1.3,-1.80000000000001,-1.80000000000001,-3,0,1,0,1,1,0,0,0
"1351",6,0.09252333,-1.05,-2,-2,-3,0,1,0,1,1,0,0,0
"1358",6,0.09085674,-0.86,-2.19999999999999,-2.19999999999999,-3,0,1,0,1,1,0,0,0
"1365",6,0.08821225,-0.7,-2.30000000000001,-2.30000000000001,-3,0,4,0,1,1,0,0,0
"1372",6,0.08473458,-0.57,-2.5,-2.5,-3,0,3,0,1,1,0,0,0
"1379",6,0.08073689,-0.47,-2.59999999999999,-2.59999999999999,-3,0,3,0,1,1,0,0,0
"1386",6,0.07608733,-0.38,-2.59999999999999,-2.59999999999999,-3,0,3,0,1,1,0,0,0
"1393",6,0.07085267,-2.12,-2.80000000000001,-2.80000000000001,-5,0,3,0,1,1,0,0,0
"1400",6,0.06367743,-1.94,-3.19999999999999,-3.19999999999999,-5,0,2,0,1,1,0,0,0
"1407",6,0.05419424,-1.56,-3.5,-3.5,-5,0,2,0,1,1,0,0,0
"1414",6,0.04294968,-1.27,-3.80000000000001,-3.80000000000001,-5,0,2,0,1,1,0,0,0
"1421",6,0.0302086,-1.03,-4,-4,-5,0,2,0,1,1,0,0,0
"1428",6,0.01646818,2.4,-4.09999999999999,-4.09999999999999,-1,0,2,0,1,1,0,0,0
"1435",6,0.00477162,2.74,-3.5,-3.5,-1,0,2,0,1,1,0,0,0
"1442",6,-0.00365929,2.16,-3,-3,-1,0,2,0,1,1,0,0,0
"1449",6,-0.00956608,1.76,-2.59999999999999,-2.59999999999999,-1,0,2,0,1,1,0,0,0
"1456",6,-0.01337035,1.5,-2.30000000000001,-2.30000000000001,1,0,2,0,1,1,0,0,0
"1463",6,-0.01493458,3.19,-1.80000000000001,-1.80000000000001,1,0,2,0,1,1,0,0,0
"1470",6,-0.0130355,2.42,-1.30000000000001,-1.30000000000001,1,0,2,0,1,0,0,0,0
"1477",6,-0.00830089,1.98,-0.900000000000006,-0.900000000000006,1,0,2,0,1,0,0,0,0
"1484",6,-0.0012632,1.61,-0.5,-0.5,1,0,4,0,1,0,0,0,0
"1491",6,0.00767166,1.31,-0.199999999999989,-0.199999999999989,1,0,3,0,0,0,0,0,0
"1498",6,0.01805356,1.06,0,0,1,0,3,0,0,0,0,0,0
"1505",6,0.02972319,0.86,0.199999999999989,0.199999999999989,1,0,3,0,0,0,0,0,0
"1512",6,0.04231775,0.7,0.400000000000006,0.400000000000006,1,0,3,0,0,0,0,0,0
"1519",6,0.0557085,0.56,0.5,0.5,1,0,3,0,0,0,0,0,0
"1526",6,0.06972614,0.48,0.599999999999994,0.599999999999994,1,0,2,0,0,0,0,0,0
"1533",6,0.08395058,0.39,0.599999999999994,0.599999999999994,1,0,2,0,0,0,0,0,0
"1540",6,0.09905441,0.31,0.699999999999989,0.699999999999989,1,0,2,0,0,0,0,0,0
"1547",6,0.11462221,-0.71,0.699999999999989,0.699999999999989,-4,0,2,0,0,0,0,0,0
"1554",6,0.12860044,-4.64,0.0999999999999943,0.0999999999999943,-4,0,2,0,0,0,0,0,0
"1561",6,0.13773355,-3.49,-0.699999999999989,-0.699999999999989,-4,0,2,0,0,0,0,0,0
"1568",6,0.14273052,-2.87,-1.30000000000001,-1.30000000000001,-4,0,2,0,0,0,0,0,0
"1575",6,0.14447487,-2.36,-1.80000000000001,-1.80000000000001,-4,0,2,0,0,0,0,0,0
"1582",6,0.14352494,-1.94,-2.19999999999999,-2.19999999999999,-4,0,2,0,0,0,0,0,0
"1589",6,0.14031853,-1.59,-2.5,-2.5,-4,0,2,0,0,0,0,0,0
"1596",6,0.13526191,-1.3,-2.80000000000001,-2.80000000000001,-4,0,2,0,0,0,0,0,0
"1603",6,0.1288379,-1.08,-3,-3,-4,0,1,0,0,0,0,0,0
"1610",6,0.1208907,-0.89,-3.19999999999999,-3.19999999999999,-4,0,1,0,0,0,0,0,0
"1617",6,0.11189655,-0.73,-3.30000000000001,-3.30000000000001,-4,0,1,0,0,0,0,0,0
"1624",6,0.10202189,-0.6,-3.40000000000001,-3.40000000000001,-4,0,1,0,0,0,0,0,0
"1631",6,0.09132626,-0.5,-3.5,-3.5,-4,0,1,0,0,0,0,0,0
"1638",6,0.08003431,-0.41,-3.59999999999999,-3.59999999999999,-4,0,1,0,0,0,0,0,0
"1645",6,0.06815065,-0.34,-3.69999999999999,-3.69999999999999,-4,0,1,0,0,0,0,0,0
"1652",6,0.05578448,-0.28,-3.69999999999999,-3.69999999999999,-4,0,1,0,0,0,0,0,0
"1659",6,0.04306294,-0.23,-3.80000000000001,-3.80000000000001,-4,0,1,0,0,0,0,0,0
"1666",6,0.02998837,-0.2,-3.80000000000001,-3.80000000000001,-4,0,1,0,0,0,0,0,0
"1673",6,0.01660182,-0.16,-3.80000000000001,-3.80000000000001,-4,0,1,0,0,0,0,0,0
"1680",6,0.00328374,-0.13,-3.90000000000001,-3.90000000000001,-2,0,1,0,0,0,0,0,0
"1687",6,-0.01007297,2.05,-3.69999999999999,-3.69999999999999,-2,0,1,0,0,0,0,0,0
"1694",6,-0.0214163,1.44,-3.40000000000001,-3.40000000000001,-2,0,1,0,0,0,0,0,0
"1701",6,-0.03110073,1.23,-3.19999999999999,-3.19999999999999,-2,0,1,0,0,0,0,0,0
"1708",6,-0.03941749,1.02,-3,-3,-2,0,1,0,0,0,0,0,0
"1715",6,-0.04650721,0.86,-2.80000000000001,-2.80000000000001,-2,0,1,0,0,0,0,0,0
"1722",6,-0.05267507,0.71,-2.69999999999999,-2.69999999999999,-2,0,1,0,0,0,0,0,0
"1729",6,-0.05799853,0.6,-2.59999999999999,-2.59999999999999,-2,0,1,0,0,0,0,0,0
"1736",6,-0.06268894,0.5,-2.5,-2.5,-2,0,1,0,0,0,0,0,0
"1743",6,-0.06665986,1.59,-2.40000000000001,-2.40000000000001,2,0,1,0,0,0,0,0,0
"1750",6,-0.06833459,4.49,-1.80000000000001,-1.80000000000001,2,0,1,0,0,0,0,0,0
"1757",6,-0.06515877,3.28,-1.19999999999999,-1.19999999999999,2,0,4,0,0,0,0,0,0
"1764",6,-0.05800622,2.82,-0.699999999999989,-0.699999999999989,2,0,3,0,0,0,0,0,0
"1771",6,-0.04752815,2.36,-0.199999999999989,-0.199999999999989,2,0,3,0,0,0,0,0,0
"1778",6,-0.03420393,1.98,0.0999999999999943,0.0999999999999943,2,0,3,0,0,0,0,0,0
"1785",6,-0.01855517,1.66,0.400000000000006,0.400000000000006,2,0,3,0,0,0,0,0,0
"1792",6,-0.00090686,1.4,0.699999999999989,0.699999999999989,2,0,3,0,0,0,0,0,0
"1799",6,0.01852628,1.18,0.900000000000006,0.900000000000006,2,0,3,0,0,0,0,0,0
"1806",6,0.03931862,0.99,1.09999999999999,1.09999999999999,2,0,2,0,0,0,0,0,0
"1813",6,0.06104352,-1.12,1.19999999999999,1.19999999999999,-2,0,2,0,0,0,0,0,0
"1820",6,0.08172965,-3.38,0.800000000000011,0.800000000000011,-2,0,2,0,0,0,0,0,0
"1827",6,0.09878363,-2.37,0.300000000000011,0.300000000000011,-2,0,2,0,0,0,0,0,0
"1834",6,0.1130236,-2.09,0,0,-2,0,2,0,0,0,0,0,0
"1841",6,0.12494966,-1.74,-0.300000000000011,-0.300000000000011,-2,0,2,0,0,0,0,0,0
"1848",6,0.13480386,-1.47,-0.599999999999994,-0.599999999999994,-2,0,2,0,0,0,0,0,0
"1855",6,0.14280885,-1.25,-0.800000000000011,-0.800000000000011,-2,0,2,0,0,0,0,0,0
"1862",6,0.14960145,-1.48,-1,-1,-2,0,2,0,0,0,0,0,0
"1869",6,0.15460575,-1.95,-1.30000000000001,-1.30000000000001,-2,0,2,0,0,0,0,0,0
"1876",6,0.1574621,-1.5,-1.5,-1.5,-2,0,2,0,0,0,0,0,0
"1883",6,0.15849199,-1.3,-1.80000000000001,-1.80000000000001,-2,0,1,0,0,0,0,0,0
