"","PBNleg","PBNdeviation","bank","angleBrM","angdifHCl","angdifSCl","discrSettingNextHdg","dscrTimeWPTCheckCurrLeg","dscrTimeWPTCheckNxtLeg","dscrTimeNavlogCheck","dscrTimeMapCheck","dscrTimeTrackCheck","dscrTimeMapClick","dscrPBNdeviationIntegrCorr"
"308",2,0.18189726,-0.74,-1.3,-1.3,-2,0,0,1,3,2,0,0,0
"315",2,0.18363612,-0.58,-1.5,-1.5,-2,0,0,1,2,2,0,0,0
"322",2,0.18469204,-0.43,-1.6,-1.6,-2,0,0,1,2,2,0,0,0
"329",2,0.18529236,-0.33,-1.7,-1.7,-2,0,0,1,4,2,0,0,0
"336",2,0.18552806,-0.25,-1.8,-1.8,102,1,0,1,3,2,0,0,0
"343",2,0.18562684,3.22,-1.7,-1.7,102,1,0,1,3,2,0,0,0
"350",3,0.17285931,13.46,-5.1,-5.1,97,0,0,1,3,2,0,0,0
"357",3,0.16907089,24.39,-0.600000000000023,-0.600000000000023,97,0,0,1,3,3,4,0,0
"364",3,0.15001591,30.93,-3.10000000000002,-3.10000000000002,87,0,0,1,3,3,3,0,0
"371",3,0.15855645,29.84,-4.89999999999998,-4.89999999999998,77,0,0,1,2,3,3,0,0
"378",3,0.16429455,30.01,2.60000000000002,2.60000000000002,77,0,0,1,2,3,3,0,0
"385",3,0.18934282,30,0.300000000000011,0.300000000000011,67,0,0,1,2,3,3,0,0
"392",3,0.22093207,30,8.10000000000002,8.10000000000002,67,0,0,1,2,2,2,0,0
"399",3,0.26018581,30,5.89999999999998,5.89999999999998,57,0,0,1,2,2,2,0,0
"406",3,0.31797951,30,13.6,13.6,57,0,0,1,2,2,2,0,1
"413",3,0.36768128,30,11.1,11.1,47,0,0,0,2,2,2,0,1
"420",3,0.43958041,29.89,8.80000000000001,8.80000000000001,37,0,0,0,2,2,2,0,1
"427",3,0.51064135,22.91,15.7,15.7,27,0,0,0,2,2,2,0,1
"434",3,0.57873807,12.23,10.2,10.2,17,0,0,0,2,2,2,0,2
"441",3,0.63635523,4.43,2.10000000000002,2.10000000000002,7,0,0,0,2,2,2,0,2
"448",3,0.65897758,4.28,3.10000000000002,3.10000000000002,7,0,0,0,1,2,2,0,2
"455",3,0.65212415,3.22,-6,-6,-3,0,0,0,1,2,2,0,2
"462",3,0.62776718,2.48,-11.3,-11.3,1,0,0,0,1,2,2,0,2
"469",3,0.57500783,8.92,-12.4,-12.4,-1,0,0,0,1,1,2,0,2
"476",3,0.530497,11.36,-9.89999999999998,-9.89999999999998,-1,0,0,0,1,1,1,0,2
"483",3,0.4988579,6.9,-7.69999999999999,-7.69999999999999,-1,0,0,0,1,1,1,0,2
"490",3,0.47439342,5.7,-6.19999999999999,-6.19999999999999,-1,0,0,0,1,1,1,0,2
"497",3,0.45623808,4.36,-5,-5,-1,0,0,0,1,1,1,0,2
"504",3,0.44312803,3.37,-4.10000000000002,-4.10000000000002,-1,0,0,0,1,1,1,0,2
"511",3,0.43405057,2.63,-3.39999999999998,-3.39999999999998,-1,0,0,0,1,1,1,0,2
"518",3,0.42762764,2.04,-2.89999999999998,-2.89999999999998,-1,0,0,0,1,1,1,0,2
"525",3,0.42352317,1.58,-2.5,-2.5,-1,0,0,0,1,1,1,0,2
"532",3,0.42120685,1.24,-2.10000000000002,-2.10000000000002,-1,0,0,0,1,1,1,0,2
"539",3,0.4202832,0.96,-1.89999999999998,-1.89999999999998,-1,0,0,0,1,1,1,0,2
"546",3,0.42037781,0.21,-1.69999999999999,-1.69999999999999,-3,0,0,0,1,1,1,0,2
"553",3,0.42037196,-1.57,-1.89999999999998,-1.89999999999998,-5,0,0,0,1,1,1,0,2
"560",3,0.4186423,-2.92,-2.30000000000001,-2.30000000000001,-5,0,0,0,4,1,1,0,2
"567",3,0.41392279,-2.3,-2.89999999999998,-2.89999999999998,-5,0,0,0,3,1,1,0,2
"574",3,0.4067425,-1.72,-3.39999999999998,-3.39999999999998,-5,0,4,0,3,1,1,0,3
"581",3,0.39733335,-1.37,-3.69999999999999,-3.69999999999999,-5,0,3,0,3,4,1,0,3
"588",3,0.38639565,-1.04,-4,-4,-5,0,3,0,4,3,1,0,3
"595",3,0.37410098,-0.81,-4.19999999999999,-4.19999999999999,-5,0,3,0,3,3,1,0,3
"602",4,0.35852108,-0.14,-9.39999999999998,-9.39999999999998,87,0,3,0,3,3,1,0,3
"609",4,0.32272048,8.76,-8.80000000000001,-8.80000000000001,87,0,3,0,3,3,1,0,3
"616",4,0.28074624,19.6,-15.8,-15.8,77,0,2,0,3,3,1,0,0
"623",4,0.22713682,29.71,-9.90000000000001,-9.90000000000001,77,0,2,0,3,2,1,0,0
"630",4,0.18197384,30.16,-12.1,-12.1,67,0,2,0,2,2,1,0,0
"637",4,0.15158717,29.95,-4.80000000000001,-4.80000000000001,67,0,2,0,4,2,1,0,0
"644",4,0.12298324,30.01,-7.69999999999999,-7.69999999999999,57,0,2,0,3,4,1,0,0
"651",4,0.1151103,30,-0.400000000000006,-0.400000000000006,57,0,2,0,3,3,1,0,0
"658",4,0.10102477,30,-3.09999999999999,-3.09999999999999,47,0,2,0,3,3,1,0,0
"665",4,0.11551405,30,-5.80000000000001,-5.80000000000001,37,0,2,0,3,3,1,0,0
"672",4,0.11638003,30,1.19999999999999,1.19999999999999,37,0,2,0,3,3,1,0,0
"679",4,0.1447603,29.94,-1.59999999999999,-1.59999999999999,27,0,3,0,2,3,1,0,0
"686",4,0.1673777,24.07,5,5,27,0,3,0,2,2,1,0,0
"693",4,0.19919713,18.39,-0.199999999999989,-0.199999999999989,17,0,3,0,2,2,1,0,0
"700",4,0.22140807,14.57,3.5,3.5,17,0,3,0,2,2,1,0,0
"707",4,0.22613072,11.41,-3.59999999999999,-3.59999999999999,7,0,3,0,2,2,0,0,0
"714",4,0.22562834,9.03,-1.40000000000001,-1.40000000000001,7,0,2,0,2,2,0,0,0
"721",4,0.20430597,7.1,-7.59999999999999,-7.59999999999999,-1,0,2,0,2,2,0,0,0
"728",4,0.17802258,3.4,-6.30000000000001,-6.30000000000001,-5,0,2,0,2,2,0,0,0
"735",4,0.15580128,0.46,-5.90000000000001,-5.90000000000001,-5,0,2,0,2,2,0,0,0
"742",4,0.13431386,1.73,-5.69999999999999,-5.69999999999999,-4,0,2,0,2,2,0,0,0
"749",4,0.11513165,3.33,-5.30000000000001,-5.30000000000001,-1,0,2,0,2,2,0,0,0
"756",4,0.09903534,4.01,-4.40000000000001,-4.40000000000001,-1,0,2,0,4,2,0,0,0
"763",4,0.08737187,2.81,-3.69999999999999,-3.69999999999999,-1,0,2,0,3,4,0,0,0
"770",4,0.07903842,2.29,-3.09999999999999,-3.09999999999999,-1,0,2,0,3,3,0,0,0
"777",4,0.07330633,1.79,-2.69999999999999,-2.69999999999999,-1,0,2,0,3,3,0,0,0
"784",4,0.06970388,1.43,-2.30000000000001,-2.30000000000001,-1,0,2,0,3,3,0,0,0
"791",4,0.06758149,1.12,-2,-2,-1,0,1,0,3,3,0,0,0
"798",4,0.06680526,0.89,-1.80000000000001,-1.80000000000001,-1,0,1,0,3,2,0,0,0
"805",4,0.06700871,0.7,-1.59999999999999,-1.59999999999999,-1,0,1,0,3,2,0,0,0
"812",4,0.06807952,0.56,-1.5,-1.5,-1,0,1,0,3,2,0,0,0
"819",4,0.06978869,0.43,-1.40000000000001,-1.40000000000001,-1,0,1,0,2,4,4,0,0
"826",4,0.07189338,0.34,-1.30000000000001,-1.30000000000001,-1,0,1,0,2,3,3,0,0
"833",4,0.07452095,0.27,-1.19999999999999,-1.19999999999999,-1,0,1,0,2,3,3,0,0
"840",4,0.07736519,0.22,-1.19999999999999,-1.19999999999999,-1,0,1,0,2,3,3,0,0
"847",4,0.08062642,1.89,-1.09999999999999,-1.09999999999999,36,1,1,0,2,3,3,0,0
"854",5,0.06890304,11.79,-5,-5,31,0,1,0,2,2,3,0,0
"861",5,0.06108111,22.64,-1.40000000000001,-1.40000000000001,31,0,1,0,2,2,2,0,0
"868",5,0.03204383,30.53,-5,-5,21,0,1,0,2,2,2,0,0
"875",5,0.02706498,23.82,-8.5,-8.5,11,0,1,0,2,2,2,0,0
"882",5,0.00385811,16.03,-4.40000000000001,-4.40000000000001,11,0,1,0,2,2,2,0,0
"889",5,-0.01525391,13.26,-10.3,-10.3,2,0,1,0,2,2,2,0,0
"896",5,-0.05200918,10.45,-10.8,-10.8,-1,0,1,0,1,2,2,0,0
"903",5,-0.09423143,8.32,-8.80000000000001,-8.80000000000001,-1,0,1,0,1,2,2,0,0
"910",5,-0.12697275,6.62,-7.19999999999999,-7.19999999999999,-1,0,1,0,1,2,2,0,0
"917",5,-0.1514412,5.31,-6,-6,-1,0,1,0,1,2,2,0,0
"924",5,-0.1705696,4.23,-4.90000000000001,-4.90000000000001,-1,0,1,0,1,2,2,0,0
"931",5,-0.18487849,3.37,-4.09999999999999,-4.09999999999999,-1,0,1,0,1,2,2,0,0
"938",5,-0.19525818,2.67,-3.5,-3.5,-1,0,1,0,1,1,1,0,0
"945",5,-0.20253915,2.14,-3,-3,-1,0,1,0,1,1,1,0,0
"952",5,-0.20737791,1.71,-2.59999999999999,-2.59999999999999,-1,0,1,0,1,1,1,0,0
"959",5,-0.21011943,1.69,-2.30000000000001,-2.30000000000001,1,0,1,0,1,1,1,0,0
"966",5,-0.21057296,3.23,-1.69999999999999,-1.69999999999999,1,0,1,0,1,1,1,0,0
"973",5,-0.20757625,2.26,-1.19999999999999,-1.19999999999999,1,0,1,0,1,1,1,0,0
"980",5,-0.2017261,3.73,-0.599999999999994,-0.599999999999994,3,0,1,0,4,1,1,0,0
"987",5,-0.19193903,3.17,0.0999999999999943,0.0999999999999943,3,0,1,0,3,1,1,0,0
"994",5,-0.1788673,2.47,0.700000000000003,0.700000000000003,3,0,1,0,3,1,1,0,0
"1001",5,-0.16248444,1.99,1.09999999999999,1.09999999999999,3,0,1,0,3,1,1,0,0
"1008",5,-0.14366064,1.48,1.5,1.5,-1,0,1,0,3,1,1,0,0
"1015",5,-0.1240786,-3.1,1.40000000000001,1.40000000000001,-1,0,1,0,4,1,1,0,0
"1022",5,-0.10763677,-1.94,0.900000000000006,0.900000000000006,-1,0,1,0,3,1,1,0,0
"1029",5,-0.0929898,-1.61,0.5,0.5,-1,0,0,0,3,1,1,0,0
"1036",5,-0.08010529,-1.29,0.200000000000003,0.200000000000003,-1,0,0,0,3,1,1,0,0
"1043",5,-0.06871249,-1.04,0,0,-1,0,0,0,3,1,1,0,0
"1050",5,-0.05844491,-0.84,-0.200000000000003,-0.200000000000003,-1,0,0,0,3,1,1,0,0
"1057",5,-0.04937432,-0.69,-0.400000000000006,-0.400000000000006,-1,0,0,0,2,1,1,0,0
"1064",5,-0.04081433,-0.55,-0.5,-0.5,-1,0,0,0,2,1,1,0,0
"1071",5,-0.03283801,-0.44,-0.599999999999994,-0.599999999999994,-1,0,0,0,2,1,1,0,0
"1078",5,-0.02534213,-0.36,-0.700000000000003,-0.700000000000003,-1,0,4,0,2,1,1,0,0
"1085",5,-0.01822055,-0.29,-0.700000000000003,-0.700000000000003,-1,0,3,0,2,1,1,0,0
"1092",5,-0.01140943,-0.23,-0.799999999999997,-0.799999999999997,-1,0,3,0,2,1,1,0,0
"1099",5,-0.00499844,-0.2,-0.799999999999997,-0.799999999999997,-48,1,3,0,4,1,1,0,0
"1106",6,0.01999997,-7.67,3.69999999999999,3.69999999999999,-43,0,3,0,3,1,1,0,0
"1113",6,0.04540652,-18.37,11.3,11.3,-33,0,2,0,3,1,1,0,0
"1120",6,0.10620842,-29,6.19999999999999,6.19999999999999,-33,0,2,0,3,1,1,0,0
"1127",6,0.14821688,-30.19,9.69999999999999,9.69999999999999,-23,0,2,0,3,1,1,0,0
"1134",6,0.19501142,-28.6,3.30000000000001,3.30000000000001,-23,0,2,0,2,1,1,0,0
"1141",6,0.2367734,-22.34,8,8,-33,0,2,0,2,1,1,0,0
"1148",6,0.2792579,-22.88,3.59999999999999,3.59999999999999,-33,0,2,0,2,1,1,0,0
"1155",6,0.32947558,-30.68,5.69999999999999,5.69999999999999,-25,0,2,0,4,1,1,0,1
"1162",6,0.36443726,-26.64,3.59999999999999,3.59999999999999,-21,0,2,0,3,1,1,0,1
"1169",6,0.38048257,-21.03,-1.19999999999999,-1.19999999999999,-21,0,2,0,3,0,0,0,1
"1176",6,0.37071393,-16.97,-5.09999999999999,-5.09999999999999,-21,0,2,0,3,0,0,0,1
"1183",6,0.34061321,-12.18,-8.10000000000002,-8.10000000000002,-18,0,2,0,3,0,0,0,2
"1190",6,0.29739426,-8.19,-10,-10,-14,0,1,0,3,0,0,0,0
"1197",6,0.24437782,-2.62,-11.2,-11.2,-14,0,1,0,2,0,0,0,0
"1204",6,0.18745431,-2.54,-11.7,-11.7,-14,0,1,0,2,0,0,0,0
"1211",6,0.12787913,2.29,-11.9,-11.9,-8,0,1,0,2,0,0,0,0
"1218",6,0.07030455,7.86,-11.1,-11.1,-1,0,1,0,2,0,0,0,0
"1225",6,0.02277227,9.29,-9.30000000000001,-9.30000000000001,-1,0,1,0,2,0,0,0,0
"1232",6,-0.01582586,7.06,-7.69999999999999,-7.69999999999999,-1,0,1,0,2,0,0,0,0
"1239",6,-0.04631648,5.76,-6.39999999999998,-6.39999999999998,-1,0,1,0,2,0,0,0,0
"1246",6,-0.06984275,4.66,-5.40000000000001,-5.40000000000001,-1,0,1,0,2,0,0,0,0
"1253",6,-0.08760581,3.79,-4.5,-4.5,-1,0,4,0,2,0,0,0,0
"1260",6,-0.1013944,3.07,-3.90000000000001,-3.90000000000001,-1,0,3,0,2,0,0,0,0
"1267",6,-0.1115783,2.48,-3.30000000000001,-3.30000000000001,-1,0,3,0,2,0,0,0,0
"1274",6,-0.11872607,2.02,-2.90000000000001,-2.90000000000001,-1,0,3,0,1,0,0,0,0
"1281",6,-0.12375846,1.64,-2.5,-2.5,-1,0,3,0,1,0,0,0,0
"1288",6,-0.1268659,1.32,-2.19999999999999,-2.19999999999999,-1,0,3,0,1,0,0,0,0
"1295",6,-0.12835165,2.91,-1.90000000000001,-1.90000000000001,2,0,2,0,1,0,0,0,0
"1302",6,-0.1266757,3.6,-1.19999999999999,-1.19999999999999,2,0,2,0,1,0,0,0,0
"1309",6,-0.12101079,2.78,-0.599999999999994,-0.599999999999994,2,0,2,0,1,0,0,0,0
"1316",6,-0.11202866,2.27,-0.0999999999999943,-0.0999999999999943,2,0,2,0,1,0,0,0,0
"1323",6,-0.10031945,1.84,0.300000000000011,0.300000000000011,2,0,2,0,1,0,0,0,0
"1330",6,-0.08651143,1.49,0.599999999999994,0.599999999999994,2,0,2,0,1,0,0,0,0
"1337",6,-0.0709852,0.45,0.800000000000011,0.800000000000011,-1,0,2,0,1,0,0,0,0
"1344",6,-0.0553862,-1.96,0.599999999999994,0.599999999999994,-1,0,2,0,1,0,0,0,0
"1351",6,-0.04222388,-1.36,0.300000000000011,0.300000000000011,-1,0,2,0,1,0,0,0,0
"1358",6,-0.03023606,-1.12,0.0999999999999943,0.0999999999999943,-1,0,2,0,1,0,0,0,0
"1365",6,-0.01961723,-0.91,-0.0999999999999943,-0.0999999999999943,-1,0,2,0,1,0,0,0,0
"1372",6,-0.01002016,-0.73,-0.300000000000011,-0.300000000000011,-1,0,1,0,1,4,0,0,0
"1379",6,-0.00131622,-0.59,-0.400000000000006,-0.400000000000006,-1,0,1,0,1,3,0,0,0
"1386",6,0.0065445,-0.48,-0.5,-0.5,-1,0,1,0,1,3,4,0,0
"1393",6,0.01403638,-0.39,-0.599999999999994,-0.599999999999994,-1,0,1,0,1,3,3,0,0
"1400",6,0.0208279,-0.32,-0.699999999999989,-0.699999999999989,-1,0,1,0,4,3,3,0,0
"1407",6,0.02745561,-0.26,-0.800000000000011,-0.800000000000011,-1,0,1,0,3,3,3,0,0
"1414",6,0.03374842,-0.21,-0.800000000000011,-0.800000000000011,-1,0,3,0,3,2,3,0,0
"1421",6,0.0398222,-0.17,-0.800000000000011,-0.800000000000011,-1,0,4,0,3,2,2,0,0
"1428",6,0.04549679,-0.14,-0.900000000000006,-0.900000000000006,-1,0,3,0,3,2,2,0,0
"1435",6,0.05116127,-0.11,-0.900000000000006,-0.900000000000006,-1,0,3,0,3,2,2,0,0
"1442",6,0.05669356,-0.09,-0.900000000000006,-0.900000000000006,-1,0,3,0,4,2,2,0,0
"1449",6,0.06209359,-0.07,-0.900000000000006,-0.900000000000006,-1,0,3,0,3,2,2,0,0
"1456",6,0.06741523,-0.06,-0.900000000000006,-0.900000000000006,-1,0,3,0,3,2,2,0,0
"1463",6,0.07253527,-0.05,-0.900000000000006,-0.900000000000006,-1,0,2,0,3,2,2,0,0
"1470",6,0.07772458,-0.04,-1,-1,-1,0,2,0,3,2,2,0,0
"1477",6,0.08285598,-0.04,-1,-1,-1,0,2,0,2,2,2,0,0
"1484",6,0.08790045,-0.03,-1,-1,-1,0,2,0,2,2,2,0,0
"1491",6,0.09295755,-0.02,-1,-1,-1,0,2,0,2,1,2,0,0
"1498",6,0.09781401,-0.02,-1,-1,-1,0,2,0,2,1,1,0,0
"1505",6,0.10284674,-0.4,-1,-1,-3,0,2,0,2,1,1,0,0
"1512",6,0.10707014,-1.9,-1.30000000000001,-1.30000000000001,-3,0,2,0,2,1,1,0,0
"1519",6,0.10918017,-1.46,-1.59999999999999,-1.59999999999999,-3,0,2,0,2,1,1,0,0
"1526",6,0.10965931,-1.18,-1.90000000000001,-1.90000000000001,-3,0,2,0,2,1,1,0,0
"1533",6,0.10878349,-0.96,-2.09999999999999,-2.09999999999999,-3,0,2,0,2,1,1,0,0
"1540",6,0.10680009,-0.78,-2.30000000000001,-2.30000000000001,-3,0,1,0,2,1,1,0,0
"1547",6,0.10386565,-0.63,-2.40000000000001,-2.40000000000001,-3,0,1,0,2,1,1,0,0
"1554",6,0.10025765,-0.52,-2.5,-2.5,-3,0,1,0,1,1,1,0,0
"1561",6,0.09598382,-0.42,-2.59999999999999,-2.59999999999999,-3,0,1,0,1,1,1,0,0
"1568",6,0.09117084,-0.34,-2.69999999999999,-2.69999999999999,-3,0,1,0,1,1,1,0,0
"1575",6,0.08592335,-0.29,-2.69999999999999,-2.69999999999999,-3,0,1,0,1,1,1,0,0
"1582",6,0.0804051,-0.24,-2.80000000000001,-2.80000000000001,-3,0,1,0,1,1,1,0,0
"1589",6,0.07448944,-0.19,-2.80000000000001,-2.80000000000001,-3,0,1,0,1,1,1,0,0
"1596",6,0.06831798,-0.16,-2.80000000000001,-2.80000000000001,-3,0,1,0,1,1,1,0,0
"1603",6,0.06186874,-0.13,-2.90000000000001,-2.90000000000001,-3,0,1,0,1,1,1,0,0
"1610",6,0.05529688,-0.11,-2.90000000000001,-2.90000000000001,-3,0,1,0,1,1,1,0,0
"1617",6,0.04862712,-0.09,-2.90000000000001,-2.90000000000001,-3,0,1,0,1,1,1,0,0
"1624",6,0.04169288,-0.07,-2.90000000000001,-2.90000000000001,-3,0,1,0,1,1,1,0,0
"1631",6,0.03468194,-0.06,-2.90000000000001,-2.90000000000001,-3,0,1,0,1,1,1,0,0
"1638",6,0.02751374,-0.05,-2.90000000000001,-2.90000000000001,-3,0,1,0,1,1,1,0,0
"1645",6,0.02045544,-0.05,-3,-3,-3,0,1,0,1,1,1,0,0
"1652",6,0.01312006,-0.04,-3,-3,-3,0,1,0,1,1,1,0,0
"1659",6,0.00566561,-0.03,-3,-3,-3,0,1,0,1,1,1,0,0
"1666",6,-0.00190388,-0.02,-3,-3,-3,0,1,0,1,1,1,0,0
"1673",6,-0.00946508,-0.02,-3,-3,-3,0,1,0,1,1,1,0,0
"1680",6,-0.01712489,-0.02,-3,-3,-3,0,1,0,1,1,1,0,0
"1687",6,-0.02470127,-0.02,-3,-3,-3,0,1,0,1,1,1,0,0
"1694",6,-0.0324837,-0.01,-3,-3,-3,0,4,0,1,1,1,0,0
"1701",6,-0.04011094,-0.02,-3,-3,-3,0,3,0,1,1,1,0,0
"1708",6,-0.0479924,-0.02,-3,-3,-3,0,3,0,1,1,1,0,0
"1715",6,-0.05591912,-0.01,-3,-3,-3,0,3,0,1,1,1,0,0
"1722",6,-0.06372361,0,-3,-3,-3,0,3,0,1,0,1,0,0
"1729",6,-0.07170867,0,-3,-3,-3,0,3,0,1,0,1,0,0
"1736",6,-0.07975919,0,-3,-3,-3,0,2,0,1,0,0,0,0
"1743",6,-0.0878903,0,-3,-3,-3,0,2,0,1,0,0,0,0
"1750",6,-0.09590645,0,-3,-3,-3,0,2,0,1,0,0,0,0
"1757",6,-0.10405568,0,-3,-3,-3,0,2,0,1,0,0,0,0
"1764",6,-0.11224911,-0.01,-3,-3,-3,0,2,0,1,0,0,0,0
"1771",6,-0.12038963,-0.01,-3,-3,-3,0,2,0,1,0,0,0,0
"1778",6,-0.12866647,0,-3,-3,-3,0,2,0,1,0,0,0,0
"1785",6,-0.1369873,0,-3,-3,-3,0,2,0,1,0,0,0,0
"1792",6,-0.14521196,0,-3,-3,-3,0,2,0,0,0,0,0,0
"1799",6,-0.15356991,-0.01,-3,-3,-3,0,2,0,0,0,0,0,0
"1806",6,-0.1619877,-0.01,-3,-3,-3,0,2,0,0,0,0,0,0
"1813",6,-0.17044796,-0.01,-3,-3,-3,0,1,0,0,0,0,0,0
"1820",6,-0.17890973,-0.01,-3,-3,-3,0,1,0,0,0,0,0,0
"1827",6,-0.18741136,0,-3,-3,-3,0,1,0,0,0,0,0,0
"1834",6,-0.19576522,-0.01,-3,-3,-3,0,1,0,0,0,0,0,0
"1841",6,-0.20441791,0,-3,-3,-3,0,1,0,0,0,0,0,0
"1848",6,-0.21280466,-0.01,-3,-3,-3,0,1,0,0,0,0,0,0
"1855",6,-0.22147116,-0.01,-3,-3,-3,0,1,0,0,0,0,0,0
"1862",6,-0.23009456,0,-3,-3,-3,0,1,0,0,0,0,0,0
"1869",6,-0.23876116,-0.01,-3,-3,-3,0,1,0,0,0,0,0,0
"1876",6,-0.24743121,0,-3,-3,-3,0,1,0,0,0,0,0,0
"1883",6,-0.25588906,-0.01,-3,-3,-3,0,1,0,0,0,0,0,0
"1890",6,-0.26464176,0,-3,-3,-3,0,1,0,0,0,0,0,0
"1897",6,-0.27337916,0,-3,-3,-3,0,1,0,0,0,0,0,0
"1904",6,-0.28218058,0,-3,-3,-3,0,1,0,0,0,0,0,0
"1911",6,-0.29102222,0,-3,-3,-3,0,1,0,0,0,0,0,0
