ID_flight,bank,distacleg,discrdistacleg,distaclegend,brgaclegend,distaclegendsecondstas,actionhdgval,actionspdval,actionspdsel,actionfdsel,thr68y78y88y93y98,discrDistACLegAccum,discrDistACLegAvgGlobal,discrDistACLegAvg20,discrDistACLegAvg40,accumConsecDiscrDistACLeg3orMore,accumConsecDiscrDistACLeg3orMoreDisc05,accumActionHdgValChange,percentActionHdgValChangeLast20,percentActionHdgValChangeLast40,PBNleg,PBNlegCourse,PBNnxtlegCourse,PBNDistDiscr,PBNLogCheck,PBNNxtTrnPointCheck,PBNMapCheck,PBNMapClick,PBNTrackCheck,PBNWPTCheck,angleM,angleCLCrs,anglePBNleg,anglePBNnxtleg,dstNxtTP,angleBrM,dscrAngleBrM,angleDiffBrM,dscrBank,bankDiff,PBNLegChange,PBNLegEndType,PBNdeviationIntegr,PBNdeviationIntegrCorr,PBNdeviation,PBNlegLength,PBNlegPercent,phaseTxt,angleLegDiff
567,14.84,0.05617801,0,0.09558702,292.8423444,1,165,260,1,1,0,416,1,0,0,0,0,8,5,2,3,257,164,0,0,0,0,0,0,0,-98.7,-103,-103,164,0.0956941053405137,-4.30000000000001,0,0.775624153782821,1,2.8698093689966,0,1,0,0,0.05617801,10.88,99.3303078518246,3,93
568,16.36,0.05472265,0,0.0646544,314.66750217,1,165,260,1,1,0,416,1,0,0,0,0,8,5,2,3,257,164,0,0,0,1,0,0,0,-99.1,-103,-103,164,0.0647268671287886,-3.89999999999998,0,0.775624153782931,1,2.94737178437489,0,1,0,0,0.05472265,10.88,99.7251106291045,3,93
569,17.93,0.05267074,0,0.55037316,257.68848533,7,165,260,1,1,0,416,1,0,0,0,0,8,5,2,4,164,127,0,0,0,0,0,0,0,-99.6,-108,164,127,9.53020983741564,-8.39999999999998,-1,-8.72577173005723,1,3.04432480359775,1,1,0,0,0.05267074,10.95,0.128703572412658,4,37
570,19.44,0.04856672,0,0.50774343,257.68512606,6,165,260,1,1,0,416,1,0,0,0,0,8,5,2,4,164,127,0,0,0,0,0,0,0,-100.2,-108,164,127,9.51774931933731,-7.80000000000001,-1,1.16343623067423,1,2.92798118053032,0,1,0,0,0.04856672,10.95,0.516506995862481,4,37
571,20.95,0.04490254,0,0.46534794,257.73290334,6,165,260,1,1,0,416,1,0,0,0,0,8,5,2,4,164,127,0,0,0,0,0,0,0,-100.8,-108,164,127,9.50512893246979,-7.19999999999999,-1,1.16343623067434,2,2.92798118053031,0,1,0,0,0.04490254,10.95,0.902559648313064,4,37
572,22.5,0.04167513,0,0.42181021,257.86518401,5,165,260,1,1,0,416,1,0,0,0,0,8,5,2,4,164,127,0,0,0,0,0,0,0,-101.4,-108,164,127,9.49183127224281,-6.60000000000002,-1,1.16343623067423,2,3.0055435959086,0,1,0,0,0.04167513,10.95,1.29951805836651,4,37
573,24.31,0.03857689,0,0.37107312,258.16163625,4,165,260,1,1,0,416,1,0,0,0,0,8,5,2,4,164,127,0,0,0,0,0,0,0,-102.3,-108,164,127,9.47592058973024,-5.69999999999999,-1,1.74515434601151,2,3.50969929586746,0,1,0,0,0.03857689,10.95,1.76280271092797,4,37
574,25.81,0.03657979,0,0.32875872,258.5821005,4,165,260,1,1,0,416,1,0,0,0,0,8,5,2,4,164,127,0,0,0,0,0,0,0,-103.1,-108,164,127,9.46226507210398,-4.89999999999998,0,1.55124830756575,2,2.90859057668574,0,1,0,0,0.03657979,10.95,2.14988199416616,4,37
575,27.32,0.0351956,0,0.28648857,259.24990127,3,165,260,1,1,0,416,1,0,0,0,0,8,5,2,4,164,127,0,0,0,0,0,0,0,-103.9,-108,164,127,9.44818862197755,-4.10000000000002,0,1.55124830756564,2,2.92798118053032,0,1,0,0,0.0351956,10.95,2.53747033929887,4,37
576,28.64,0.0344521,0,0.24439283,260.29660044,3,165,260,1,1,0,416,1,0,0,0,0,8,5,2,4,164,127,0,0,0,0,0,0,0,-104.8,-108,164,127,9.43369466107266,-3.19999999999999,0,1.74515434601151,2,2.55955970748346,0,1,0,0,0.0344521,10.95,2.92483092838869,4,37
577,29.77,0.03442334,0,0.20047108,262.07939115,2,165,260,1,1,0,416,1,0,0,0,0,8,0,2,4,164,127,0,0,0,0,0,0,0,-105.8,-108,164,127,9.41796208792401,-2.19999999999999,0,1.93906038445716,2,2.19113823443659,0,1,0,0,0.03442334,10.95,3.33129076093864,4,37
578,30.53,0.03511882,0,0.15902083,264.95004585,2,165,260,1,1,0,416,1,0,0,0,0,8,0,2,4,164,127,0,0,0,0,0,0,0,-106.8,-108,164,127,9.40245166801748,-1.19999999999999,0,1.93906038445716,2,1.47368589218745,0,1,0,0,0.03511882,10.95,3.71894010550662,4,37
579,30.98,0.03654458,0,0.11802211,270.22849085,1,165,260,1,1,0,416,1,0,0,0,0,8,0,2,4,164,127,0,0,0,0,0,0,0,-107.9,-108,164,127,9.3862579720454,-0.0999999999999943,0,2.13296642290287,2,0.872577173005722,0,1,0,0,0.03654458,10.95,4.11094699740129,4,37
580,31.12,0.03873622,0,0.07980308,281.22879378,1,165,260,1,1,0,416,1,0,0,0,0,8,0,2,4,164,127,0,0,0,0,0,0,0,-108.9,-108,164,127,9.36965591385238,0.900000000000006,0,1.93906038445716,2,0.271468453824004,0,1,0,0,0.03873622,10.95,4.49911360076416,4,37
581,31.03,0.04185114,0,0.04920538,310.46012522,1,165,260,1,1,0,416,1,0,0,0,0,8,0,2,4,164,127,0,0,0,0,0,0,0,-110,-108,164,127,9.35186172439496,2,0,2.13296642290287,2,-0.174515434601144,0,1,0,0,0.04185114,10.95,4.9005046690225,4,37
582,30.82,0.04205742,0,0.53917733,246.66659886,6,165,260,1,1,0,416,1,0,0,0,0,8,0,2,4,164,127,0,0,0,0,0,0,0,-111.1,-118,164,127,9.33410582548911,-6.90000000000001,-1,-17.2576374216688,2,-0.407202680736006,0,1,0,0,0.04205742,10.95,5.33692212556919,4,37
583,30.54,0.03917172,0,0.49551751,246.72632648,6,165,260,1,1,0,416,1,0,0,0,0,8,0,2,4,164,127,0,0,0,0,0,0,0,-112.1,-118,164,127,9.31529485075679,-5.90000000000001,-1,1.93906038445716,2,-0.542936907648008,0,1,0,0,0.03917172,10.95,5.73515023297651,4,37
584,30.27,0.03707074,0,0.45289267,246.88678612,5,165,260,1,1,0,416,1,0,0,0,0,8,0,2,4,164,127,0,0,0,0,0,0,0,-113.2,-118,164,127,9.29643514755611,-4.80000000000001,0,2.13296642290287,2,-0.523546303803433,0,1,0,0,0.03707074,10.95,6.1245025930126,4,37
585,30.06,0.03577641,0,0.41007112,247.19623293,5,165,260,1,1,0,416,1,0,0,0,0,8,0,2,4,164,127,0,0,0,0,0,0,0,-114.2,-118,164,127,9.27689461862183,-3.80000000000001,0,1.93906038445716,2,-0.407202680736006,0,1,0,0,0.03577641,10.95,6.51636371630982,4,37
586,29.9,0.03524602,0,0.36749835,247.69416888,4,165,260,1,1,0,416,1,0,0,0,0,8,0,2,4,164,127,0,0,0,0,0,0,0,-115.2,-118,164,127,9.25691688211335,-2.80000000000001,0,1.93906038445716,2,-0.310249661513146,0,1,0,0,0.03524602,10.95,6.90676248250012,4,37
587,29.82,0.03545887,0,0.32413975,248.47040586,4,165,260,1,1,0,416,1,0,0,0,0,8,0,2,4,164,127,0,0,0,0,0,0,0,-116.2,-118,164,127,9.23600905433908,-1.80000000000001,0,1.93906038445716,2,-0.15512483075657,0,1,0,0,0.03545887,10.95,7.30547366576662,4,37
588,29.79,0.03643602,0,0.2803531,249.65703691,3,165,260,1,1,0,416,1,0,0,0,0,8,0,2,4,164,127,0,0,0,0,0,0,0,-117.2,-118,164,127,9.21429876383383,-0.800000000000011,0,1.93906038445716,2,-0.0581718115337171,0,1,0,0,0.03643602,10.95,7.70983125473157,4,37
589,29.81,0.0381765,0,0.23828222,251.40835352,3,165,260,1,1,0,416,1,0,0,0,0,8,0,2,4,164,127,0,0,0,0,0,0,0,-118.2,-118,164,127,9.19274879588463,0.199999999999989,0,1.93906038445716,2,0.0387812076891424,0,1,0,0,0.0381765,10.95,8.10091130457433,4,37
590,29.85,0.04067075,0,0.19594229,254.16810184,2,165,260,1,1,0,416,1,0,0,0,0,8,0,2,4,164,127,0,0,0,0,0,0,0,-119.1,-118,164,127,9.17032863646664,1.09999999999999,0,1.74515434601146,2,0.0775624153782918,0,1,0,0,0.04067075,10.95,8.49894889275962,4,37
591,29.9,0.0440785,0,0.15277208,258.95750609,2,165,260,1,1,0,416,1,0,0,0,0,8,0,2,4,164,127,0,0,0,0,0,0,0,-120.2,-118,164,127,9.14639081239477,2.19999999999999,0,2.13296642290287,2,0.0969530192228526,0,1,0,0,0.0440785,10.95,8.91411661852435,4,37
592,29.95,0.04817529,0,0.11308568,267.40174866,1,165,260,1,1,0,416,1,0,0,0,0,8,0,2,4,164,127,0,0,0,0,0,0,0,-121.2,-118,164,127,9.12265657458552,3.19999999999999,0,1.93906038445716,2,0.0969530192228595,0,1,0,0,0.04817529,10.95,9.31618009723648,4,37
593,30,0.05302526,0,0.07923301,284.19462069,1,165,260,1,1,0,416,1,0,0,0,0,8,0,2,4,164,127,0,0,0,0,0,0,0,-122.2,-118,164,127,9.09864036354529,4.19999999999999,0,1.93906038445716,2,0.0969530192228595,0,1,0,0,0.05302526,10.95,9.71344086416704,4,37
594,30.02,0.05842646,0,0.06070714,316.4312902,1,165,260,1,1,0,416,1,0,0,0,0,8,0,2,4,164,127,0,0,0,0,0,0,0,-123.1,-118,164,127,9.0747463393757,5.09999999999999,1,1.74515434601146,2,0.0387812076891424,0,1,0,0,0.05842646,10.95,10.1011555915622,4,37
595,30.04,0.0591118,0,0.52683637,238.63135923,6,165,260,1,1,0,416,1,0,0,0,0,8,0,2,4,164,127,0,0,0,1,0,0,0,-124.2,-128,164,127,9.04939146385244,-3.80000000000001,0,-17.2576374216688,2,0.0387812076891424,0,1,0,0,0.0591118,10.95,10.5799868288863,4,37
596,30.04,0.05857762,0,0.48436205,239.13485679,6,165,260,1,1,0,416,1,0,0,0,0,8,0,2,4,164,127,0,0,0,0,0,0,0,-125.1,-128,164,127,9.02455258225126,-2.90000000000001,0,1.74515434601146,2,0,0,1,0,0,0.05857762,10.95,10.9703819512219,4,37
597,30.04,0.05879899,0,0.44173589,239.83743146,5,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-126.1,-128,164,127,8.99906001104097,-1.90000000000001,0,1.93906038445716,2,0,0,1,0,0,0.05879899,10.95,11.3635331241195,4,37
598,30.03,0.05974513,0,0.39925386,240.79384803,5,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-127.1,-128,164,127,8.97308597577429,-0.900000000000006,0,1.93906038445716,2,-0.0193906038445678,0,1,0,0,0.05974513,10.95,11.7571137140527,4,37
599,30.02,0.06142151,0,0.35738315,242.08344845,4,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-128.1,-128,164,127,8.9468543452545,0.0999999999999943,0,1.93906038445716,2,-0.0193906038445747,0,1,0,0,0.06142151,10.95,12.1474839971277,4,37
600,30.01,0.06398801,0,0.3134964,243.96416298,4,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-129.1,-128,164,127,8.91859240127714,1.09999999999999,0,1.93906038445716,2,-0.0193906038445678,0,1,0,0,0.06398801,10.95,12.5605165179365,4,37
601,30,0.06716426,0,0.27220326,246.47111545,3,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-130.1,-128,164,127,8.8911545125184,2.09999999999999,0,1.93906038445716,2,-0.0193906038445747,0,1,0,0,0.06716426,10.95,12.9547915464752,4,37
602,30,0.07118259,0,0.23141571,250.10021698,3,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-131.1,-128,164,127,8.86287569006392,3.09999999999999,0,1.93906038445716,2,0,0,1,0,0,0.07118259,10.95,13.3534339184124,4,37
603,29.99,0.07581104,0,0.19318225,255.29130659,2,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-132.1,-128,164,127,8.83483507205704,4.09999999999999,0,1.93906038445716,2,-0.0193906038445747,0,1,0,0,0.07581104,10.95,13.7422175564429,4,37
604,29.99,0.0813264,0,0.15672042,263.44518398,2,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-133.1,-128,164,127,8.8054980171936,5.09999999999999,1,1.93906038445716,2,0,0,1,0,0,0.0813264,10.95,14.1420657356656,4,37
605,29.99,0.0874798,0,0.12649299,275.93964878,1,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-134.1,-128,164,127,8.77638393738433,6.09999999999999,1,1.93906038445716,2,0,0,1,0,0,0.0874798,10.95,14.5317295861734,4,37
606,30,0.09450605,0,0.10601027,295.24387424,1,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-135,-128,164,127,8.74624906867464,7,1,1.74515434601146,2,0.0193906038445747,0,1,0,0,0.09450605,10.95,14.9281381772135,4,37
607,30,0.10167416,0,0.55007365,232.83819931,6,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-136.2,-138,164,127,8.70992290198573,-1.80000000000001,0,-17.0637313832231,2,0,0,1,0,0,0.10167416,10.95,15.5394216370873,4,37
608,30,0.10269315,0,0.5081662,233.84510153,6,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-137.2,-138,164,127,8.67954497028686,-0.800000000000011,0,1.93906038445716,2,0,0,1,0,0,0.10269315,10.95,15.9317864699594,4,37
609,30,0.10439834,0,0.46665062,235.11327961,5,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-138.2,-138,164,127,8.64881183592647,0.199999999999989,0,1.93906038445716,2,0,0,1,0,0,0.10439834,10.95,16.3236745523007,4,37
610,30,0.10694377,0,0.42517961,236.75319854,5,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-139.2,-138,164,127,8.61725862917133,1.19999999999999,0,1.93906038445716,2,0,0,1,0,0,0.10694377,10.95,16.7197329827878,4,37
611,30,0.11026739,0,0.38301255,238.9169392,4,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-140.2,-138,164,127,8.58428337650356,2.19999999999999,0,1.93906038445716,2,0,0,1,0,0,0.11026739,10.95,17.128621959351,4,37
612,30,0.11430619,0,0.34306351,241.64725327,4,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-141.1,-138,164,127,8.55182632083176,3.09999999999999,0,1.74515434601146,2,0,0,1,0,0,0.11430619,10.95,17.524941633102,4,37
613,30,0.11927783,0,0.30307821,245.36007156,4,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-142.2,-138,164,127,8.51776232304323,4.19999999999999,0,2.13296642290287,2,0,0,1,0,0,0.11927783,10.95,17.935085173788,4,37
614,30,0.12471682,0,0.26684369,250.04807607,3,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-143.1,-138,164,127,8.48488907579651,5.09999999999999,1,1.74515434601146,2,0,0,1,0,0,0.12471682,10.95,18.3257594572523,4,37
615,30,0.1310093,0,0.23292271,256.40948299,3,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-144.1,-138,164,127,8.45106871702601,6.09999999999999,1,1.93906038445716,2,0,0,1,0,0,0.1310093,10.95,18.7219782938561,4,37
616,30,0.13799532,0,0.20356529,264.86231787,2,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-145.1,-138,164,127,8.41708250396238,7.09999999999999,1,1.93906038445716,2,0,0,1,0,0,0.13799532,10.95,19.1146910371079,4,37
617,30,0.14561473,0,0.18092298,275.77801179,2,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-146.1,-138,164,127,8.38314895273392,8.09999999999999,1,1.93906038445716,2,0,0,1,0,0,0.14561473,10.95,19.5014329570187,4,37
618,30,0.15445516,0,0.16673441,290.0559863,2,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-147.1,-138,164,127,8.34685851999513,9.09999999999999,1,1.93906038445716,2,0,0,1,0,0,0.15445516,10.95,19.9092044367698,4,37
619,30,0.16431034,0,0.16523381,306.12176409,2,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-148.1,-138,164,127,8.30937905254273,10.1,2,1.93906038445716,2,0,0,1,0,0,0.16431034,10.95,20.3241582725094,4,37
620,30,0.16725652,0,0.53431314,230.42622403,6,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-149.1,-148,164,127,8.27423753564672,1.09999999999999,0,-17.4515434601145,2,0,0,1,0,0,0.16725652,10.95,20.9586985226796,4,37
621,30,0.17046303,0,0.49425934,232.35877364,6,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-150.1,-148,164,127,8.23828838787428,2.09999999999999,0,1.93906038445716,2,0,0,1,0,0,0.17046303,10.95,21.3567266014883,4,37
622,30,0.1743876,0,0.4554278,234.69768284,5,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-151,-148,164,127,8.2022019063869,3,0,1.74515434601146,2,0,0,1,0,0,0.1743876,10.95,21.7519423065949,4,37
623,30,0.17904269,0,0.41783923,237.5555811,5,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-152,-148,164,127,8.16575062211995,4,0,1.93906038445716,2,0,0,1,0,0,0.17904269,10.95,22.1468635435348,4,37
624,30,0.18457452,0,0.38121998,241.14110152,4,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-153,-148,164,127,8.12819542990863,5,1,1.93906038445716,2,0,0,1,0,0,0.18457452,10.95,22.5490933167975,4,37
625,30,0.19067173,0,0.34760673,245.44889859,4,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-154,-148,164,127,8.0911702217723,6,1,1.93906038445716,2,0,0,1,0,0,0.19067173,10.95,22.9415970047933,4,37
626,30,0.19752496,0,0.31676842,250.75939406,4,165,260,1,1,0,416,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-154.9,-148,164,127,8.05365400149052,6.90000000000001,1,1.74515434601146,2,0,0,1,0,0,0.19752496,10.95,23.3350046643336,4,37
627,30,0.20507091,1,0.29001544,257.1821172,3,165,260,1,1,0,417,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-155.9,-148,164,127,8.0160891650856,7.90000000000001,1,1.93906038445716,2,0,0,1,0,0,0.20507091,10.95,23.7243972563572,4,37
628,30,0.21348124,1,0.26797992,264.9917887,3,165,260,1,1,0,418,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-156.9,-148,164,127,7.97762681221819,8.90000000000001,1,1.93906038445716,2,0,0,1,0,0,0.21348124,10.95,24.1185650586946,4,37
629,30,0.22246947,1,0.2526209,273.9022841,3,165,260,1,1,0,419,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-157.8,-148,164,127,7.93945141640665,9.80000000000001,1,1.74515434601146,2,0,0,1,0,0,0.22246947,10.95,24.5055395863706,4,37
630,30,0.23245591,1,0.24466167,284.00737096,3,165,260,1,1,0,420,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-158.8,-148,164,127,7.89986208841471,10.8,2,1.93906038445716,2,0,0,1,0,0,0.23245591,10.95,24.9023645871626,4,37
631,30,0.24323694,1,0.24544808,294.48505288,3,165,260,1,1,0,421,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-159.8,-148,164,127,7.85975796634507,11.8,2,1.93906038445716,2,0,0,1,0,0,0.24323694,10.95,25.2998282633871,4,37
632,30,0.24917384,1,0.56456914,228.37339694,7,165,260,1,1,0,422,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-160.8,-158,164,127,7.81862057115271,2.80000000000001,0,-17.4515434601145,2,0,0,1,0,0,0.24917384,10.95,26.0833393349672,4,37
633,30,0.25395594,1,0.52623394,231.03780606,6,165,260,1,1,0,423,1,0,0,0,0,8,0,0,4,164,127,0,0,0,0,0,0,0,-161.9,-158,164,127,7.77683681600664,3.90000000000001,0,2.13296642290287,2,0,0,1,0,0,0.25395594,10.95,26.5013539467741,4,37
634,30,0.25925352,1,0.4914814,234.0191528,6,160,260,1,1,0,424,1,0,0,0,0,9,5,2,4,164,127,0,0,0,0,0,0,0,-162.8,-158,164,127,7.73685390719649,4.80000000000001,0,1.74515434601146,2,0,0,1,0,0,0.25925352,10.95,26.8979044283496,4,37
635,30,0.2655808,1,0.45718924,237.69649883,5,160,260,1,1,0,425,1,0,0,0,0,9,5,2,4,164,127,0,0,0,0,0,0,0,-163.8,-158,164,127,7.69462693841532,5.80000000000001,1,1.93906038445716,2,0,0,1,0,0,0.2655808,10.95,27.313169081892,4,37
636,30,0.27236204,1,0.42710856,241.80219335,5,160,260,1,1,0,426,1,1,0,0,0,9,5,2,4,164,127,0,0,0,0,0,0,0,-164.8,-158,164,127,7.65414251151671,6.80000000000001,1,1.93906038445716,2,0,0,1,0,0,0.27236204,10.95,27.7077836614576,4,37
637,30,0.27997904,1,0.39995543,246.6114763,5,160,260,1,1,0,427,1,1,0,0,0,9,5,2,4,164,127,0,0,0,0,0,0,0,-165.8,-158,164,127,7.61305154405135,7.80000000000001,1,1.93906038445716,2,0,0,1,0,0,0.27997904,10.95,28.1046426245346,4,37
638,30,0.28832487,1,0.37643042,252.17340068,4,160,260,1,1,0,428,1,1,0,0,0,9,5,2,4,164,127,0,0,0,0,0,0,0,-166.8,-158,164,127,7.57142480767477,8.80000000000001,1,1.93906038445716,2,0,0,1,0,0,0.28832487,10.95,28.5035941556456,4,37
639,30,0.29737713,1,0.35786363,258.38160846,4,160,260,1,1,0,429,1,1,0,0,0,9,5,2,4,164,127,0,0,0,0,0,0,0,-167.7,-158,164,127,7.53003826123869,9.69999999999999,1,1.7451543460114,2,0,0,1,0,0,0.29737713,10.95,28.8963266602482,4,37
640,30,0.3071324,1,0.34453176,265.23793946,4,160,260,1,1,0,430,1,1,0,0,0,9,5,2,4,164,127,1,0,0,0,0,0,0,-168.7,-158,164,127,7.48827943658879,10.7,2,1.93906038445716,2,0,0,1,0.3071324,0.3071324,0.3071324,10.95,29.2894277794798,4,37
641,30,0.31764588,1,0.33730041,272.52611325,4,160,260,1,1,0,431,1,1,0,0,0,9,5,2,4,164,127,1,0,0,0,0,0,0,-169.7,-158,164,127,7.44641160463226,11.7,2,1.93906038445716,2,0,0,1,0.62477828,0.62477828,0.31764588,10.95,29.6797168841534,4,37
642,30,0.32895629,1,0.33640773,280.10016421,4,160,260,1,1,0,432,1,1,0,0,0,9,5,2,4,164,127,1,0,0,0,0,0,0,-170.7,-158,164,127,7.40381716794076,12.7,2,1.93906038445716,2,0,0,1,0.95373457,0.95373457,0.32895629,10.95,30.0735864418831,4,37
643,29.9,0.3406191,1,0.63028355,224.89539305,7,160,260,1,1,0,433,1,1,0,0,0,9,5,2,4,164,127,1,0,0,0,0,0,0,-171.6,-168,164,127,7.36145478042965,3.59999999999999,0,-17.6454494985602,2,-0.193906038445719,0,1,1.29435367,1.29435367,0.3406191,10.95,30.9837267214423,4,37
644,29.6,0.34578312,1,0.59674037,227.59505462,7,160,260,1,1,0,434,1,1,0,0,0,9,5,2,4,164,127,1,0,0,0,0,0,0,-172.6,-168,164,127,7.31869992819632,4.59999999999999,0,1.93906038445716,2,-0.581718115337143,0,1,1.64013679,1.64013679,0.34578312,10.95,31.3858775142431,4,37
645,29.06,0.35174736,1,0.56497406,230.68844955,7,160,260,1,1,0,435,1,1,0,0,0,9,5,2,4,164,127,1,0,0,0,0,0,0,-173.6,-168,164,127,7.27542369096279,5.59999999999999,1,1.93906038445716,2,-1.04709260760687,0,1,1.99188415,1.99188415,0.35174736,10.95,31.7904008859066,4,37
646,28.31,0.35828404,1,0.53634424,234.09663707,6,160,260,1,1,0,436,1,1,1,0,0,9,5,2,4,164,127,1,0,0,0,0,0,0,-174.5,-168,164,127,7.23308738893311,6.5,1,1.74515434601146,2,-1.45429528834287,0,1,2.35016819,2.35016819,0.35828404,10.95,32.1837066648021,4,37
647,27.37,0.36562073,1,0.5099148,237.99209417,6,160,260,1,1,0,437,1,1,1,0,0,9,5,2,4,164,127,1,0,0,0,0,0,0,-175.4,-168,164,127,7.18982526674777,7.40000000000001,1,1.74515434601146,2,-1.82271676138973,0,1,2.71578892,2.71578892,0.36562073,10.95,32.5833139150108,4,37
648,26.1,0.37534719,1,0.48241735,243.26564932,6,160,260,1,1,0,438,1,1,1,0,0,9,5,2,4,164,127,1,0,0,0,0,0,0,-176.4,-168,164,127,7.13761348589596,8.40000000000001,1,1.93906038445716,2,-2.4626066882606,0,1,3.09113611,3.09113611,0.37534719,10.95,33.0625144312826,4,37
649,25.01,0.38409441,1,0.46367007,248.11536286,5,160,260,1,1,0,439,1,1,1,0,0,9,5,2,4,164,127,1,0,0,0,0,0,0,-177.3,-168,164,127,7.09417954085503,9.30000000000001,1,1.74515434601146,2,-2.11357581905831,0,1,3.47523052,3.47523052,0.38409441,10.95,33.4588674533516,4,37
650,23.94,0.39348347,1,0.44919645,253.34302416,5,160,260,1,1,0,440,1,1,1,0,0,9,5,2,4,164,127,1,0,0,0,0,0,0,-178,-168,164,127,7.05075165740579,10,2,1.35734226911999,2,-2.07479461136916,0,1,3.86871399,3.86871399,0.39348347,10.95,33.8527974243751,4,37
651,22.94,0.40334292,1,0.43928415,258.84459572,5,160,260,1,1,0,441,1,1,1,0,0,9,5,2,4,164,127,1,0,0,0,0,0,0,-178.8,-168,164,127,7.00752966849865,10.8,2,1.55124830756575,2,-1.93906038445716,0,1,4.27205691,4.27205691,0.40334292,10.95,34.2430080608342,4,37
652,22.02,0.41368547,1,0.43415156,264.52020483,5,160,260,1,1,0,442,1,1,1,0,0,9,5,2,4,164,127,1,0,0,0,0,0,0,-179.5,-168,164,127,6.96445276527742,11.5,2,1.35734226911999,2,-1.78393555370059,0,1,4.68574238,4.68574238,0.41368547,10.95,34.6300369920251,4,37
653,21.19,0.42451731,1,0.43385609,270.27341205,5,160,260,1,1,0,443,1,1,1,0,0,9,5,2,4,164,127,1,0,0,0,0,0,0,179.9,-168,164,127,6.92129124453749,12.1,2,1.16343623067434,2,-1.60942011909944,0,1,5.11025969,5.11025969,0.42451731,10.95,35.0161123830428,4,37
654,20.45,0.43583849,1,0.43841328,275.97020124,5,160,260,1,1,0,444,1,1,1,0,0,9,0,2,4,164,127,1,0,0,0,0,0,0,179.3,-168,164,127,6.87804388028947,12.7,2,1.16343623067423,2,-1.4349046844983,0,1,5.54609818,5.54609818,0.43583849,10.95,35.4012341279641,4,37
655,19.71,0.44224635,1,0.65635191,224.54404398,8,160,260,1,1,0,445,1,1,1,0,0,9,0,2,4,164,127,1,0,0,0,0,0,0,178.6,-178,164,127,6.83010958151401,3.39999999999998,0,-18.0332615754516,1,-1.4349046844983,0,1,5.98834453,5.98834453,0.44224635,10.95,36.5156394536736,4,37
