"","PBNleg","dscrPhase","PBNdeviation","bank","angleBrM","angdifHCl","angdifSCl","discrSettingNextHdg","dscrTimeWPTCheckCurrLeg","dscrTimeWPTCheckNxtLeg","dscrTimeNavlogCheck","dscrTimeMapCheck","dscrTimeTrackCheck","dscrTimeMapClick","dscrPBNdeviationIntegrCorr"
"1365",6,1,0.13746984,-1.24,-2.80000000000001,-2.80000000000001,-4,0,0,0,1,0,0,0,0
"1372",6,1,0.13065715,-1.01,-3,-3,-4,0,0,0,1,0,0,0,0
"1379",6,1,0.12268284,-0.82,-3.19999999999999,-3.19999999999999,-4,0,0,0,1,0,0,0,0
"1386",6,1,0.11371031,-0.67,-3.40000000000001,-3.40000000000001,-4,0,0,0,1,0,0,0,0
"1393",6,1,0.10430061,-0.55,-3.5,-3.5,-4,0,0,0,1,0,0,0,0
"1400",6,1,0.09401683,-0.45,-3.59999999999999,-3.59999999999999,-4,0,0,0,1,0,0,0,0
"1407",6,1,0.08319642,-0.37,-3.69999999999999,-3.69999999999999,-4,0,0,0,1,0,0,0,0
"1414",6,1,0.07196565,-0.3,-3.69999999999999,-3.69999999999999,-4,0,0,0,1,0,0,0,0
"1421",6,1,0.0604115,-0.24,-3.80000000000001,-3.80000000000001,-4,0,0,0,1,0,0,0,0
"1428",6,1,0.04855462,-0.2,-3.80000000000001,-3.80000000000001,-4,0,0,0,1,0,0,0,0
"1435",6,1,0.03656697,-0.16,-3.80000000000001,-3.80000000000001,-4,0,0,0,0,0,0,0,0
"1442",6,1,0.02435933,-0.13,-3.90000000000001,-3.90000000000001,-4,0,0,0,0,0,0,0,0
"1449",6,1,0.01203125,-0.11,-3.90000000000001,-3.90000000000001,-4,0,0,0,0,0,0,0,0
"1456",6,1,-0.00044024,0.03,-3.90000000000001,-3.90000000000001,-1,0,0,0,0,0,0,0,0
"1463",6,1,-0.01202419,2.96,-3.5,-3.5,-1,0,0,0,0,0,0,0,0
"1470",6,1,-0.02034078,2.17,-3,-3,-1,0,0,0,0,0,0,0,0
"1477",6,1,-0.02636475,1.78,-2.69999999999999,-2.69999999999999,-1,0,0,0,0,0,0,0,0
"1484",6,1,-0.0303131,1.44,-2.30000000000001,-2.30000000000001,-1,0,0,0,0,0,0,0,0
"1491",6,1,-0.03258595,1.17,-2.09999999999999,-2.09999999999999,-1,0,0,0,0,0,0,0,0
"1498",6,1,-0.03342366,0.95,-1.90000000000001,-1.90000000000001,-1,0,0,0,0,0,0,0,0
"1505",6,1,-0.0331952,0.77,-1.69999999999999,-1.69999999999999,-1,0,4,0,0,0,0,0,0
"1512",6,1,-0.03205817,0.63,-1.59999999999999,-1.59999999999999,-1,0,3,0,0,0,0,0,0
"1519",6,1,-0.03024873,0.53,-1.5,-1.5,-1,0,4,0,0,0,0,0,0
"1526",6,1,-0.02783053,0.42,-1.40000000000001,-1.40000000000001,-1,0,3,0,0,0,0,0,0
"1533",6,1,-0.02492397,0.34,-1.30000000000001,-1.30000000000001,-1,0,3,0,0,0,0,0,0
"1540",6,1,-0.02162819,0.28,-1.30000000000001,-1.30000000000001,-1,0,3,0,0,0,0,0,0
"1547",6,1,-0.01794744,0.23,-1.19999999999999,-1.19999999999999,-1,0,3,0,0,0,0,0,0
"1554",6,1,-0.01414484,0.19,-1.19999999999999,-1.19999999999999,-1,0,2,0,0,0,0,0,0
"1561",6,1,-0.00992347,0.15,-1.09999999999999,-1.09999999999999,-1,0,2,0,0,0,0,0,0
"1568",6,1,-0.00554902,0.13,-1.09999999999999,-1.09999999999999,-1,0,2,0,0,0,0,0,0
"1575",6,1,-0.00097566,0.1,-1.09999999999999,-1.09999999999999,-1,0,2,0,0,0,0,0,0
"1582",6,1,0.0037827,0.08,-1.09999999999999,-1.09999999999999,-1,0,2,0,0,0,0,0,0
"1589",6,1,0.00861787,0.07,-1.09999999999999,-1.09999999999999,-1,0,2,0,0,0,0,0,0
"1596",6,1,0.01359889,0.05,-1,-1,-1,0,2,0,0,0,0,0,0
"1603",6,1,0.01867405,0.04,-1,-1,-1,0,2,0,0,0,0,0,0
"1610",6,1,0.02379315,0.04,-1,-1,-1,0,2,0,0,0,0,0,0
"1617",6,1,0.02905011,0.03,-1,-1,-1,0,2,0,0,0,0,0,0
"1624",6,1,0.03420852,0.02,-1,-1,-1,0,2,0,0,0,0,0,0
"1631",6,1,0.03959188,0.02,-1,-1,-1,0,2,0,0,0,0,0,0
"1638",6,1,0.04504305,0.01,-1,-1,-1,0,1,0,0,0,0,0,0
"1645",6,1,0.05053269,0,-1,-1,-1,0,1,0,0,0,0,0,0
"1652",6,1,0.05602994,0,-1,-1,-1,0,1,0,0,0,0,0,0
"1659",6,1,0.06160786,0.01,-1,-1,-1,0,1,0,0,0,0,0,0
"1666",6,1,0.06727041,0.01,-1,-1,-1,0,1,0,0,0,0,0,0
"1673",6,1,0.07290763,0,-1,-1,-1,0,1,0,0,0,0,0,0
"1680",6,1,0.07861359,0.01,-1,-1,-1,0,1,0,0,0,0,0,0
"1687",6,1,0.084396,0,-1,-1,-1,0,1,0,0,0,0,0,0
"1694",6,1,0.09015968,0.01,-1,-1,-1,0,1,0,0,0,0,0,0
"1701",6,1,0.09600116,0,-1,-1,-1,0,1,0,0,0,0,0,0
"1708",6,1,0.10168533,0.01,-1,-1,-1,0,1,0,0,0,0,0,0
"1715",6,1,0.10752203,-0.01,-1,-1,-1,0,1,0,0,0,0,0,0
"1722",6,1,0.11343826,0,-1,-1,-1,0,1,0,0,0,0,0,0
"1729",6,1,0.11937972,-0.01,-1,-1,-1,0,1,0,0,0,0,0,0
"1736",6,1,0.12534898,0,-1,-1,-1,0,1,0,0,0,0,0,0
"1743",6,1,0.13131647,0,-1,-1,-1,0,1,0,0,0,0,0,0
"1750",6,1,0.13734294,0,-1,-1,-1,0,1,0,0,0,0,0,0
"1757",6,1,0.14337285,-1.36,-1,-1,-3,0,1,0,0,0,0,0,0
"1764",6,1,0.14799957,-1.91,-1.30000000000001,-1.30000000000001,-3,0,1,0,0,0,0,0,0
"1771",6,1,0.15049213,-1.46,-1.59999999999999,-1.59999999999999,-3,0,1,0,0,0,0,0,0
"1778",6,1,0.15121915,-1.25,-1.80000000000001,-1.80000000000001,-3,0,1,0,0,0,0,0,0
"1785",6,2,0.15052939,-1.05,-2,-2,-3,0,1,0,0,0,0,0,0
"1792",6,2,0.14866211,-0.89,-2.19999999999999,-2.19999999999999,-3,0,1,0,0,0,0,0,0
"1799",6,2,0.14563454,-1.76,-2.30000000000001,-2.30000000000001,-4,0,1,0,0,0,0,0,0
"1806",6,2,0.14074321,-1.49,-2.59999999999999,-2.59999999999999,-4,0,1,0,0,0,0,0,0
"1813",6,2,0.13441518,1.9,-2.69999999999999,-2.69999999999999,-4,0,1,0,0,0,0,0,0
"1820",6,2,0.12955486,1.5,-2.40000000000001,-2.40000000000001,-4,0,1,0,0,0,0,0,0
"1827",6,2,0.12651388,1.23,-2.19999999999999,-2.19999999999999,-4,0,1,0,0,0,0,0,0
"1834",6,2,0.12496921,1.06,-2,-2,-4,0,1,0,0,0,0,0,0
"1841",6,2,0.12459698,0.89,-1.80000000000001,-1.80000000000001,-4,0,1,0,0,0,0,0,0
"1848",6,2,0.12525696,0.75,-1.69999999999999,-1.69999999999999,-4,0,1,0,0,0,0,0,0
"1855",6,3,0.12683309,0.63,-1.59999999999999,-1.59999999999999,-4,0,1,0,0,0,0,0,0
"1862",6,3,0.12913074,0.54,-1.5,-1.5,-4,0,1,0,0,0,0,0,0
"1869",6,3,0.13210077,0.45,-1.40000000000001,-1.40000000000001,-4,0,0,0,0,0,0,0,0
