"","PBNleg","dscrPhase","PBNlegPercent","PBNLegChange","PBNdeviation","bank","angdifHCl","angdifSCl","discrSettingNextHdg","dscrTimeWPTCheckCurrLeg","dscrTimeWPTCheckNxtLeg","dscrTimeNavlogCheck","dscrTimeMapCheck","dscrTimeTrackCheck","dscrTimeMapClick","dscrPBNdeviationIntegrCorr"
"7",0,2,10,1,-0.00315259,0.01,-2.8,-1,0,0,0,0,0,0,0,0
"14",0,2,20,0,-0.00618013,0.14,-2.8,-1,0,0,0,0,0,0,0,0
"21",0,2,31,0,-0.0089512,2.28,-2.7,-1,0,0,0,0,0,0,0,0
"28",0,3,41,0,-0.01005525,1.73,-2.3,-1,0,0,0,0,0,0,0,0
"35",0,3,52,0,-0.0096849,0.89,-2,-1,0,0,0,0,0,0,0,0
"42",0,3,63,0,-0.00820886,0.94,-1.8,-1,0,0,0,0,0,0,0,0
"49",0,3,74,0,-0.00572252,0.74,-1.6,-1,0,0,0,4,0,0,0,0
"56",0,3,84,0,-0.00255074,0.52,-1.5,-1,0,0,0,3,0,0,0,0
"63",0,3,94,0,0.00108621,-0.58,-1.4,-26,1,0,0,3,0,0,0,0
"70",1,4,3,1,0.00832562,-9.45,0.9,-23,0,0,0,3,0,0,0,0
"77",1,4,10,0,0.01350321,-20.06,-2.4,-33,0,0,0,3,0,0,0,0
"84",1,4,17,0,-0.00300671,-25.72,-8.1,-33,0,0,0,3,0,0,0,0
"91",1,4,23,0,-0.04921945,-24.16,-15.2,-33,0,0,0,2,0,0,0,0
"98",1,4,30,0,-0.12348958,-14.14,-20.6,-23,0,0,0,2,0,0,0,0
"105",1,4,36,0,-0.20974986,-3.26,-22.2,-22,0,0,0,2,0,0,0,0
"112",1,4,42,0,-0.29689987,1.6,-22.5,-12,0,0,0,2,0,0,0,0
"119",1,4,51,0,-0.36804247,3.84,-10.1,0,0,0,0,2,0,0,0,1
"126",1,4,58,0,-0.39867819,10.62,-8.4,0,0,0,0,2,0,0,0,1
"133",1,3,66,0,-0.4046347,6.69,4,10,0,4,0,3,0,0,0,1
