"","PBNleg","PBNdeviation","bank","angleBrM","angdifHCl","angdifSCl","discrSettingNextHdg","dscrTimeWPTCheckCurrLeg","dscrTimeWPTCheckNxtLeg","dscrTimeNavlogCheck","dscrTimeMapCheck","dscrTimeTrackCheck","dscrTimeMapClick","dscrPBNdeviationIntegrCorr"
"308",2,0.07921028,-0.41,-2.6,-2.6,-3,0,2,0,3,0,0,0,0
"315",2,0.07504062,-0.32,-2.7,-2.7,-3,0,2,0,3,0,0,0,0
"322",2,0.07036428,-0.25,-2.8,-2.8,102,1,2,0,3,0,0,0,0
"329",2,0.06564296,3.64,-2.7,-2.7,102,1,2,0,3,0,0,0,0
"336",3,0.05570822,14.09,-6,-6,97,0,2,0,3,0,0,0,0
"343",3,0.04760258,24.9,-1.60000000000002,-1.60000000000002,97,0,1,0,2,0,0,0,0
"350",3,0.03930815,31.08,-4.30000000000001,-4.30000000000001,87,0,1,0,2,0,0,0,0
"357",3,0.05005187,29.8,3.69999999999999,3.69999999999999,87,0,1,0,2,0,0,0,0
"364",3,0.05909671,30.02,1.10000000000002,1.10000000000002,77,0,1,0,2,0,0,0,0
"371",3,0.09406491,30,-1.39999999999998,-1.39999999999998,67,0,1,0,2,0,0,0,0
"378",3,0.11808057,30,6.19999999999999,6.19999999999999,67,0,1,0,2,0,0,0,0
"385",3,0.16554852,30,3.60000000000002,3.60000000000002,57,0,1,0,2,0,0,0,0
"392",3,0.21235774,30,10.9,10.9,57,0,1,0,2,0,0,0,0
"399",3,0.27027147,30,8.30000000000001,8.30000000000001,47,0,1,0,2,0,0,0,0
"406",3,0.34216321,30,15.7,15.7,37,0,1,0,2,0,0,0,1
"413",3,0.40691433,26.37,13,13,27,0,1,0,2,0,0,0,1
"420",3,0.48257339,16.29,8.30000000000001,8.30000000000001,17,0,1,0,1,0,0,0,1
"427",3,0.54330672,6.27,11.1,11.1,17,0,1,0,1,0,0,0,2
"434",3,0.57201946,4.86,2.19999999999999,2.19999999999999,7,0,1,0,1,0,0,0,2
"441",3,0.57741545,4.12,-6.69999999999999,-6.69999999999999,-3,0,1,0,1,0,0,0,2
"448",3,0.55580568,3.05,-5.89999999999998,-5.89999999999998,-3,0,1,0,1,0,0,0,2
"455",3,0.50506929,2.42,-13.2,-13.2,-11,0,1,0,1,0,0,0,2
"462",3,0.44889858,1.88,-12.7,-12.7,-11,0,1,0,1,0,0,0,2
"469",3,0.39622135,1.49,-12.4,-12.4,-11,0,1,0,1,0,0,0,2
"476",3,0.3436181,1.17,-12.1,-12.1,-11,0,1,0,1,0,0,0,2
"483",3,0.29226291,0.91,-11.8,-11.8,-11,0,1,0,1,0,0,0,0
"490",3,0.24187731,0.71,-11.7,-11.7,-11,0,1,0,1,0,0,0,0
"497",3,0.19213452,0.55,-11.5,-11.5,-1,0,1,0,1,0,0,0,0
"504",3,0.14338504,5.74,-11.2,-11.2,-1,0,1,0,1,0,0,0,0
"511",3,0.10101211,10.83,-9.30000000000001,-9.30000000000001,-1,0,1,0,1,0,0,0,0
"518",3,0.06978608,6.43,-7.19999999999999,-7.19999999999999,-1,0,1,0,4,0,0,0,0
"525",3,0.0463082,5.31,-5.89999999999998,-5.89999999999998,-1,0,1,0,3,0,0,0,0
"532",3,0.02865897,4.19,-4.89999999999998,-4.89999999999998,-1,0,1,0,3,0,0,0,0
"539",3,0.01571002,3.24,-4,-4,-1,0,1,0,3,0,0,0,0
"546",3,0.00660641,2.56,-3.39999999999998,-3.39999999999998,-1,0,1,0,3,0,0,0,0
"553",3,0.00012059,2,-2.89999999999998,-2.89999999999998,-1,0,1,0,3,0,0,0,0
"560",3,-0.00415212,1.57,-2.5,-2.5,-1,0,1,0,3,0,0,0,0
"567",3,-0.00666596,1.23,-2.10000000000002,-2.10000000000002,-1,0,1,0,3,0,0,0,0
"574",3,-0.00775834,0.96,-1.89999999999998,-1.89999999999998,-1,0,1,0,3,0,0,0,0
"581",3,-0.00765973,4.34,-1.60000000000002,-1.60000000000002,92,1,0,0,2,0,0,0,0
"588",4,-0.007592,14.61,-4.89999999999998,-4.89999999999998,87,0,0,0,2,0,0,0,0
"595",4,-0.00941004,25.46,-0.599999999999994,-0.599999999999994,87,0,0,0,4,0,0,0,0
"602",4,0.00036185,31.02,-3.5,-3.5,77,0,0,0,3,0,0,0,0
"609",4,0.01445686,29.8,3.69999999999999,3.69999999999999,77,0,0,0,3,0,0,0,0
"616",4,0.04156977,30.03,0.699999999999989,0.699999999999989,67,0,0,0,3,0,0,0,0
"623",4,0.07795809,30,7.80000000000001,7.80000000000001,67,0,0,0,3,0,0,0,0
"630",4,0.11826277,30,4.90000000000001,4.90000000000001,57,0,0,0,2,0,0,0,0
"637",4,0.17649443,30,11.9,11.9,57,0,0,0,2,0,0,0,0
"644",4,0.22757355,30,8.90000000000001,8.90000000000001,47,0,0,0,2,0,0,0,0
"651",4,0.30170412,30,5.90000000000001,5.90000000000001,37,0,0,0,2,0,0,0,1
"658",4,0.36600109,26.82,12.8,12.8,27,0,0,0,2,0,0,0,1
"665",4,0.43910911,16.79,7.80000000000001,7.80000000000001,17,0,0,0,2,0,0,0,1
"672",4,0.50064359,6.98,10.5,10.5,17,0,0,0,2,0,0,0,1
"679",4,0.52879653,5.43,1.69999999999999,1.69999999999999,7,0,0,0,2,4,4,0,2
"686",4,0.53692714,4.54,-7.19999999999999,-7.19999999999999,-3,0,0,0,2,3,3,0,2
"693",4,0.51265578,3.5,-6.30000000000001,-6.30000000000001,-3,0,0,0,2,3,3,0,2
"700",4,0.46596128,2.8,-13.6,-13.6,-11,0,0,0,2,3,3,0,2
"707",4,0.4038572,2.21,-13.1,-13.1,-11,0,0,0,1,3,3,0,2
"714",4,0.34428946,1.75,-12.6,-12.6,-11,0,0,0,4,3,3,0,2
"721",4,0.28660034,1.39,-12.3,-12.3,-11,0,0,0,3,2,2,0,0
"728",4,0.23190078,1.11,-12,-12,-1,0,0,0,3,2,2,0,0
"735",4,0.17730767,6.47,-11.6,-11.6,-1,0,0,0,3,2,2,0,0
"742",4,0.12991313,10.87,-9.69999999999999,-9.69999999999999,-1,0,0,0,3,2,2,0,0
"749",4,0.09383775,6.92,-7.69999999999999,-7.69999999999999,-1,0,0,0,2,2,2,0,0
"756",4,0.06606315,5.8,-6.40000000000001,-6.40000000000001,-1,0,0,0,2,2,2,0,0
"763",4,0.04477202,4.57,-5.30000000000001,-5.30000000000001,-1,0,0,0,2,2,2,0,0
"770",4,0.02864461,3.63,-4.40000000000001,-4.40000000000001,-1,0,0,0,2,2,2,0,0
"777",4,0.0166839,2.89,-3.69999999999999,-3.69999999999999,-1,0,0,0,2,2,2,0,0
"784",4,0.00800087,2.3,-3.09999999999999,-3.09999999999999,-1,0,0,0,4,2,2,0,0
"791",4,0.00194179,1.83,-2.69999999999999,-2.69999999999999,-1,0,0,0,3,2,2,0,0
"798",4,-0.00204721,1.45,-2.40000000000001,-2.40000000000001,-1,0,0,0,3,1,1,0,0
"805",4,-0.00428359,1.17,-2.09999999999999,-2.09999999999999,-1,0,0,0,3,1,1,0,0
"812",4,-0.00530921,0.93,-1.90000000000001,-1.90000000000001,-1,0,0,0,3,1,1,0,0
"819",4,-0.00519534,3.28,-1.59999999999999,-1.59999999999999,36,1,0,0,4,1,1,0,0
"826",4,-0.00043024,13.31,-0.199999999999989,-0.199999999999989,36,1,0,0,3,1,1,0,0
"833",5,-0.00828648,24.06,-1.40000000000001,-1.40000000000001,31,0,0,0,3,1,1,0,0
"840",5,-0.00082858,30.96,-5,-5,21,0,0,0,3,1,1,0,0
"847",5,0.00109887,23.57,1.30000000000001,1.30000000000001,21,0,0,0,3,1,1,0,0
"854",5,0.00506605,16.13,-4.59999999999999,-4.59999999999999,11,0,0,0,2,1,1,0,0
"861",5,-0.00043838,13.47,-1.5,-1.5,11,0,0,0,2,1,1,0,0
"868",5,-0.02549131,10.72,-8,-8,2,0,0,0,2,1,1,0,0
"875",5,-0.06065531,8.59,-9,-9,-1,0,0,0,4,1,1,0,0
"882",5,-0.09540784,6.86,-7.40000000000001,-7.40000000000001,-1,0,0,0,3,4,4,0,0
"889",5,-0.122284,5.5,-6.09999999999999,-6.09999999999999,-1,0,0,0,3,3,3,0,0
"896",5,-0.14283146,4.41,-5.09999999999999,-5.09999999999999,-1,0,0,0,3,3,3,0,0
"903",5,-0.15827642,5.21,-4.30000000000001,-4.30000000000001,3,0,0,0,3,3,3,0,0
"910",5,-0.16747457,8.65,-2.90000000000001,-2.90000000000001,6,0,0,0,3,3,3,0,0
"917",5,-0.16707237,7.93,-1.19999999999999,-1.19999999999999,6,0,0,0,2,3,3,0,0
"924",5,-0.15744126,6.07,0.299999999999997,0.299999999999997,6,0,0,0,2,2,2,0,0
"931",5,-0.14076754,4.94,1.40000000000001,1.40000000000001,6,0,0,0,2,4,2,4,0
"938",5,-0.11904405,3.96,2.3,2.3,6,0,0,0,2,3,2,3,0
"945",5,-0.09207402,3.19,3,3,6,0,0,0,4,3,2,3,0
"952",5,-0.06148128,2.57,3.59999999999999,3.59999999999999,-1,0,0,0,3,3,2,3,0
"959",5,-0.02852537,-4.27,3.7,3.7,-1,0,0,0,3,3,2,3,0
"966",5,0.00072023,-4.32,2.8,2.8,-1,0,0,0,3,3,2,3,0
"973",5,0.02514882,-3.13,2,2,-1,0,0,0,4,2,2,2,0
"980",5,0.04589892,-2.62,1.40000000000001,1.40000000000001,-1,0,0,0,3,2,2,2,0
"987",5,0.06367158,-2.09,1,1,-1,0,0,0,3,2,2,2,0
"994",5,0.07908447,-1.7,0.599999999999994,0.599999999999994,-5,0,0,0,3,2,2,2,0
"1001",5,0.091796,-5.53,0.0999999999999943,0.0999999999999943,-5,0,0,0,4,2,1,2,0
"1008",5,0.09947909,-4.37,-1,-1,-5,0,0,0,3,2,1,2,0
"1015",5,0.1020598,-3.45,-1.69999999999999,-1.69999999999999,-5,0,0,0,3,2,1,2,0
"1022",5,0.10068042,-2.81,-2.40000000000001,-2.40000000000001,-5,0,0,0,3,2,1,2,0
"1029",5,0.09608043,-2.27,-2.90000000000001,-2.90000000000001,-5,0,0,0,3,2,1,2,0
"1036",5,0.08883941,-1.83,-3.30000000000001,-3.30000000000001,-5,0,0,0,3,2,1,2,0
"1043",5,0.07947952,-1.48,-3.59999999999999,-3.59999999999999,-5,0,0,0,2,2,1,2,0
"1050",5,0.06843033,-1.21,-3.90000000000001,-3.90000000000001,-5,0,0,0,2,1,1,1,0
"1057",5,0.05599642,-0.99,-4.09999999999999,-4.09999999999999,-48,1,0,0,2,1,1,1,0
"1064",5,0.04271505,-3.77,-4.30000000000001,-4.30000000000001,-48,1,0,0,2,1,1,1,0
"1071",5,0.02396713,-14.01,-5.80000000000001,-5.80000000000001,-48,1,0,0,2,1,1,1,0
"1078",6,0.01410405,-24.75,-4.5,-4.5,-43,0,0,0,2,1,1,1,0
"1085",6,-0.00684967,-30.87,-0.699999999999989,-0.699999999999989,-33,0,0,0,2,1,1,1,0
"1092",6,-0.02243241,-28.22,-7,-7,-33,0,0,0,2,1,1,1,0
"1099",6,-0.0341031,-22.16,-2.09999999999999,-2.09999999999999,-23,0,0,0,2,1,1,1,0
"1106",6,-0.04907799,-17.99,3.90000000000001,3.90000000000001,-13,0,0,0,2,1,1,1,0
"1113",6,-0.02792881,-14.57,0.699999999999989,0.699999999999989,-13,0,0,0,2,1,1,1,0
"1120",6,-0.00128322,-11.81,6.09999999999999,6.09999999999999,-5,0,0,0,1,1,1,1,0
"1127",6,0.04638909,-9.58,8,8,-1,0,0,0,1,1,1,1,0
"1134",6,0.09944189,-7.78,6.30000000000001,6.30000000000001,-1,0,0,0,1,1,1,1,0
"1141",6,0.14263333,-6.61,5,5,-6,0,0,0,1,1,1,1,0
"1148",6,0.17841754,-10.63,3.30000000000001,3.30000000000001,-6,0,0,0,1,1,1,1,0
"1155",6,0.20294175,-8.42,1.5,1.5,-11,0,0,0,1,1,1,1,0
"1162",6,0.21650609,-11.92,-0.5,-0.5,-11,0,0,0,1,1,1,1,0
"1169",6,0.21698687,-8.94,-2.5,-2.5,-11,0,0,0,1,1,1,1,0
"1176",6,0.20687372,-7.38,-4.09999999999999,-4.09999999999999,-11,0,0,0,1,1,1,1,0
"1183",6,0.18814876,-5.99,-5.40000000000001,-5.40000000000001,-11,0,0,0,1,1,1,1,0
"1190",6,0.16251377,-4.88,-6.39999999999998,-6.39999999999998,-11,0,0,0,1,1,1,1,0
"1197",6,0.13115329,-3.97,-7.30000000000001,-7.30000000000001,-11,0,0,0,1,1,1,1,0
"1204",6,0.09626664,-3.26,-7.89999999999998,-7.89999999999998,-6,0,0,0,1,1,1,1,0
"1211",6,0.05713638,2.25,-8.30000000000001,-8.30000000000001,-6,0,0,0,1,1,1,1,0
"1218",6,0.0194261,1.98,-7.80000000000001,-7.80000000000001,-1,0,0,0,1,1,1,1,0
"1225",6,-0.01580237,4.3,-7.39999999999998,-7.39999999999998,-1,0,0,0,1,1,1,1,0
"1232",6,-0.04615965,6.06,-6.30000000000001,-6.30000000000001,-1,0,0,0,1,1,0,1,0
"1239",6,-0.06970382,4.5,-5.30000000000001,-5.30000000000001,-1,0,0,0,1,1,0,1,0
"1246",6,-0.08799109,3.74,-4.5,-4.5,-1,0,0,0,1,1,0,1,0
"1253",6,-0.10188679,5.66,-3.80000000000001,-3.80000000000001,4,0,0,0,1,1,0,1,0
"1260",6,-0.10920046,7.28,-2.40000000000001,-2.40000000000001,4,0,0,0,1,1,0,1,0
"1267",6,-0.10823974,5.51,-1.19999999999999,-1.19999999999999,4,0,0,0,1,1,0,1,0
"1274",6,-0.10081547,4.56,-0.300000000000011,-0.300000000000011,4,0,0,0,1,1,0,1,0
"1281",6,-0.08852886,3.73,0.5,0.5,4,0,0,0,1,0,0,0,0
"1288",6,-0.07157958,3.04,1.09999999999999,1.09999999999999,4,0,0,0,1,0,0,0,0
"1295",6,-0.05087522,2.47,1.69999999999999,1.69999999999999,4,0,0,0,1,0,0,0,0
"1302",6,-0.02750344,2.02,2.09999999999999,2.09999999999999,4,0,0,0,1,0,0,0,0
"1309",6,-0.00179208,0.68,2.40000000000001,2.40000000000001,2,0,0,0,1,0,0,0,0
"1316",6,0.02465069,-0.58,2.40000000000001,2.40000000000001,-2,0,0,0,1,0,0,0,0
"1323",6,0.05021186,-4.11,2.09999999999999,2.09999999999999,-2,0,0,0,1,0,0,0,0
"1330",6,0.07136143,-3.64,1.40000000000001,1.40000000000001,-4,0,0,0,1,0,0,0,0
"1337",6,0.08849309,-5.06,0.599999999999994,0.599999999999994,-4,0,0,0,1,0,0,0,0
"1344",6,0.10020716,-3.92,-0.300000000000011,-0.300000000000011,-4,0,0,0,1,0,0,0,0
"1351",6,0.10728523,-3.22,-1,-1,-4,0,0,0,0,0,0,0,0
"1358",6,0.11060665,-2.62,-1.5,-1.5,-4,0,0,0,0,0,0,0,0
"1365",6,0.11088727,-2.14,-2,-2,-4,0,0,0,0,0,0,0,0
"1372",6,0.1086816,-1.74,-2.40000000000001,-2.40000000000001,-4,0,0,0,0,0,0,0,0
"1379",6,0.10442209,-1.42,-2.69999999999999,-2.69999999999999,-4,0,0,0,0,0,0,0,0
"1386",6,0.0985579,-1.16,-2.90000000000001,-2.90000000000001,-4,0,0,0,0,4,0,0,0
"1393",6,0.09132486,-0.94,-3.09999999999999,-3.09999999999999,-4,0,0,0,0,3,0,0,0
"1400",6,0.08302523,-0.77,-3.30000000000001,-3.30000000000001,-4,0,0,0,0,3,0,0,0
"1407",6,0.07408102,-0.64,-3.40000000000001,-3.40000000000001,-4,0,0,0,0,3,0,0,0
"1414",6,0.06414061,-0.52,-3.5,-3.5,-4,0,0,0,0,3,0,0,0
"1421",6,0.05369256,-0.42,-3.59999999999999,-3.59999999999999,-4,0,0,0,0,3,0,0,0
"1428",6,0.04270153,-0.34,-3.69999999999999,-3.69999999999999,-4,0,0,0,0,2,0,0,0
"1435",6,0.03134562,-0.28,-3.69999999999999,-3.69999999999999,-4,0,0,0,0,2,0,0,0
"1442",6,0.01967866,-0.23,-3.80000000000001,-3.80000000000001,-4,0,0,0,0,2,0,0,0
"1449",6,0.00780637,-0.19,-3.80000000000001,-3.80000000000001,-4,0,0,0,0,2,0,0,0
"1456",6,-0.00428182,-0.15,-3.80000000000001,-3.80000000000001,-4,0,0,0,0,2,0,0,0
"1463",6,-0.016532,-0.13,-3.90000000000001,-3.90000000000001,-4,0,0,0,0,2,0,0,0
"1470",6,-0.02868194,-0.1,-3.90000000000001,-3.90000000000001,-4,0,0,0,0,2,0,0,0
"1477",6,-0.04107381,2.23,-3.80000000000001,-3.80000000000001,-1,0,0,0,0,2,0,0,0
"1484",6,-0.05135387,2.5,-3.30000000000001,-3.30000000000001,-1,0,0,0,0,2,0,0,0
"1491",6,-0.05868932,1.98,-2.90000000000001,-2.90000000000001,-1,0,0,0,0,2,0,0,0
"1498",6,-0.06365465,1.61,-2.5,-2.5,-1,0,0,0,0,2,0,0,0
"1505",6,-0.0667264,2.75,-2.19999999999999,-2.19999999999999,2,0,0,0,0,1,0,0,0
"1512",6,-0.06657807,3.77,-1.40000000000001,-1.40000000000001,2,0,0,0,0,1,0,0,0
"1519",6,-0.06220828,3.03,-0.900000000000006,-0.900000000000006,2,0,0,0,0,1,0,0,0
"1526",6,-0.05470725,2.47,-0.300000000000011,-0.300000000000011,2,0,0,0,0,1,0,0,0
"1533",6,-0.0442861,2.03,0.0999999999999943,0.0999999999999943,2,0,0,0,0,1,0,0,0
"1540",6,-0.03185255,1.66,0.400000000000006,0.400000000000006,2,0,0,0,0,1,0,0,0
"1547",6,-0.01714577,1.36,0.699999999999989,0.699999999999989,2,0,0,0,0,1,0,0,0
"1554",6,-0.00077284,1.11,1,1,2,0,0,0,0,1,0,0,0
"1561",6,0.01697625,0.9,1.19999999999999,1.19999999999999,1,0,0,0,0,1,0,0,0
"1568",6,0.03569919,-0.82,1.19999999999999,1.19999999999999,0,0,0,0,0,1,0,0,0
"1575",6,0.05382175,-1.08,1,1,0,0,0,0,0,1,0,0,0
"1582",6,0.07083728,-0.86,0.800000000000011,0.800000000000011,0,0,0,0,0,1,0,0,0
"1589",6,0.08697025,-0.71,0.699999999999989,0.699999999999989,0,0,0,0,0,1,0,0,0
"1596",6,0.10238645,-0.58,0.599999999999994,0.599999999999994,0,0,0,0,0,1,0,0,0
"1603",6,0.11693258,-0.48,0.5,0.5,-5,0,0,0,0,1,0,0,0
"1610",6,0.13074911,-5.36,0.0999999999999943,0.0999999999999943,-5,0,0,0,0,1,0,0,0
"1617",6,0.13960119,-4.38,-0.900000000000006,-0.900000000000006,-5,0,0,0,0,1,0,0,0
"1624",6,0.14323425,-3.62,-1.59999999999999,-1.59999999999999,-5,0,0,0,0,1,0,0,0
"1631",6,0.14266936,-2.99,-2.19999999999999,-2.19999999999999,-5,0,0,0,0,1,0,0,0
"1638",6,0.13859241,-2.47,-2.69999999999999,-2.69999999999999,-5,0,0,0,0,1,0,0,0
"1645",6,0.13159544,-2.04,-3.09999999999999,-3.09999999999999,-5,0,0,0,0,1,0,0,0
"1652",6,0.1221399,-1.69,-3.40000000000001,-3.40000000000001,-5,0,0,0,0,1,0,0,0
"1659",6,0.11067027,-1.4,-3.69999999999999,-3.69999999999999,-5,0,0,0,0,1,0,0,0
"1666",6,0.09766554,-1.17,-3.90000000000001,-3.90000000000001,-5,0,0,0,0,1,0,0,0
"1673",6,0.08306291,-0.97,-4.09999999999999,-4.09999999999999,-5,0,0,0,0,1,0,0,0
"1680",6,0.06717437,-0.8,-4.19999999999999,-4.19999999999999,-5,0,0,0,0,1,0,0,0
"1687",6,0.05073175,-0.67,-4.40000000000001,-4.40000000000001,-5,0,0,0,0,1,0,0,0
"1694",6,0.03303602,-0.56,-4.5,-4.5,-5,0,0,0,0,1,0,0,0
"1701",6,0.0146543,-0.47,-4.59999999999999,-4.59999999999999,-5,0,0,0,0,1,0,0,0
"1708",6,-0.00461472,-0.39,-4.59999999999999,-4.59999999999999,-5,0,0,0,0,1,0,0,0
"1715",6,-0.02426163,-0.33,-4.69999999999999,-4.69999999999999,-5,0,0,0,0,1,0,0,0
"1722",6,-0.0443538,-0.27,-4.69999999999999,-4.69999999999999,-5,0,0,0,0,1,0,0,0
"1729",6,-0.06488001,-0.23,-4.80000000000001,-4.80000000000001,-5,0,0,0,0,4,0,0,0
"1736",6,-0.08547372,-0.19,-4.80000000000001,-4.80000000000001,-5,0,0,0,0,3,3,0,0
"1743",6,-0.10668761,-0.16,-4.80000000000001,-4.80000000000001,-5,0,0,0,0,3,3,0,0
"1750",6,-0.12811904,-0.14,-4.90000000000001,-4.90000000000001,-5,0,0,0,0,3,3,0,0
"1757",6,-0.14984231,-0.12,-4.90000000000001,-4.90000000000001,-5,0,0,0,0,3,3,0,0
"1764",6,-0.17114799,-0.1,-4.90000000000001,-4.90000000000001,-5,0,0,0,0,3,3,0,0
"1771",6,-0.19325816,-0.08,-4.90000000000001,-4.90000000000001,-5,0,0,0,0,2,2,0,0
"1778",6,-0.21561184,-0.07,-4.90000000000001,-4.90000000000001,-5,0,0,0,0,2,2,0,0
"1785",6,-0.2380815,-0.06,-4.90000000000001,-4.90000000000001,-5,0,0,0,0,2,2,0,0
"1792",6,-0.26068072,-0.05,-4.90000000000001,-4.90000000000001,-5,0,0,0,0,2,2,0,0
"1799",6,-0.28338216,2.44,-4.90000000000001,-4.90000000000001,4,0,0,0,0,2,2,0,0
"1806",6,-0.30251978,11.15,-4,-4,4,0,0,0,0,2,2,0,1
"1813",6,-0.30958599,11.02,-2.09999999999999,-2.09999999999999,4,0,0,0,0,2,2,0,1
"1820",6,-0.30362036,8.89,-0.5,-0.5,4,0,0,0,0,2,2,0,1
"1827",6,-0.28713983,7.57,0.800000000000011,0.800000000000011,4,0,0,0,0,2,2,0,0
"1834",6,-0.26243492,6.39,1.90000000000001,1.90000000000001,4,0,0,0,0,2,2,0,0
"1841",6,-0.22954642,5.39,2.90000000000001,2.90000000000001,4,0,0,0,0,2,2,0,0
"1848",6,-0.19031469,4.55,3.69999999999999,3.69999999999999,4,0,0,0,0,1,1,0,0
"1855",6,-0.14566506,3.84,4.40000000000001,4.40000000000001,4,0,0,0,0,1,1,0,0
"1862",6,-0.09627884,3.25,4.90000000000001,4.90000000000001,4,0,0,0,0,1,1,0,0
"1869",6,-0.04307384,2.74,5.40000000000001,5.40000000000001,4,0,0,0,0,1,1,0,0
"1876",6,0.01348511,2.31,5.80000000000001,5.80000000000001,4,0,0,0,0,1,1,0,0
