"","PBNleg","dscrPhase","PBNdeviation","bank","angleBrM","angdifHCl","angdifSCl","discrSettingNextHdg","dscrTimeWPTCheckCurrLeg","dscrTimeWPTCheckNxtLeg","dscrTimeNavlogCheck","dscrTimeMapCheck","dscrTimeTrackCheck","dscrTimeMapClick","dscrPBNdeviationIntegrCorr"
"546",3,3,-0.11758387,10.52,-0.800000000000011,-0.800000000000011,9,0,0,0,3,2,2,0,0
"553",3,3,-0.1052525,8.19,1.30000000000001,1.30000000000001,9,0,0,0,2,2,2,0,0
"560",3,3,-0.08361871,6.57,2.90000000000001,2.90000000000001,9,0,0,0,3,2,2,0,0
"567",3,3,-0.05451603,5.09,4.30000000000001,4.30000000000001,9,0,0,0,3,2,2,0,0
"574",3,3,-0.01958833,4.01,5.30000000000001,5.30000000000001,9,0,0,0,3,2,2,0,0
"581",3,3,0.01992584,3.14,6.09999999999999,6.09999999999999,9,0,0,0,3,2,2,0,0
"588",4,4,0.04567413,2.48,1.69999999999999,1.69999999999999,87,0,0,0,3,1,1,0,0
"595",4,4,0.06710406,6.64,2.40000000000001,2.40000000000001,87,0,0,0,2,1,1,0,0
"602",4,4,0.05331698,17.08,-5.40000000000001,-5.40000000000001,77,0,0,0,2,1,1,0,0
"609",4,4,0.05026622,27.91,-10.4,-10.4,67,0,0,0,2,4,1,0,0
"616",4,4,0.02848246,30.65,-3,-3,67,0,0,0,4,3,1,0,0
"623",4,4,0.03657985,29.83,-5.80000000000001,-5.80000000000001,57,0,0,0,3,3,1,0,0
"630",4,4,0.03848374,30.04,1.19999999999999,1.19999999999999,57,0,0,0,3,3,1,0,0
"637",4,4,0.05942544,29.99,-1.69999999999999,-1.69999999999999,47,0,0,0,3,3,1,0,0
"644",4,4,0.0830475,30,5.30000000000001,5.30000000000001,47,0,0,0,3,3,1,0,0
"651",4,4,0.11453358,30,2.09999999999999,2.09999999999999,37,0,0,0,3,2,1,0,0
"658",4,4,0.15847615,29.79,9.09999999999999,9.09999999999999,37,0,0,0,2,2,1,0,0
"665",4,4,0.1991101,23.51,5.40000000000001,5.40000000000001,27,0,0,0,2,2,1,0,0
"672",4,4,0.25385991,18.14,0,0,10,0,0,0,2,2,1,0,0
"679",4,4,0.27734735,11.69,3.39999999999998,3.39999999999998,10,0,0,0,2,2,1,0,0
"686",4,4,0.29476646,4.28,-4.80000000000001,-4.80000000000001,0,0,0,0,2,2,1,0,0
"693",4,4,0.28312669,4.33,-3.90000000000001,-3.90000000000001,0,0,0,0,4,2,1,0,0
"700",4,2,0.25260157,3.31,-11.1,-11.1,-8,0,0,0,3,2,1,0,0
"707",4,2,0.20431712,2.62,-10.4,-10.4,-8,0,0,0,3,2,1,0,0
"714",4,2,0.15898142,2.09,-9.90000000000001,-9.90000000000001,-8,0,0,0,3,2,1,0,0
"721",4,2,0.11713125,1.66,-9.5,-9.5,-8,0,0,0,4,2,1,0,0
"728",4,2,0.07581358,1.32,-9.19999999999999,-9.19999999999999,-4,0,0,0,3,1,1,0,0
"735",4,2,0.03616529,4.4,-8.90000000000001,-8.90000000000001,-4,0,0,0,3,1,1,0,0
"742",4,2,0.00084908,4.46,-7.80000000000001,-7.80000000000001,-4,0,0,0,3,1,1,0,0
"749",4,2,-0.02942329,4.81,-7,-7,-1,0,0,0,3,1,1,0,0
"756",4,2,-0.05418196,5.63,-5.80000000000001,-5.80000000000001,-1,0,0,0,3,1,1,0,0
"763",4,2,-0.07275888,3.96,-4.80000000000001,-4.80000000000001,-1,0,0,0,2,1,1,0,0
"770",4,2,-0.08672588,3.26,-4,-4,-1,0,0,0,4,1,1,0,0
"777",4,2,-0.09699272,2.58,-3.40000000000001,-3.40000000000001,-1,0,0,0,3,1,1,0,0
"784",4,2,-0.1043318,2.05,-2.90000000000001,-2.90000000000001,-1,0,0,0,3,1,1,0,0
"791",4,3,-0.10917412,1.64,-2.5,-2.5,-1,0,0,0,3,1,1,0,0
"798",4,3,-0.11231737,1.31,-2.19999999999999,-2.19999999999999,-1,0,0,0,3,3,1,0,0
"805",4,3,-0.11402155,1.04,-2,-2,-1,0,0,0,2,3,1,0,0
"812",4,3,-0.1144698,0.83,-1.80000000000001,-1.80000000000001,-1,0,0,0,2,3,1,0,0
"819",4,3,-0.11395986,0.66,-1.59999999999999,-1.59999999999999,36,1,0,0,2,3,0,0,0
"826",4,3,-0.112429,5.09,-1.30000000000001,-1.30000000000001,36,1,0,0,2,3,0,0,0
"833",5,4,-0.13060544,15.48,-4.5,-4.5,31,0,0,0,2,2,0,0,0
"840",5,4,-0.13948711,26.27,-10.2,-10.2,21,0,0,0,2,2,0,0,0
"847",5,4,-0.16691293,30.35,-3.40000000000001,-3.40000000000001,21,0,0,0,2,2,0,0,0
"854",5,4,-0.17284411,21.37,-7.59999999999999,-7.59999999999999,11,0,0,0,2,2,0,0,0
"861",5,4,-0.19264651,15.45,-3.80000000000001,-3.80000000000001,11,0,0,0,2,2,0,0,0
"868",5,4,-0.2156825,12.79,-9.90000000000001,-9.90000000000001,2,0,0,0,2,2,0,0,0
"875",5,1,-0.25198427,10.19,-10.5,-10.5,5,0,0,0,2,2,0,0,0
"882",5,1,-0.29347106,14.08,-8.30000000000001,-8.30000000000001,5,0,0,0,1,2,0,0,0
"889",5,1,-0.3199373,11.45,-5.5,-5.5,5,0,0,0,1,2,0,0,1
"896",5,1,-0.3329451,8.94,-3.40000000000001,-3.40000000000001,8,0,0,0,1,2,0,0,1
"903",5,1,-0.33531184,10.3,-1.59999999999999,-1.59999999999999,8,0,0,0,1,2,0,0,1
"910",5,1,-0.32645529,8.26,0.400000000000006,0.400000000000006,8,0,0,0,1,1,0,0,1
"917",5,1,-0.30764394,6.52,1.90000000000001,1.90000000000001,8,0,0,0,1,4,0,0,2
"924",5,1,-0.28218884,5.3,3,3,8,0,0,0,1,3,0,4,0
"931",5,1,-0.25002461,4.25,4,4,8,0,0,0,4,3,0,3,0
"938",5,1,-0.21283893,3.4,4.8,4.8,8,0,0,0,3,3,0,3,0
"945",5,1,-0.17168721,2.73,5.40000000000001,5.40000000000001,8,0,0,0,3,3,0,3,0
"952",5,2,-0.12731712,2.2,5.90000000000001,5.90000000000001,8,0,0,0,3,3,0,3,0
"959",5,2,-0.08027588,1.77,6.3,6.3,8,0,0,0,3,2,0,3,0
"966",5,2,-0.03122869,-1.19,6.59999999999999,6.59999999999999,2,0,0,0,2,2,0,2,0
"973",5,2,0.0162679,-4.97,5.90000000000001,5.90000000000001,2,0,0,0,2,2,0,2,0
"980",5,2,0.05878172,-4.19,5.09999999999999,5.09999999999999,-3,0,0,0,2,2,0,2,0
"987",5,2,0.09562606,-8.1,3.8,3.8,-3,0,0,0,4,2,0,2,0
"994",5,2,0.12318175,-5.73,2.5,2.5,-3,0,0,0,3,2,0,2,0
"1001",5,2,0.14519766,-4.74,1.40000000000001,1.40000000000001,-3,0,0,0,3,2,0,2,0
"1008",5,2,0.16157704,-3.81,0.599999999999994,0.599999999999994,-3,0,0,0,3,2,0,2,0
"1015",5,2,0.17362302,-3.08,-0.0999999999999943,-0.0999999999999943,-3,0,0,0,4,2,0,2,0
"1022",5,2,0.18212332,-2.49,-0.700000000000003,-0.700000000000003,-3,0,0,0,3,2,0,2,0
"1029",5,2,0.18779018,-2.01,-1.09999999999999,-1.09999999999999,-48,1,0,0,3,2,0,2,0
"1036",5,2,0.19082629,-7.04,-1.69999999999999,-1.69999999999999,-48,1,0,0,3,4,0,2,0
"1043",5,3,0.18568155,-17.27,-3.80000000000001,-3.80000000000001,-48,1,0,0,3,3,0,1,0
"1050",5,3,0.16015048,-28,-8.30000000000001,-8.30000000000001,-48,1,0,0,2,3,0,1,0
"1057",5,3,0.10096904,-30.43,-14.9,-14.9,-48,1,0,0,2,3,0,1,0
"1064",5,3,0.00397194,-29,-21.2,-21.2,-48,1,0,0,2,3,0,1,0
"1071",5,3,-0.12783879,-22.79,-26.6,-26.6,-48,1,0,0,2,4,0,1,0
"1078",6,4,-0.2765216,-18.43,-25.7,-25.7,-43,0,0,0,2,3,0,1,0
"1085",6,4,-0.42850014,-14.89,-29,-29,7,0,0,0,2,3,0,1,1
"1092",6,4,-0.558334,-7.2,-21.4,-21.4,17,0,0,0,2,3,0,1,1
"1099",6,4,-0.66341794,3.46,-12.1,-12.1,27,0,0,0,2,3,0,1,2
"1106",6,4,-0.7205451,13.9,-10.7,-10.7,27,0,0,0,2,3,0,1,2
"1113",6,4,-0.70641673,24.66,3,3,37,0,0,0,2,2,0,1,2
"1120",6,4,-0.62643804,30.63,17.2,17.2,45,0,0,0,2,2,0,1,2
"1127",6,1,-0.48045266,22.35,26.7,26.7,29,0,0,0,2,2,0,1,2
"1134",6,1,-0.30215086,11.66,30.1,30.1,29,0,0,0,4,2,0,1,2
"1141",6,1,-0.11213402,0.91,31.6,31.6,-1,0,0,0,3,2,0,1,0
"1148",6,1,0.07962649,-7.31,31.2,31.2,-1,0,0,0,3,2,0,1,0
"1155",6,1,0.26429995,-17.87,28.9,28.9,-1,0,0,0,3,4,0,1,0
"1162",6,1,0.43119609,-27.5,24.3,24.3,-1,0,0,0,3,3,0,1,1
"1169",6,1,0.5654886,-25.51,18.9,18.9,-21,0,0,0,2,3,0,1,1
"1176",6,1,0.67370535,-30.59,13,13,-21,0,0,0,2,4,4,1,2
"1183",6,1,0.74219588,-29.58,6.80000000000001,6.80000000000001,-21,0,0,0,2,3,3,1,2
"1190",6,1,0.77637515,-23.88,1.40000000000001,1.40000000000001,-21,0,0,0,2,3,3,1,2
"1197",6,1,0.78081493,-19.3,-2.90000000000001,-2.90000000000001,-21,0,0,0,2,3,3,1,2
"1204",6,1,0.76203996,-15.67,-6.30000000000001,-6.30000000000001,-21,0,0,0,2,3,3,1,2
"1211",6,1,0.72465364,-12.73,-9,-9,-21,0,0,0,2,3,2,1,2
"1218",6,1,0.67240894,-9.47,-11.2,-11.2,-16,0,0,0,2,2,2,1,2
"1225",6,1,0.61001756,-3.19,-12.4,-12.4,-16,0,0,0,2,2,2,1,2
"1232",6,1,0.54307529,-3.21,-13,-13,-16,0,0,0,4,2,2,1,2
"1239",6,1,0.47274818,-2.54,-13.6,-13.6,-16,0,0,0,3,2,2,1,2
"1246",6,1,0.39947568,-2.08,-14,-14,-16,0,0,0,3,2,2,1,2
"1253",6,1,0.32374098,-1.69,-14.4,-14.4,-16,0,0,0,3,2,2,1,2
"1260",6,1,0.24844724,2.07,-14.6,-14.6,-12,0,0,0,3,2,2,1,0
"1267",6,1,0.17251888,2.34,-14.1,-14.1,-12,0,0,0,3,2,2,1,0
"1274",6,1,0.09937325,1.78,-13.7,-13.7,-12,0,0,0,2,2,2,0,0
"1281",6,1,0.02831567,1.47,-13.4,-13.4,-12,0,0,0,2,2,2,0,0
"1288",6,1,-0.04116471,1.19,-13.1,-13.1,-2,0,0,0,2,2,2,0,0
"1295",6,1,-0.10873197,7.27,-12.6,-12.6,-2,0,0,0,2,1,1,0,0
"1302",6,1,-0.16833285,9.97,-10.8,-10.8,-2,0,0,0,2,1,1,0,0
"1309",6,1,-0.21681251,7.47,-9.10000000000002,-9.10000000000002,-2,0,0,0,2,1,1,0,0
"1316",6,1,-0.25648644,6.17,-7.80000000000001,-7.80000000000001,-2,0,0,0,2,1,1,0,0
"1323",6,1,-0.28898409,5.02,-6.69999999999999,-6.69999999999999,-2,0,0,0,2,1,1,0,0
"1330",6,1,-0.31509281,4.1,-5.90000000000001,-5.90000000000001,-2,0,0,0,2,1,1,0,1
"1337",6,1,-0.33713634,3.34,-5.09999999999999,-5.09999999999999,-2,0,0,0,2,1,1,0,1
"1344",6,1,-0.35523809,1.81,-4.59999999999999,-4.59999999999999,-5,0,0,0,2,1,1,0,1
"1351",6,1,-0.37162141,-2.03,-4.59999999999999,-4.59999999999999,-9,0,0,0,1,1,1,0,1
"1358",6,1,-0.39058846,-4.26,-5.30000000000001,-5.30000000000001,-9,0,0,0,1,4,1,0,2
"1365",6,1,-0.41421383,-3.16,-6,-6,-9,0,0,0,1,3,1,0,2
"1372",6,1,-0.44151238,-2.61,-6.5,-6.5,-9,0,0,0,1,3,1,0,2
"1379",6,1,-0.47097927,-2.13,-7,-7,-9,0,0,0,1,3,1,0,2
"1386",6,1,-0.50370007,-1.74,-7.39999999999998,-7.39999999999998,-9,0,0,0,1,3,1,0,2
"1393",6,1,-0.53831849,0.57,-7.60000000000002,-7.60000000000002,11,0,0,0,1,3,1,0,2
"1400",6,1,-0.5713345,10.95,-6.60000000000002,-6.60000000000002,11,0,0,0,4,2,1,0,2
"1407",6,1,-0.59170813,16.94,-3.59999999999999,-3.59999999999999,11,0,0,0,3,2,1,0,2
"1414",6,1,-0.59308231,12.44,-0.800000000000011,-0.800000000000011,11,0,0,0,3,2,1,0,2
"1421",6,1,-0.57950943,10.24,1.40000000000001,1.40000000000001,11,0,0,0,3,2,1,0,2
"1428",6,1,-0.5539154,8.3,3.19999999999999,3.19999999999999,11,0,0,0,3,2,1,0,2
"1435",6,1,-0.51865476,6.75,4.69999999999999,4.69999999999999,11,0,0,0,3,2,1,0,2
"1442",6,1,-0.47690205,5.51,5.80000000000001,5.80000000000001,11,0,0,0,2,2,1,0,2
"1449",6,1,-0.42774165,4.48,6.80000000000001,6.80000000000001,11,0,0,0,2,2,1,0,2
"1456",6,1,-0.37350064,3.63,7.59999999999999,7.59999999999999,11,0,0,0,2,2,1,0,2
"1463",6,1,-0.31482278,1.31,8.19999999999999,8.19999999999999,8,0,0,0,2,2,1,0,2
"1470",6,1,-0.25500556,-0.31,8.19999999999999,8.19999999999999,8,0,0,0,2,2,1,0,0
"1477",6,1,-0.1955858,-0.15,8.19999999999999,8.19999999999999,8,0,0,0,2,1,1,0,0
"1484",6,1,-0.13639971,-1.48,8.09999999999999,8.09999999999999,2,0,0,0,2,1,1,0,0
"1491",6,1,-0.07991851,-5.87,7.19999999999999,7.19999999999999,-3,0,0,0,2,1,1,0,0
"1498",6,1,-0.0300437,-8.51,5.90000000000001,5.90000000000001,-3,0,0,0,2,1,1,0,0
"1505",6,1,0.00975317,-7.8,4.30000000000001,4.30000000000001,-3,0,0,0,2,1,1,0,0
"1512",6,1,0.04156622,-6.26,2.90000000000001,2.90000000000001,-3,0,0,0,2,1,1,0,0
"1519",6,1,0.06673015,-5.36,2,2,-3,0,0,0,1,1,1,0,0
"1526",6,1,0.08618419,-6.11,0.900000000000006,0.900000000000006,-6,0,0,0,1,1,0,0,0
"1533",6,1,0.09890547,-6.1,-0.300000000000011,-0.300000000000011,-6,0,0,0,1,1,0,0,0
"1540",6,1,0.10462682,-4.9,-1.40000000000001,-1.40000000000001,-6,0,0,0,1,1,0,0,0
"1547",6,1,0.10469211,-4.01,-2.19999999999999,-2.19999999999999,-6,0,0,0,1,1,0,0,0
"1554",6,1,0.10012136,-3.26,-3,-3,-6,0,0,0,1,1,0,0,0
"1561",6,1,0.09169241,-2.68,-3.5,-3.5,-6,0,0,0,1,1,0,0,0
"1568",6,1,0.08017261,-2.19,-3.90000000000001,-3.90000000000001,-6,0,0,0,1,1,0,0,0
"1575",6,1,0.06605375,-1.8,-4.30000000000001,-4.30000000000001,-6,0,4,0,1,1,0,0,0
"1582",6,1,0.0502217,-1.48,-4.59999999999999,-4.59999999999999,-6,0,3,0,1,1,0,0,0
"1589",6,1,0.03213459,-1.21,-4.90000000000001,-4.90000000000001,-6,0,3,0,4,1,0,0,0
"1596",6,1,0.01251052,-1,-5.09999999999999,-5.09999999999999,-6,0,3,0,3,1,0,0,0
"1603",6,1,-0.00841377,-0.75,-5.19999999999999,-5.19999999999999,-1,0,3,0,3,1,0,0,0
"1610",6,1,-0.02931513,5.88,-4.80000000000001,-4.80000000000001,1,0,3,0,3,1,0,0,0
"1617",6,1,-0.0446787,5.09,-3.80000000000001,-3.80000000000001,1,0,2,0,3,1,0,0,0
"1624",6,1,-0.05403485,4.17,-2.90000000000001,-2.90000000000001,1,0,2,0,3,1,0,0,0
"1631",6,1,-0.05857765,3.44,-2.19999999999999,-2.19999999999999,1,0,2,0,2,1,0,0,0
"1638",6,1,-0.05905753,2.84,-1.69999999999999,-1.69999999999999,1,0,2,0,2,1,0,0,0
"1645",6,1,-0.05622826,2.35,-1.19999999999999,-1.19999999999999,1,0,2,0,2,1,0,0,0
"1652",6,1,-0.05061054,1.94,-0.800000000000011,-0.800000000000011,1,0,2,0,2,1,0,0,0
"1659",6,1,-0.04267095,1.61,-0.5,-0.5,1,0,2,0,2,1,0,0,0
"1666",6,1,-0.03301818,1.34,-0.300000000000011,-0.300000000000011,1,0,2,0,2,1,0,0,0
"1673",6,1,-0.02159218,1.11,0,0,1,0,2,0,2,1,0,0,0
"1680",6,1,-0.0087325,0.93,0.0999999999999943,0.0999999999999943,1,0,2,0,2,1,0,0,0
"1687",6,1,0.00527827,0.77,0.300000000000011,0.300000000000011,1,0,2,0,2,1,0,0,0
"1694",6,1,0.02021553,0.63,0.400000000000006,0.400000000000006,1,0,1,0,2,1,0,0,0
"1701",6,1,0.03599295,-0.41,0.5,0.5,-2,0,1,0,2,1,0,0,0
"1708",6,1,0.05099161,-2.59,0.199999999999989,0.199999999999989,-2,0,1,0,1,0,0,0,0
"1715",6,1,0.06325402,-1.86,-0.199999999999989,-0.199999999999989,-2,0,1,0,1,0,0,0,0
"1722",6,1,0.07337713,-1.59,-0.5,-0.5,-2,0,1,0,1,0,0,0,0
"1729",6,1,0.08169467,-1.32,-0.699999999999989,-0.699999999999989,-2,0,1,0,1,0,0,0,0
"1736",6,1,0.08831549,-1.11,-0.900000000000006,-0.900000000000006,-2,0,1,0,1,0,0,0,0
"1743",6,1,0.09389544,-0.93,-1.09999999999999,-1.09999999999999,-2,0,1,0,1,4,0,0,0
"1750",6,1,0.098404,-0.78,-1.30000000000001,-1.30000000000001,-2,0,1,0,1,3,0,0,0
"1757",6,1,0.10202918,-0.66,-1.40000000000001,-1.40000000000001,-2,0,1,0,1,3,4,0,0
"1764",6,1,0.10488597,-0.55,-1.5,-1.5,-2,0,1,0,1,3,3,0,0
"1771",6,1,0.10711533,-0.46,-1.59999999999999,-1.59999999999999,-2,0,1,0,1,3,3,0,0
"1778",6,1,0.10877668,-1.14,-1.59999999999999,-1.59999999999999,-2,0,1,0,1,3,3,0,0
"1785",6,1,0.10926921,-1.27,-1.90000000000001,-1.90000000000001,-2,0,1,0,1,2,3,0,0
"1792",6,1,0.1082893,-1,-2,-2,-2,0,1,0,1,2,2,0,0
"1799",6,2,0.10622376,-0.86,-2.19999999999999,-2.19999999999999,-2,0,1,0,1,2,2,0,0
"1806",6,2,0.10308424,-0.72,-2.30000000000001,-2.30000000000001,-2,0,1,0,1,2,2,0,0
"1813",6,2,0.0991106,-0.61,-2.40000000000001,-2.40000000000001,-2,0,1,0,1,2,2,0,0
"1820",6,2,0.09435366,-0.51,-2.5,-2.5,-2,0,1,0,1,2,2,0,0
"1827",6,2,0.08903845,-0.43,-2.59999999999999,-2.59999999999999,-2,0,1,0,1,2,2,0,0
"1834",6,2,0.08319988,-0.36,-2.59999999999999,-2.59999999999999,-2,0,1,0,1,2,2,0,0
"1841",6,2,0.07693423,-0.31,-2.69999999999999,-2.69999999999999,-2,0,1,0,1,2,2,0,0
"1848",6,2,0.07024658,-0.26,-2.69999999999999,-2.69999999999999,-2,0,1,0,1,2,2,0,0
"1855",6,2,0.06330803,-0.22,-2.80000000000001,-2.80000000000001,-2,0,1,0,1,2,2,0,0
"1862",6,2,0.05601541,-0.19,-2.80000000000001,-2.80000000000001,-2,0,1,0,1,1,2,0,0
"1869",6,3,0.04854245,-0.16,-2.80000000000001,-2.80000000000001,-2,0,1,0,1,1,1,0,0
"1876",6,3,0.04108185,-0.14,-2.90000000000001,-2.90000000000001,-2,0,1,0,1,1,1,0,0
"1883",6,3,0.03319687,-0.12,-2.90000000000001,-2.90000000000001,-2,0,1,0,1,1,1,0,0
