"","PBNleg","PBNdeviation","bank","angleBrM","angdifHCl","angdifSCl","discrSettingNextHdg","dscrTimeWPTCheckCurrLeg","dscrTimeWPTCheckNxtLeg","dscrTimeNavlogCheck","dscrTimeMapCheck","dscrTimeTrackCheck","dscrTimeMapClick","dscrPBNdeviationIntegrCorr"
"469",3,0.30940867,-3.14,-13.1,-13.1,-16,0,1,0,2,2,1,2,2
"476",3,0.24954835,-2.56,-13.9,-13.9,-16,0,1,0,2,2,1,2,0
"483",3,0.18665366,-1.66,-14.3,-14.3,-16,0,1,0,2,2,1,2,0
"490",3,0.12181519,-1.44,-14.7,-14.7,-12,0,1,0,2,2,1,2,0
"497",3,0.05581738,3.19,-14.7,-14.7,-12,0,1,0,2,2,1,2,0
"504",3,-0.00581386,3.08,-14,-14,-1,0,1,0,2,2,1,2,0
"511",3,-0.06497352,10.9,-12.8,-12.8,-1,0,1,0,4,2,1,1,0
"518",3,-0.11282772,11.43,-10.1,-10.1,-1,0,1,0,3,2,1,1,0
"525",3,-0.14810432,7.98,-8,-8,2,0,1,0,3,4,1,1,0
"532",3,-0.1735726,9.31,-6,-6,2,0,1,0,3,3,1,1,0
"539",3,-0.18903682,6.56,-4.19999999999999,-4.19999999999999,2,0,1,0,3,3,1,1,0
"546",3,-0.19676516,5.27,-2.89999999999998,-2.89999999999998,2,0,1,0,2,3,1,1,0
"553",3,-0.19883953,4.18,-1.80000000000001,-1.80000000000001,7,0,1,0,2,3,1,1,0
"560",3,-0.195309,8.65,-0.600000000000023,-0.600000000000023,7,0,1,0,2,3,0,1,0
"567",3,-0.18294081,6.34,1.19999999999999,1.19999999999999,7,0,1,0,4,2,0,1,0
"574",3,-0.16312111,4.84,2.40000000000001,2.40000000000001,7,0,1,0,3,2,0,1,0
"581",3,-0.13778962,3.88,3.40000000000001,3.40000000000001,7,0,1,0,3,2,0,1,0
"588",4,-0.1216923,3.05,-0.800000000000011,-0.800000000000011,87,0,1,0,3,2,0,1,0
"595",4,-0.11234373,7.95,0,0,87,0,1,0,3,2,0,1,0
"602",4,-0.12531531,18.53,-7.40000000000001,-7.40000000000001,77,0,1,0,3,4,0,4,0
"609",4,-0.1373438,29.05,-2,-2,77,0,1,0,3,3,0,4,0
"616",4,-0.14976138,30.41,-4.5,-4.5,67,0,0,0,3,3,0,3,0
"623",4,-0.14064725,29.88,2.59999999999999,2.59999999999999,67,0,0,0,3,3,0,3,0
"630",4,-0.13262356,30.03,-0.300000000000011,-0.300000000000011,57,0,0,0,3,3,0,3,0
"637",4,-0.10284118,29.99,6.59999999999999,6.59999999999999,57,0,0,0,2,3,0,3,0
"644",4,-0.07666676,30,3.59999999999999,3.59999999999999,47,0,0,0,2,2,0,2,0
"651",4,-0.02492364,30,10.6,10.6,47,0,0,0,2,2,0,2,0
"658",4,0.01704499,30,7.59999999999999,7.59999999999999,37,0,0,0,2,4,0,2,0
"665",4,0.08700405,25.12,4.19999999999999,4.19999999999999,27,0,0,0,2,3,0,2,0
"672",4,0.13784118,18.98,9.09999999999999,9.09999999999999,27,0,0,0,4,3,0,2,0
"679",4,0.19510887,15.32,2.69999999999999,2.69999999999999,17,0,0,0,3,3,0,2,0
"686",4,0.23192558,12.08,5.69999999999999,5.69999999999999,17,0,0,0,3,3,0,2,0
"693",4,0.25274178,9.55,-1.90000000000001,-1.90000000000001,-3,0,0,0,3,3,0,2,0
"700",4,0.26040312,5.26,-0.0999999999999943,-0.0999999999999943,-3,0,0,0,3,2,0,2,0
"707",4,0.24122202,-3.88,-7.69999999999999,-7.69999999999999,-11,0,0,0,2,4,0,2,0
"714",4,0.20592713,-2.84,-8.5,-8.5,-11,0,0,0,2,3,0,2,0
"721",4,0.16826068,-2.03,-9,-9,-11,0,0,0,2,3,0,1,0
"728",4,0.12726157,-1.73,-9.40000000000001,-9.40000000000001,-8,0,0,0,2,3,0,1,0
"735",4,0.08446544,1.75,-9.59999999999999,-9.59999999999999,-8,0,0,0,2,3,0,1,0
"742",4,0.04301157,1.41,-9.19999999999999,-9.19999999999999,-8,0,0,0,4,2,0,1,0
"749",4,0.00316054,0.98,-9,-9,-8,0,0,0,3,2,0,1,0
"756",4,-0.0356582,1.76,-8.69999999999999,-8.69999999999999,-1,0,0,0,3,2,0,1,0
"763",4,-0.0714647,8.21,-7.80000000000001,-7.80000000000001,-1,0,0,0,3,4,0,1,0
"770",4,-0.0985413,5.66,-6.30000000000001,-6.30000000000001,-1,0,0,0,3,3,0,1,0
"777",4,-0.11974791,7.1,-5.09999999999999,-5.09999999999999,2,0,0,0,2,3,0,1,0
"784",4,-0.13317433,6.31,-3.69999999999999,-3.69999999999999,2,0,0,0,4,3,0,1,0
"791",4,-0.13937343,4.73,-2.5,-2.5,2,0,0,0,3,3,0,1,0
"798",4,-0.14010909,3.85,-1.59999999999999,-1.59999999999999,2,0,0,0,3,3,0,1,0
"805",4,-0.13638489,3.05,-0.800000000000011,-0.800000000000011,2,0,0,0,3,2,0,1,0
"812",4,-0.12913792,2.43,-0.300000000000011,-0.300000000000011,2,0,0,0,4,2,0,1,0
"819",4,-0.11944252,1.94,0.199999999999989,0.199999999999989,2,0,0,0,3,2,0,1,0
"826",4,-0.10723735,1.55,0.599999999999994,0.599999999999994,2,0,0,0,3,2,0,1,0
"833",5,-0.0965879,1.24,-4.19999999999999,-4.19999999999999,-3,1,0,0,3,4,0,1,0
"840",5,-0.10977652,1.93,-3.90000000000001,-3.90000000000001,31,0,0,0,3,3,0,1,0
"847",5,-0.13812683,11.19,-12.9,-12.9,21,0,0,0,3,3,0,1,0
"854",5,-0.19120563,21.89,-9.59999999999999,-9.59999999999999,21,0,0,0,2,3,0,1,0
"861",5,-0.24525264,29.49,-13.8,-13.8,11,0,0,0,2,3,0,1,0
"868",5,-0.29278608,22.9,-7.90000000000001,-7.90000000000001,11,0,0,0,2,3,0,1,0
"875",5,-0.34063372,15.42,-12.9,-12.9,2,0,0,0,2,2,0,1,1
"882",5,-0.39511246,12.93,-13,-13,-1,0,0,0,4,2,0,1,1
"889",5,-0.44935772,10.23,-10.6,-10.6,-1,0,0,0,3,4,0,1,1
"896",5,-0.49191407,8.21,-8.69999999999999,-8.69999999999999,-1,0,0,0,3,3,0,1,2
"903",5,-0.52513866,6.58,-7.19999999999999,-7.19999999999999,-1,0,0,0,3,3,0,1,2
"910",5,-0.55033076,6.83,-5.90000000000001,-5.90000000000001,9,0,0,0,3,3,0,1,2
"917",5,-0.56724218,14.72,-3.90000000000001,-3.90000000000001,19,0,0,0,3,3,0,1,2
"924",5,-0.56657002,21.8,-0.0999999999999943,-0.0999999999999943,19,0,0,0,2,3,0,1,2
"931",5,-0.54110981,16.13,4.09999999999999,4.09999999999999,19,0,0,0,2,4,0,1,2
"938",5,-0.49727188,12.77,6.90000000000001,6.90000000000001,19,0,0,0,2,3,0,1,2
"945",5,-0.43751823,10.39,9.3,9.3,19,0,0,0,2,3,0,1,2
"952",5,-0.36580993,5.86,11.2,11.2,9,0,0,0,2,3,0,1,2
"959",5,-0.28793688,-3.18,11.6,11.6,9,0,0,0,3,3,0,0,0
"966",5,-0.2120043,-2.19,11,11,9,0,0,0,3,2,0,0,0
"973",5,-0.13856728,-2.52,10.6,10.6,-1,0,0,0,3,2,0,0,0
"980",5,-0.0690105,-11.04,9.5,9.5,-1,0,0,0,3,2,0,0,0
"987",5,-0.01180607,-9.27,7.40000000000001,7.40000000000001,-1,0,0,0,3,2,0,0,0
"994",5,0.03651348,-7.11,5.8,5.8,-1,0,0,0,4,2,0,0,0
"1001",5,0.07668349,-5.85,4.5,4.5,-1,0,0,0,3,4,0,0,0
"1008",5,0.11018374,-4.69,3.40000000000001,3.40000000000001,-1,0,0,0,3,3,0,0,0
"1015",5,0.13830004,-3.79,2.59999999999999,2.59999999999999,-1,0,0,0,3,3,0,0,0
"1022",5,0.16212524,-3.06,1.90000000000001,1.90000000000001,-1,0,0,0,3,3,0,0,0
"1029",5,0.18191054,-2.49,1.3,1.3,-1,0,0,0,3,3,0,0,0
"1036",5,0.19954358,-2.01,0.900000000000006,0.900000000000006,-1,0,0,0,2,3,0,0,0
"1043",5,0.21488879,-1.87,0.5,0.5,-5,0,0,0,2,2,0,0,0
"1050",5,0.22727075,-5.76,-0.200000000000003,-0.200000000000003,-5,0,0,0,4,2,0,0,0
"1057",5,0.23369398,-4,-1.19999999999999,-1.19999999999999,-5,0,0,0,3,4,0,0,0
"1064",5,0.2353884,-3.32,-1.90000000000001,-1.90000000000001,-5,0,0,0,3,3,0,0,0
"1071",5,0.23327368,-4.27,-2.5,-2.5,-48,1,0,0,3,3,0,0,0
"1078",5,0.22552025,-13.73,-3.90000000000001,-3.90000000000001,-48,1,0,0,3,3,0,0,0
"1085",6,0.21458809,-24.48,-2.59999999999999,-2.59999999999999,-43,0,0,0,4,3,0,0,0
"1092",6,0.18907976,-30.89,-8.80000000000001,-8.80000000000001,-43,0,0,0,3,3,0,0,0
"1099",6,0.17115171,-29.54,-5.09999999999999,-5.09999999999999,-33,0,0,0,3,4,0,4,0
"1106",6,0.13421333,-23.85,-0.699999999999989,-0.699999999999989,-23,0,0,0,3,3,0,3,0
"1113",6,0.1240491,-19.19,-5,-5,-23,0,0,0,3,3,0,3,0
"1120",6,0.11416386,-15.55,1.59999999999999,1.59999999999999,-13,0,0,0,3,3,0,3,0
"1127",6,0.12310384,-12.67,-1.09999999999999,-1.09999999999999,-13,0,0,0,2,3,0,3,0
"1134",6,0.15312457,-10.29,4.69999999999999,4.69999999999999,-5,0,0,0,2,2,0,3,0
"1141",6,0.19808781,-8.35,6.90000000000001,6.90000000000001,-1,0,0,0,2,2,0,2,0
"1148",6,0.24533157,-8.65,5.30000000000001,5.30000000000001,-11,0,0,0,2,2,0,2,0
"1155",6,0.28143914,-15.92,3,3,-11,0,0,0,2,3,4,2,0
"1162",6,0.30054043,-11.84,0.199999999999989,0.199999999999989,-11,0,0,0,2,3,3,2,1
"1169",6,0.30519798,-9.73,-1.80000000000001,-1.80000000000001,-11,0,0,0,2,3,3,2,1
"1176",6,0.29888878,-7.96,-3.5,-3.5,-11,0,0,0,2,3,3,2,0
"1183",6,0.28317686,-6.47,-4.90000000000001,-4.90000000000001,-21,0,0,0,2,3,3,2,0
"1190",6,0.25937604,-11.7,-6.30000000000001,-6.30000000000001,-21,0,0,0,2,2,3,2,0
"1197",6,0.22238442,-13.7,-9,-9,-21,0,0,0,2,2,2,2,0
"1204",6,0.16966403,-8.48,-11.2,-11.2,-11,0,0,0,1,2,2,2,0
"1211",6,0.10775078,1.09,-12.1,-12.1,-11,0,0,0,4,2,2,2,0
"1218",6,0.0455951,0.99,-11.8,-11.8,-11,0,0,0,3,4,2,1,0
"1225",6,-0.01367591,0.9,-11.7,-11.7,-1,0,0,0,3,3,2,1,0
"1232",6,-0.07233068,9.28,-11,-11,-1,0,0,0,3,3,2,1,0
"1239",6,-0.12168882,8.92,-9.10000000000002,-9.10000000000002,-1,0,0,0,3,3,2,1,0
"1246",6,-0.16061401,6.98,-7.60000000000002,-7.60000000000002,3,0,0,0,3,3,2,1,0
"1253",6,-0.19059908,10.07,-6,-6,3,0,0,0,2,2,2,1,0
"1260",6,-0.20955804,7.67,-4.30000000000001,-4.30000000000001,3,0,0,0,2,2,2,1,0
"1267",6,-0.21947833,6.31,-2.90000000000001,-2.90000000000001,3,0,0,0,2,2,2,1,0
"1274",6,-0.22201527,5.17,-1.90000000000001,-1.90000000000001,3,0,0,0,2,2,1,1,0
"1281",6,-0.21869591,4.21,-1,-1,3,0,0,0,2,2,1,1,0
"1288",6,-0.21047488,3.43,-0.199999999999989,-0.199999999999989,3,0,0,0,2,2,1,1,0
"1295",6,-0.19824292,2.8,0.400000000000006,0.400000000000006,3,0,4,0,2,2,1,1,0
"1302",6,-0.18270506,2.28,0.900000000000006,0.900000000000006,3,0,3,0,2,2,1,1,0
"1309",6,-0.16455176,1.86,1.30000000000001,1.30000000000001,3,0,3,0,2,2,1,1,0
"1316",6,-0.14425027,1.52,1.59999999999999,1.59999999999999,3,0,3,0,2,4,1,1,0
"1323",6,-0.12215201,1.24,1.80000000000001,1.80000000000001,3,0,3,0,2,3,1,1,0
"1330",6,-0.09863965,1.01,2.09999999999999,2.09999999999999,3,0,3,0,1,3,1,1,0
"1337",6,-0.07456846,0.83,2.19999999999999,2.19999999999999,3,0,2,0,1,3,1,1,0
"1344",6,-0.04895615,0.67,2.40000000000001,2.40000000000001,3,0,2,0,1,3,1,1,0
"1351",6,-0.02256676,0.55,2.5,2.5,3,0,2,0,1,3,1,1,0
"1358",6,0.00437188,-2.78,2.5,2.5,-1,0,2,0,1,2,1,1,0
"1365",6,0.02866588,-3.12,1.80000000000001,1.80000000000001,-1,0,2,0,1,2,1,1,0
"1372",6,0.04928681,-2.43,1.30000000000001,1.30000000000001,-1,0,2,0,1,2,1,1,0
"1379",6,0.0666237,-2,0.900000000000006,0.900000000000006,-1,0,2,0,1,2,1,1,0
"1386",6,0.08215196,-1.63,0.5,0.5,-1,0,2,0,1,2,1,1,0
"1393",6,0.09576195,-1.51,0.199999999999989,0.199999999999989,-4,0,2,0,1,2,1,1,0
"1400",6,0.10681486,-4.18,-0.400000000000006,-0.400000000000006,-4,0,2,0,1,2,1,1,0
"1407",6,0.11338045,-3.1,-1.09999999999999,-1.09999999999999,-4,0,3,0,1,2,1,1,0
"1414",6,0.1163136,-2.55,-1.59999999999999,-1.59999999999999,-4,0,3,0,1,2,1,1,0
"1421",6,0.11624767,-2.08,-2,-2,-4,0,3,0,1,2,1,1,0
"1428",6,0.11378307,-1.69,-2.40000000000001,-2.40000000000001,-4,0,3,0,1,2,1,1,0
"1435",6,0.10945938,-1.38,-2.69999999999999,-2.69999999999999,-4,0,3,0,1,1,1,1,0
"1442",6,0.10344365,-1.12,-2.90000000000001,-2.90000000000001,-4,0,2,0,1,1,1,1,0
"1449",6,0.09609549,-2.17,-3.19999999999999,-3.19999999999999,-7,0,2,0,1,1,1,0,0
"1456",6,0.08609765,-3.54,-3.80000000000001,-3.80000000000001,-7,0,2,0,1,1,1,0,0
"1463",6,0.07211376,-2.73,-4.40000000000001,-4.40000000000001,-7,0,2,0,1,1,1,0,0
"1470",6,0.05498067,-2.23,-4.90000000000001,-4.90000000000001,-7,0,2,0,1,1,1,0,0
"1477",6,0.03517494,-1.81,-5.30000000000001,-5.30000000000001,-7,0,2,0,1,1,1,0,0
"1484",6,0.01399627,-1.48,-5.59999999999999,-5.59999999999999,-7,0,2,0,1,1,1,0,0
"1491",6,-0.00943339,-1.2,-5.90000000000001,-5.90000000000001,-7,0,2,0,1,1,1,0,0
"1498",6,-0.0342037,-0.97,-6.10000000000002,-6.10000000000002,-7,0,2,0,1,1,1,0,0
"1505",6,-0.06002653,-0.79,-6.30000000000001,-6.30000000000001,-7,0,2,0,1,1,0,0,0
"1512",6,-0.0867236,-0.64,-6.39999999999998,-6.39999999999998,-7,0,2,0,1,1,0,0,0
"1519",6,-0.11410226,-0.54,-6.5,-6.5,-7,0,1,0,1,1,0,0,0
"1526",6,-0.1420999,-0.44,-6.60000000000002,-6.60000000000002,-7,0,1,0,1,1,0,0,0
"1533",6,-0.1707579,-0.36,-6.69999999999999,-6.69999999999999,-7,0,1,0,1,1,0,0,0
"1540",6,-0.19993756,-0.29,-6.69999999999999,-6.69999999999999,-7,0,1,0,1,1,0,0,0
"1547",6,-0.22879877,-0.24,-6.80000000000001,-6.80000000000001,-7,0,1,0,1,1,0,0,0
"1554",6,-0.25890724,-0.2,-6.80000000000001,-6.80000000000001,-7,0,1,0,1,1,0,0,0
"1561",6,-0.28936729,-0.16,-6.80000000000001,-6.80000000000001,-7,0,1,0,0,1,0,0,0
"1568",6,-0.32022644,-0.13,-6.89999999999998,-6.89999999999998,-7,0,1,0,0,1,0,0,1
"1575",6,-0.3513787,-0.11,-6.89999999999998,-6.89999999999998,-7,0,1,0,0,1,0,0,1
"1582",6,-0.3828658,-0.09,-6.89999999999998,-6.89999999999998,-7,0,1,0,0,1,0,0,1
"1589",6,-0.41470192,-0.07,-6.89999999999998,-6.89999999999998,-7,0,1,0,0,1,0,0,1
"1596",6,-0.44683962,-0.06,-6.89999999999998,-6.89999999999998,-7,0,1,0,0,1,0,0,2
"1603",6,-0.47831245,0.46,-6.89999999999998,-6.89999999999998,13,0,1,0,0,1,0,0,2
"1610",6,-0.50908334,10.04,-6.10000000000002,-6.10000000000002,13,0,1,0,0,4,0,0,2
"1617",6,-0.52832899,18.23,-3.30000000000001,-3.30000000000001,13,0,1,0,0,3,0,0,2
"1624",6,-0.52719182,14.05,-0.300000000000011,-0.300000000000011,13,0,1,0,0,3,0,0,2
"1631",6,-0.50890532,11.68,2,2,13,0,1,0,4,3,0,0,2
"1638",6,-0.47659344,9.62,3.90000000000001,3.90000000000001,13,0,1,0,3,3,0,0,2
"1645",6,-0.43410078,8,5.5,5.5,13,0,1,0,3,3,0,0,2
"1652",6,-0.38075294,8.37,6.80000000000001,6.80000000000001,16,0,1,0,3,2,0,0,2
"1659",6,-0.31764653,8.26,8.40000000000001,8.40000000000001,16,0,1,0,3,2,0,0,2
"1666",6,-0.24457273,6.69,9.69999999999999,9.69999999999999,8,0,1,0,3,2,0,0,0
"1673",6,-0.16362238,0.38,10.5,10.5,8,0,1,0,2,2,0,0,0
"1680",6,-0.08142886,-2.71,10.2,10.2,8,0,1,0,2,2,0,0,0
"1687",6,-0.00162556,-3.03,9.80000000000001,9.80000000000001,-1,0,1,0,2,2,0,0,0
"1694",6,0.0717388,-10.69,8.69999999999999,8.69999999999999,-1,0,1,0,2,2,0,0,0
"1701",6,0.13665201,-8.43,7,7,-1,0,1,0,2,2,0,0,0
"1708",6,0.19179571,-7.06,5.69999999999999,5.69999999999999,-1,0,1,0,2,2,0,0,0
"1715",6,0.23876359,-5.88,4.59999999999999,4.59999999999999,-1,0,1,0,2,4,0,0,0
"1722",6,0.27897263,-4.9,3.59999999999999,3.59999999999999,-1,0,1,0,2,3,0,0,0
"1729",6,0.31362254,-4.59,2.90000000000001,2.90000000000001,-11,0,1,0,2,3,0,0,1
"1736",6,0.34153012,-12.96,1.5,1.5,-11,0,1,0,2,3,0,0,1
"1743",6,0.35574926,-11.02,-0.599999999999994,-0.599999999999994,-11,0,1,0,2,3,0,0,1
"1750",6,0.35687091,-9.17,-2.30000000000001,-2.30000000000001,-11,0,1,0,1,2,0,0,1
"1757",6,0.34738284,-7.66,-3.69999999999999,-3.69999999999999,-11,0,4,0,1,2,0,0,2
"1764",6,0.3287994,-6.39,-4.90000000000001,-4.90000000000001,-11,0,3,0,1,2,0,0,2
"1771",6,0.30269039,-5.34,-5.90000000000001,-5.90000000000001,-11,0,3,0,1,2,0,0,2
"1778",6,0.27029544,-4.45,-6.80000000000001,-6.80000000000001,-11,0,3,0,1,2,0,0,0
"1785",6,0.23255522,-3.72,-7.5,-7.5,-11,0,3,0,1,2,0,0,0
"1792",6,0.19041559,-3.11,-8.10000000000002,-8.10000000000002,-11,0,3,0,1,2,0,0,0
"1799",6,0.14610292,-0.75,-8.5,-8.5,-9,0,2,0,1,2,0,0,0
"1806",6,0.09863088,-0.44,-8.5,-8.5,-9,0,2,0,1,2,0,0,0
"1813",6,0.05119416,0.76,-8.60000000000002,-8.60000000000002,-1,0,2,0,1,2,0,0,0
"1820",6,0.00579805,7.98,-7.89999999999998,-7.89999999999998,-1,0,2,0,1,2,0,0,0
"1827",6,-0.03071401,6.02,-6.69999999999999,-6.69999999999999,-1,0,4,0,1,1,0,0,0
"1834",6,-0.061155,5.1,-5.80000000000001,-5.80000000000001,-1,0,3,0,1,1,0,0,0
"1841",6,-0.08561158,4.25,-5,-5,-1,0,3,0,1,1,0,0,0
"1848",6,-0.10515015,3.49,-4.40000000000001,-4.40000000000001,-3,0,3,0,1,1,0,0,0
"1855",6,-0.1210776,0.78,-4,-4,-3,0,3,0,1,1,0,0,0
"1862",6,-0.13576517,0.95,-3.90000000000001,-3.90000000000001,-3,0,3,0,1,1,0,0,0
"1869",6,-0.14936762,0.75,-3.69999999999999,-3.69999999999999,-3,0,2,0,1,1,0,0,0
"1876",6,-0.16212381,0.63,-3.59999999999999,-3.59999999999999,-3,0,2,0,1,1,0,0,0
"1883",6,-0.17381365,0.53,-3.5,-3.5,-3,0,2,0,1,1,0,0,0
"1890",6,-0.18516959,0.45,-3.40000000000001,-3.40000000000001,-3,0,2,0,1,1,0,0,0
