"","PBNleg","dscrPhase","PBNdeviation","bank","angleBrM","angdifHCl","angdifSCl","discrSettingNextHdg","dscrTimeWPTCheckCurrLeg","dscrTimeWPTCheckNxtLeg","dscrTimeNavlogCheck","dscrTimeMapCheck","dscrTimeTrackCheck","dscrTimeMapClick","dscrPBNdeviationIntegrCorr"
"399",3,4,0.584577,30,18.5,18.5,57,0,0,0,2,3,0,0,2
"406",3,4,0.6617411,30,15.9,15.9,47,0,0,0,2,3,0,0,2
"413",3,4,0.74849136,26.89,13.2,13.2,37,0,0,0,2,2,0,0,2
"420",3,4,0.8369462,19.39,8.80000000000001,8.80000000000001,27,0,0,0,2,2,0,0,1
"427",3,4,0.90326041,15.3,12.8,12.8,27,0,0,0,1,2,0,0,1
"434",3,4,0.94679495,12.02,5.80000000000001,5.80000000000001,7,0,0,0,1,2,0,0,1
"441",3,4,0.9660354,3.48,-2,-2,-3,0,0,0,1,2,0,0,1
"448",3,4,0.95868458,-2.52,-7.89999999999998,-7.89999999999998,-9,0,0,0,1,2,0,0,1
"455",3,2,0.91655441,-0.56,-10.3,-10.3,-11,0,0,0,1,2,0,0,1
"462",3,2,0.87317362,-0.65,-10.4,-10.4,-11,0,0,0,1,2,0,0,1
"469",3,2,0.82913855,-0.5,-10.5,-10.5,-11,0,0,0,1,2,0,0,1
"476",3,2,0.78436355,-0.36,-10.6,-10.6,-11,0,0,0,1,2,0,0,2
"483",3,2,0.73921636,-0.29,-10.7,-10.7,-11,0,0,0,1,2,0,0,3
"490",3,2,0.6936867,-0.23,-10.8,-10.8,-11,0,0,0,1,1,0,0,3
"497",3,2,0.64781936,-0.18,-10.8,-10.8,-11,0,0,0,1,1,0,0,3
"504",3,2,0.6029199,-0.14,-10.9,-10.9,-11,0,0,0,1,1,0,0,3
"511",3,2,0.55652901,-0.11,-10.9,-10.9,-11,0,0,0,1,4,0,0,3
"518",3,2,0.5098965,-0.08,-10.9,-10.9,-11,0,0,0,1,3,0,0,3
"525",3,2,0.46311517,-0.06,-11,-11,-11,0,0,0,1,3,0,0,3
"532",3,2,0.41618841,-0.04,-11,-11,-11,0,0,0,1,3,0,0,3
"539",3,2,0.36908162,-0.03,-11,-11,-11,0,0,0,1,3,0,0,3
"546",3,3,0.3214915,0.07,-11,-11,-1,0,0,0,1,2,0,0,3
"553",3,3,0.27635905,7.24,-10.5,-10.5,-1,0,0,0,4,2,0,0,0
"560",3,3,0.23745173,9.67,-8.5,-8.5,-1,0,0,0,3,2,0,0,0
"567",3,3,0.20884397,5.84,-6.80000000000001,-6.80000000000001,-1,0,0,0,3,2,0,0,0
"574",3,3,0.1871718,4.95,-5.60000000000002,-5.60000000000002,-1,0,0,0,3,2,0,0,0
"581",3,3,0.17095222,5.18,-4.5,-4.5,92,1,0,0,3,2,0,0,0
"588",4,4,0.14669267,14.36,-7.80000000000001,-7.80000000000001,87,0,0,0,3,2,0,0,0
"595",4,4,0.12976481,25.18,-3.5,-3.5,87,0,0,0,2,2,0,0,0
"602",4,4,0.10134996,31.04,-6.5,-6.5,77,0,0,0,2,2,0,0,0
"609",4,4,0.1007738,29.8,0.900000000000006,0.900000000000006,77,0,0,0,2,2,0,0,0
"616",4,4,0.086776,30.03,-2,-2,67,0,0,0,2,2,0,0,0
"623",4,4,0.10001404,30,-4.90000000000001,-4.90000000000001,57,0,0,0,2,2,0,0,0
"630",4,4,0.10616885,30,2,2,57,0,0,0,2,1,0,0,0
"637",4,4,0.13101612,30,-1,-1,47,0,0,0,2,4,4,0,0
"644",4,4,0.15905601,30,6.09999999999999,6.09999999999999,47,0,0,0,2,3,3,0,0
"651",4,4,0.19311278,30,3.09999999999999,3.09999999999999,37,0,0,0,2,3,3,0,0
"658",4,4,0.24262663,29.34,10.1,10.1,37,0,0,0,2,3,3,0,0
"665",4,4,0.28209309,22.42,6.19999999999999,6.19999999999999,27,0,0,0,2,3,3,0,0
"672",4,4,0.33217025,17.53,0.599999999999994,0.599999999999994,17,0,0,0,1,2,3,0,1
"679",4,4,0.35873099,13.97,4,4,17,0,0,0,1,2,2,0,1
"686",4,4,0.37199949,11.07,-3.30000000000001,-3.30000000000001,7,0,0,0,1,2,2,0,1
"693",4,4,0.3730613,8.01,-1.19999999999999,-1.19999999999999,-3,0,0,0,1,2,2,0,1
"700",4,2,0.34989125,-1.45,-8.09999999999999,-8.09999999999999,-11,0,0,0,4,2,2,0,2
"707",4,2,0.31352427,-3.13,-8.69999999999999,-8.69999999999999,-11,0,0,0,3,2,2,0,2
"714",4,2,0.27367615,-1.69,-9.19999999999999,-9.19999999999999,-11,0,0,0,3,4,2,0,0
"721",4,2,0.23180033,-1.55,-9.59999999999999,-9.59999999999999,-11,0,0,0,3,3,2,0,0
"728",4,2,0.18795195,0.68,-9.80000000000001,-9.80000000000001,-1,0,0,0,3,3,2,0,0
"735",4,2,0.14698335,9.05,-9.09999999999999,-9.09999999999999,-1,0,0,0,3,3,2,0,0
"742",4,2,0.11365482,6.96,-7.19999999999999,-7.19999999999999,-1,0,0,0,2,3,2,0,0
"749",4,2,0.08846635,5.19,-6,-6,-1,0,0,0,2,2,2,0,0
"756",4,2,0.06922361,4.26,-4.90000000000001,-4.90000000000001,-1,0,0,0,3,2,1,0,0
"763",4,2,0.05478198,3.33,-4.09999999999999,-4.09999999999999,-1,0,0,0,3,2,1,0,0
"770",4,2,0.04417136,2.66,-3.5,-3.5,-1,0,0,0,3,2,1,0,0
"777",4,2,0.03652564,2.11,-3,-3,-1,0,0,0,3,2,1,0,0
"784",4,2,0.03132659,1.68,-2.59999999999999,-2.59999999999999,-1,0,0,0,3,2,1,0,0
"791",4,3,0.02809708,1.34,-2.19999999999999,-2.19999999999999,-1,0,0,0,2,2,1,0,0
"798",4,3,0.02628983,1.07,-2,-2,-1,0,0,0,2,2,1,0,0
"805",4,3,0.02573204,0.85,-1.80000000000001,-1.80000000000001,-1,0,0,0,2,2,1,0,0
"812",4,3,0.02619691,0.67,-1.59999999999999,-1.59999999999999,-1,0,0,0,3,2,1,0,0
"819",4,3,0.02738644,0.53,-1.5,-1.5,36,1,0,0,3,2,1,0,0
"826",5,4,0.02646748,6.92,-6.09999999999999,-6.09999999999999,31,0,0,0,3,1,1,0,0
"833",5,4,0.00886276,17.23,-3.90000000000001,-3.90000000000001,31,0,0,0,3,1,1,0,0
"840",5,4,-0.0084925,28,-9.09999999999999,-9.09999999999999,21,0,0,0,3,1,1,0,0
"847",5,4,-0.02895453,29.33,-2.19999999999999,-2.19999999999999,21,0,0,0,2,1,1,0,0
"854",5,4,-0.04602143,19.69,-6.69999999999999,-6.69999999999999,11,0,0,0,2,1,1,0,0
"861",5,4,-0.06165834,14.9,-3.19999999999999,-3.19999999999999,11,0,0,0,2,1,1,0,0
"868",5,4,-0.09857788,12.19,-9.30000000000001,-9.30000000000001,2,0,0,0,2,1,1,0,0
"875",5,1,-0.14095866,9.66,-10,-10,-1,0,0,0,2,1,1,0,0
"882",5,1,-0.18041045,10.32,-8.19999999999999,-8.19999999999999,3,0,0,0,2,1,1,0,0
"889",5,1,-0.20788108,10.12,-6,-6,6,0,0,0,2,1,1,0,0
"896",5,1,-0.22427511,10.62,-4,-4,6,0,0,0,2,1,1,0,0
"903",5,1,-0.22888573,8.63,-2,-2,6,0,0,0,3,1,1,0,0
"910",5,1,-0.22339602,6.79,-0.400000000000006,-0.400000000000006,6,0,0,0,3,4,1,0,0
"917",5,1,-0.2099841,5.48,0.900000000000006,0.900000000000006,6,0,0,0,3,3,1,0,0
"924",5,1,-0.19023876,4.39,1.90000000000001,1.90000000000001,6,0,0,0,3,3,1,0,0
"931",5,1,-0.16537599,3.52,2.7,2.7,6,0,0,0,3,3,1,0,0
"938",5,1,-0.13725983,2.83,3.40000000000001,3.40000000000001,6,0,0,0,2,3,1,0,0
"945",5,1,-0.10505583,2.27,3.90000000000001,3.90000000000001,6,0,0,0,2,3,1,0,0
"952",5,2,-0.07015363,1.29,4.3,4.3,-1,0,0,0,2,2,1,0,0
"959",5,2,-0.03484376,-5.9,4,4,-1,0,0,0,2,2,1,0,0
"966",5,2,-0.00482713,-4.16,2.90000000000001,2.90000000000001,-1,0,0,0,2,2,1,0,0
"973",5,2,0.02026018,-3.34,2.2,2.2,-1,0,0,0,2,2,1,0,0
"980",5,2,0.04156779,-3.04,1.5,1.5,-5,0,0,0,2,2,1,0,0
"987",5,2,0.05856278,-6.62,0.599999999999994,0.599999999999994,-5,0,0,0,2,2,0,0,0
"994",5,2,0.06864523,-4.65,-0.599999999999994,-0.599999999999994,-5,0,0,0,2,2,0,0,0
"1001",5,2,0.07331618,-3.84,-1.40000000000001,-1.40000000000001,-5,0,0,0,2,2,0,0,0
"1008",5,2,0.07360498,-3.11,-2.09999999999999,-2.09999999999999,-5,0,0,0,4,2,0,0,0
"1015",5,2,0.0704279,-2.51,-2.59999999999999,-2.59999999999999,-5,0,0,0,3,2,0,0,0
"1022",5,2,0.06436274,-2.02,-3.09999999999999,-3.09999999999999,-5,0,0,0,3,2,0,0,0
"1029",5,2,0.05592438,-1.63,-3.5,-3.5,-5,0,0,0,3,1,0,0,0
"1036",5,3,0.04564544,-1.32,-3.80000000000001,-3.80000000000001,-5,0,0,0,3,1,0,0,0
"1043",5,3,0.03383621,-1.07,-4,-4,-5,0,0,0,2,1,0,0,0
"1050",5,3,0.02078544,-0.87,-4.19999999999999,-4.19999999999999,-5,0,0,0,2,1,0,0,0
"1057",5,3,0.00673844,-0.71,-4.30000000000001,-4.30000000000001,-5,0,0,0,2,1,0,0,0
"1064",5,3,-0.00817844,-0.58,-4.5,-4.5,-5,0,0,0,3,1,0,0,0
"1071",5,3,-0.02374322,-0.63,-4.59999999999999,-4.59999999999999,-48,1,0,0,3,1,0,0,0
"1078",6,4,-0.01695549,-8.91,-0.199999999999989,-0.199999999999989,-43,0,0,0,3,1,0,0,0
"1085",6,4,-0.00413651,-19.3,7.30000000000001,7.30000000000001,-33,0,0,0,3,1,0,0,0
"1092",6,4,0.0335098,-29.63,2.30000000000001,2.30000000000001,-33,0,0,0,3,1,0,0,0
"1099",6,4,0.06917278,-30.05,5.69999999999999,5.69999999999999,-23,0,0,0,2,4,0,0,0
"1106",6,4,0.09352764,-24.68,0,0,-23,0,0,0,2,3,0,0,0
"1113",6,4,0.14066278,-19.75,5.59999999999999,5.59999999999999,-13,0,0,0,2,3,0,0,0
"1120",6,4,0.18057264,-16.01,10,10,-5,0,0,0,2,3,0,0,0
"1127",6,4,0.24259802,-12.96,7.19999999999999,7.19999999999999,-5,0,0,0,2,3,0,0,0
"1134",6,1,0.31104974,-10.52,8.90000000000001,8.90000000000001,-1,0,0,0,2,3,0,0,1
"1141",6,1,0.36872884,-8.54,7,7,-1,0,0,0,2,2,0,0,1
"1148",6,1,0.41660111,-10.62,5.40000000000001,5.40000000000001,-11,0,0,0,2,2,0,0,1
"1155",6,1,0.45080302,-19.86,2.69999999999999,2.69999999999999,-21,0,0,0,2,2,0,0,1
"1162",6,1,0.46296198,-22.66,-1.90000000000001,-1.90000000000001,-21,0,0,0,2,2,0,0,2
"1169",6,1,0.44858106,-15.98,-5.59999999999999,-5.59999999999999,-21,0,0,0,2,2,0,0,2
"1176",6,1,0.41463179,-13.37,-8.5,-8.5,-21,0,0,0,1,2,0,0,2
"1183",6,1,0.36511779,-10.8,-10.8,-10.8,-21,0,0,0,1,2,0,0,2
"1190",6,1,0.30307842,-8.79,-12.7,-12.7,-21,0,0,0,1,2,0,0,2
"1197",6,1,0.23089614,-7.15,-14.3,-14.3,-21,0,0,0,1,2,0,0,0
"1204",6,1,0.15044143,-4.77,-15.5,-15.5,-11,0,0,0,1,2,0,0,0
"1211",6,1,0.06552535,5.16,-15.7,-15.7,-1,0,0,0,4,2,0,0,0
"1218",6,1,-0.01362991,14.36,-14,-14,-1,0,0,0,3,1,0,0,0
"1225",6,1,-0.07649216,11.16,-11.4,-11.4,-1,0,0,0,3,1,0,0,0
"1232",6,1,-0.12802112,9.1,-9.5,-9.5,9,0,0,0,3,1,0,0,0
"1239",6,1,-0.16792162,16.12,-7.30000000000001,-7.30000000000001,9,0,0,0,3,1,0,0,0
"1246",6,1,-0.19020186,14.42,-4.09999999999999,-4.09999999999999,9,0,0,0,3,1,0,0,0
"1253",6,1,-0.19524135,11.32,-1.69999999999999,-1.69999999999999,4,0,0,0,2,1,0,0,0
"1260",6,1,-0.18726264,4.86,0.0999999999999943,0.0999999999999943,4,0,0,0,2,1,0,0,0
"1267",6,1,-0.17273286,3.3,0.800000000000011,0.800000000000011,4,0,0,0,2,1,0,0,0
"1274",6,1,-0.15441118,2.83,1.40000000000001,1.40000000000001,4,0,0,0,2,1,0,0,0
"1281",6,1,-0.13275004,2.28,1.90000000000001,1.90000000000001,4,0,0,0,2,1,0,0,0
"1288",6,1,-0.10894056,1.87,2.19999999999999,2.19999999999999,4,0,0,0,2,1,0,0,0
"1295",6,1,-0.08253531,1.53,2.59999999999999,2.59999999999999,4,0,0,0,2,1,0,0,0
"1302",6,1,-0.05434306,1.24,2.80000000000001,2.80000000000001,4,0,0,0,2,1,0,0,0
"1309",6,1,-0.02472345,1.01,3.09999999999999,3.09999999999999,4,0,0,0,2,1,0,0,0
"1316",6,1,0.00607741,0.83,3.19999999999999,3.19999999999999,4,0,0,0,2,1,0,0,0
"1323",6,1,0.03786714,0.41,3.40000000000001,3.40000000000001,-1,0,0,0,2,1,0,0,0
"1330",6,1,0.069035,-4.75,3,3,-1,0,0,0,1,1,0,0,0
"1337",6,1,0.09565182,-3.65,2.19999999999999,2.19999999999999,-6,0,0,0,1,1,0,0,0
"1344",6,1,0.116303,-8.07,1.09999999999999,1.09999999999999,-6,0,0,0,1,1,0,0,0
"1351",6,1,0.12915151,-6.01,-0.300000000000011,-0.300000000000011,-6,0,0,0,1,1,0,0,0
"1358",6,1,0.13489056,-4.96,-1.30000000000001,-1.30000000000001,-6,0,0,0,1,1,0,0,0
"1365",6,1,0.13484224,-4.04,-2.19999999999999,-2.19999999999999,-6,0,0,0,1,1,0,0,0
"1372",6,1,0.1301135,-3.29,-2.90000000000001,-2.90000000000001,-6,0,0,0,1,1,0,0,0
"1379",6,1,0.12152991,-2.68,-3.5,-3.5,-6,0,0,0,1,1,0,0,0
"1386",6,1,0.10984893,-2.18,-3.90000000000001,-3.90000000000001,-6,0,0,0,1,1,0,0,0
"1393",6,1,0.09567697,0.42,-4.30000000000001,-4.30000000000001,-1,0,0,0,1,1,0,0,0
"1400",6,1,0.08220526,3.29,-3.80000000000001,-3.80000000000001,-1,0,0,0,1,1,0,0,0
"1407",6,1,0.07235453,2.35,-3.19999999999999,-3.19999999999999,-1,0,0,0,1,1,0,0,0
"1414",6,1,0.06526127,1.95,-2.80000000000001,-2.80000000000001,-1,0,0,0,1,1,0,0,0
"1421",6,1,0.06053358,1.59,-2.5,-2.5,-1,0,0,0,1,1,0,0,0
"1428",6,1,0.05754929,1.3,-2.19999999999999,-2.19999999999999,-1,0,0,0,1,1,0,0,0
"1435",6,1,0.05605529,1.06,-2,-2,-1,0,0,0,1,1,0,0,0
"1442",6,1,0.05581339,0.86,-1.80000000000001,-1.80000000000001,-1,0,0,0,1,1,0,0,0
"1449",6,1,0.05655222,0.7,-1.69999999999999,-1.69999999999999,-1,0,0,0,1,0,0,0,0
"1456",6,1,0.05814348,0.57,-1.5,-1.5,-1,0,0,0,1,0,0,0,0
"1463",6,1,0.06037568,0.46,-1.40000000000001,-1.40000000000001,-1,0,0,0,1,0,0,0,0
"1470",6,1,0.06311203,0.37,-1.30000000000001,-1.30000000000001,-1,0,0,0,1,0,0,0,0
"1477",6,1,0.06633615,0.3,-1.30000000000001,-1.30000000000001,-1,0,0,0,1,0,0,0,0
"1484",6,1,0.06986121,0.25,-1.19999999999999,-1.19999999999999,-1,0,0,0,1,0,0,0,0
"1491",6,1,0.07369562,0.2,-1.19999999999999,-1.19999999999999,-1,0,0,0,1,0,0,0,0
"1498",6,1,0.0777565,0.16,-1.09999999999999,-1.09999999999999,-1,0,0,0,1,0,0,0,0
"1505",6,1,0.08186037,0.13,-1.09999999999999,-1.09999999999999,-1,0,0,0,1,0,0,0,0
"1512",6,1,0.08624514,0.11,-1.09999999999999,-1.09999999999999,-3,0,0,0,1,0,0,0,0
"1519",6,1,0.09064053,-1.79,-1.19999999999999,-1.19999999999999,-3,0,0,0,1,0,0,0,0
"1526",6,1,0.09348536,-1.56,-1.5,-1.5,-3,0,0,0,1,0,0,0,0
"1533",6,1,0.09454115,-1.33,-1.69999999999999,-1.69999999999999,-3,0,0,0,1,0,0,0,0
"1540",6,1,0.09424959,-1.05,-2,-2,-3,0,0,0,1,0,0,0,0
"1547",6,1,0.09271245,-0.86,-2.19999999999999,-2.19999999999999,-3,0,0,0,1,0,0,0,0
"1554",6,1,0.09016859,-0.7,-2.30000000000001,-2.30000000000001,-3,0,0,0,1,0,0,0,0
"1561",6,1,0.086817,-1.35,-2.5,-2.5,-4,0,0,0,0,0,0,0,0
"1568",6,1,0.08219417,-1.34,-2.80000000000001,-2.80000000000001,-4,0,0,0,0,0,0,0,0
"1575",6,1,0.07580829,-1.07,-3,-3,-4,0,0,0,0,0,0,0,0
"1582",6,1,0.06819722,-0.89,-3.19999999999999,-3.19999999999999,-4,0,4,0,0,0,0,0,0
"1589",6,1,0.05947795,-0.73,-3.30000000000001,-3.30000000000001,-4,0,3,0,0,0,0,0,0
"1596",6,1,0.04991734,-0.6,-3.40000000000001,-3.40000000000001,-4,0,3,0,0,0,0,0,0
"1603",6,1,0.03956881,-0.49,-3.5,-3.5,-4,0,3,0,0,0,0,0,0
"1610",6,1,0.0285554,-0.34,-3.59999999999999,-3.59999999999999,-1,0,3,0,0,0,0,0,0
"1617",6,1,0.01789687,2.77,-3.30000000000001,-3.30000000000001,-1,0,3,0,0,0,0,0,0
"1624",6,1,0.00994623,2,-2.90000000000001,-2.90000000000001,-1,0,2,0,0,0,0,0,0
"1631",6,1,0.00441592,1.68,-2.59999999999999,-2.59999999999999,-1,0,2,0,0,0,0,0,0
"1638",6,1,0.00070056,1.38,-2.30000000000001,-2.30000000000001,-1,0,2,0,0,0,0,0,0
"1645",6,1,-0.00144799,1.14,-2.09999999999999,-2.09999999999999,-1,0,2,0,0,0,0,0,0
"1652",6,1,-0.00229508,0.94,-1.90000000000001,-1.90000000000001,-1,0,2,0,0,0,0,0,0
"1659",6,1,-0.00198836,0.78,-1.69999999999999,-1.69999999999999,-1,0,2,0,0,0,0,0,0
"1666",6,1,-0.00076618,0.65,-1.59999999999999,-1.59999999999999,-1,0,2,0,0,0,0,0,0
"1673",6,1,0.00117645,0.54,-1.5,-1.5,-1,0,2,0,0,0,0,0,0
"1680",6,1,0.00381029,0.44,-1.40000000000001,-1.40000000000001,-1,0,2,0,0,0,0,0,0
"1687",6,1,0.006986,0.37,-1.30000000000001,-1.30000000000001,-1,0,2,0,0,0,0,0,0
"1694",6,1,0.01060849,0.3,-1.30000000000001,-1.30000000000001,-1,0,2,0,0,0,0,0,0
"1701",6,1,0.0145693,0.25,-1.19999999999999,-1.19999999999999,-1,0,1,0,0,0,0,0,0
"1708",6,1,0.01874373,0.21,-1.19999999999999,-1.19999999999999,-1,0,1,0,0,0,0,0,0
"1715",6,1,0.02335057,0.18,-1.19999999999999,-1.19999999999999,-1,0,1,0,0,0,0,0,0
"1722",6,1,0.02813421,0.15,-1.09999999999999,-1.09999999999999,-1,0,1,0,0,0,0,0,0
"1729",6,1,0.03316163,0.12,-1.09999999999999,-1.09999999999999,-1,0,1,0,0,0,0,0,0
"1736",6,1,0.03831795,0.1,-1.09999999999999,-1.09999999999999,-1,0,1,0,0,0,0,0,0
"1743",6,1,0.04365158,0.09,-1.09999999999999,-1.09999999999999,-1,0,1,0,0,0,0,0,0
"1750",6,1,0.0491045,0.07,-1.09999999999999,-1.09999999999999,-1,0,1,0,0,0,0,0,0
"1757",6,1,0.05464716,0.05,-1,-1,-1,0,1,0,0,0,0,0,0
"1764",6,1,0.06030072,0.05,-1,-1,-1,0,1,0,0,0,0,0,0
"1771",6,1,0.06595146,-2.37,-1.09999999999999,-1.09999999999999,-1,0,1,0,0,0,0,0,0
"1778",6,1,0.06934061,-2.73,-1.5,-1.5,-1,0,1,0,0,0,0,0,0
"1785",6,1,0.06951648,-2.13,-1.90000000000001,-1.90000000000001,-1,0,1,0,0,0,0,0,0
"1792",6,2,0.06730787,-1.83,-2.30000000000001,-2.30000000000001,-1,0,1,0,0,0,0,0,0
"1799",6,2,0.06291873,-1.53,-2.5,-2.5,-1,0,1,0,0,0,0,0,0
"1806",6,2,0.05671653,-1.29,-2.80000000000001,-2.80000000000001,-1,0,1,0,0,0,0,0,0
"1813",6,2,0.04898933,-1.09,-3,-3,-1,0,1,0,0,0,0,0,0
"1820",6,2,0.03994997,-0.92,-3.09999999999999,-3.09999999999999,-1,0,1,0,0,0,0,0,0
"1827",6,2,0.02980886,-0.77,-3.30000000000001,-3.30000000000001,-1,0,1,0,0,0,0,0,0
"1834",6,2,0.01869817,-0.65,-3.40000000000001,-3.40000000000001,-1,0,1,0,0,0,0,0,0
"1841",6,2,0.00686192,-0.55,-3.5,-3.5,-1,0,1,0,0,0,0,0,0
"1848",6,2,-0.00570364,-0.46,-3.59999999999999,-3.59999999999999,-1,0,1,0,0,0,0,0,0
"1855",6,2,-0.01881418,-0.39,-3.59999999999999,-3.59999999999999,-1,0,1,0,0,0,0,0,0
"1862",6,3,-0.03247078,-0.33,-3.69999999999999,-3.69999999999999,-1,0,1,0,0,0,0,0,0
"1869",6,3,-0.0461319,-0.28,-3.69999999999999,-3.69999999999999,-1,0,1,0,0,0,0,0,0
"1876",6,3,-0.06051916,-0.24,-3.80000000000001,-3.80000000000001,-1,0,1,0,0,0,0,0,0
