"","PBNleg","dscrPhase","PBNlegPercent","PBNLegChange","PBNdeviation","bank","angdifHCl","angdifSCl","discrSettingNextHdg","dscrTimeWPTCheckCurrLeg","dscrTimeWPTCheckNxtLeg","dscrTimeNavlogCheck","dscrTimeMapCheck","dscrTimeTrackCheck","dscrTimeMapClick","dscrPBNdeviationIntegrCorr"
"7",0,2,10,1,-0.00299572,0.01,-2.8,-1,0,0,0,0,0,0,0,0
"14",0,2,20,0,-0.00609764,0.74,-2.8,-1,0,0,0,0,0,0,0,0
"21",0,2,31,0,-0.00846417,2.45,-2.6,-1,0,0,0,4,0,0,0,0
"28",0,3,42,0,-0.00903096,1.38,-2.2,-1,0,0,0,3,0,0,0,0
"35",0,3,53,0,-0.00814074,0.15,-2,-2,0,0,0,3,0,0,0,0
"42",0,3,64,0,-0.00706835,-0.31,-2,-2,0,0,0,3,0,0,0,0
"49",0,3,75,0,-0.0062628,0.12,-2,-2,0,0,0,3,0,0,0,0
"56",0,3,85,0,-0.00542026,-1.07,-2,-26,1,0,0,3,0,0,0,0
"63",0,3,95,0,-0.00662442,-9.51,-2.7,-26,1,0,0,3,4,0,0,0
"70",1,4,4,1,-0.01085283,-20.01,-2.9,-23,0,0,0,3,3,0,0,0
"77",1,4,11,0,-0.03045291,-20.68,-8.2,-23,0,0,0,3,3,0,0,0
"84",1,4,18,0,-0.07321505,-11.94,-12.6,-23,0,0,0,2,3,0,3,0
"91",1,4,25,0,-0.12963646,-7.97,-15,-23,0,0,0,2,3,0,3,0
"98",1,4,32,0,-0.19212797,-6.89,-15.8,-22,0,0,0,4,3,0,3,0
"105",1,4,39,0,-0.26043352,-5,-17.4,-22,0,0,0,3,2,0,3,0
"112",1,4,45,0,-0.33410415,-1.35,-18.4,3,1,0,0,3,2,0,3,1
"119",1,4,54,0,-0.36409218,8.87,-6,15,1,0,0,3,4,0,2,1
"126",1,4,61,0,-0.37350927,18.82,-2.9,15,1,0,0,3,3,0,2,1
"133",1,3,70,0,-0.32311065,17.58,11.9,25,1,0,0,4,3,0,2,1
"140",1,3,77,0,-0.24852439,9.69,15.5,25,1,0,0,3,4,0,4,0
"147",1,3,84,0,-0.16282804,7.9,17.6,25,1,0,0,3,3,0,3,0
"154",1,3,90,0,-0.06880733,6.17,19.4,25,1,0,0,3,3,0,3,0
"161",1,3,97,0,0.03175404,4.59,20.7,25,1,0,0,4,3,0,3,0
"168",2,4,3,1,0.06991531,3.56,-3.3,0,0,0,0,3,3,0,3,0
"175",2,4,7,0,0.06551284,2.7,-2.5,0,0,0,0,3,3,0,3,0
"182",2,4,11,0,0.06416424,2.06,-1.9,0,0,0,0,3,3,0,2,0
"189",2,4,15,0,0.06509341,1.57,-1.4,0,0,0,0,3,3,0,4,0
"196",2,4,19,0,0.06784413,1.2,-1.1,0,0,0,0,2,4,0,3,0
"203",2,4,23,0,0.07191529,0.92,-0.8,0,0,0,0,2,3,0,4,0
"210",2,4,27,0,0.07685705,0.7,-0.6,0,0,0,0,3,3,0,3,0
"217",2,4,31,0,0.08270285,0.54,-0.5,0,0,0,0,3,3,0,3,0
"224",2,4,35,0,0.08918531,0.41,-0.4,0,0,0,0,3,3,0,3,0
"231",2,2,39,0,0.09612157,0.31,-0.3,0,0,4,0,3,3,0,3,0
"238",2,2,43,0,0.10342086,0.24,-0.2,0,0,3,0,3,2,0,2,0
"245",2,2,47,0,0.11103757,0.19,-0.2,-3,0,3,0,2,2,0,2,0
"252",2,2,51,0,0.1185161,-2.99,-0.3,-3,0,3,0,2,2,0,2,0
"259",2,2,56,0,0.12326192,-2.35,-1,-3,0,3,0,4,2,0,2,0
"266",2,2,60,0,0.12532077,-1.54,-1.5,-3,0,3,0,3,2,0,2,0
"273",2,2,64,0,0.12565503,-1.31,-1.8,-3,0,2,0,3,2,0,2,0
"280",2,2,68,0,0.12452673,-0.97,-2.1,-3,0,2,0,3,2,0,2,0
"287",2,2,72,0,0.12235128,-0.75,-2.3,-3,0,2,0,3,2,0,2,0
"294",2,3,76,0,0.11931075,-0.57,-2.5,-3,0,2,0,3,2,0,2,0
"301",2,3,80,0,0.11563332,-0.44,-2.6,-3,0,2,0,2,2,0,2,0
"308",2,3,85,0,0.1114556,-0.34,-2.7,-3,0,2,0,2,2,0,2,0
"315",2,3,89,0,0.10686815,-0.26,-2.8,-3,0,2,0,2,1,0,1,0
"322",2,3,93,0,0.10200748,-0.2,-2.8,-3,0,2,0,2,1,0,1,0
"329",2,3,97,0,0.09706266,0.53,-2.8,102,1,2,0,2,1,0,1,0
"336",3,4,1,1,0.08676185,9.34,-7.1,97,0,2,0,2,1,0,1,0
"343",3,4,3,0,0.06992405,20.15,-4,97,0,2,0,2,1,0,1,0
"350",3,4,6,0,0.05292836,29.99,-7.80000000000001,87,0,1,0,2,1,0,1,0
"357",3,4,9,0,0.04637643,30.25,0.300000000000011,87,0,1,0,2,4,0,1,0
"364",3,4,11,0,0.0450185,29.89,-2.10000000000002,77,0,1,0,2,3,0,1,0
"371",3,4,14,0,0.06524968,30.03,5.30000000000001,77,0,1,0,2,3,0,1,0
"378",3,4,16,0,0.07825235,29.99,2.89999999999998,67,0,1,0,1,3,0,3,0
"385",3,4,19,0,0.11688357,30,0.399999999999977,57,0,1,0,1,3,0,3,0
"392",3,4,22,0,0.1482323,30,7.69999999999999,57,0,1,0,1,3,0,3,0
"399",3,4,25,0,0.19867037,30,5.10000000000002,47,0,1,0,1,2,0,3,0
"406",3,4,27,0,0.25518571,30,12.6,47,0,1,0,1,3,0,3,0
"413",3,4,30,0,0.31433755,29.5,10,37,0,1,0,1,3,0,3,1
"420",3,4,33,0,0.3900888,22.33,6.5,27,0,1,0,1,3,0,3,1
"427",3,4,36,0,0.44726648,16.91,11.1,27,0,1,0,1,3,0,3,1
"434",3,4,39,0,0.49820676,13.34,4.60000000000002,7,0,1,0,1,3,0,3,1
"441",3,4,43,0,0.53761186,4.85,-3.10000000000002,-3,0,1,0,1,2,0,3,2
"448",3,4,45,0,0.53356637,-1.64,-2.60000000000002,-3,0,1,0,1,2,0,2,2
"455",3,2,49,0,0.51128224,0.06,-10.9,-11,0,1,0,1,2,0,2,2
"462",3,2,51,0,0.46533287,-0.14,-10.9,-11,0,1,0,1,2,0,2,2
"469",3,2,54,0,0.41902592,-0.11,-10.9,-11,0,1,0,1,4,0,2,2
"476",3,2,57,0,0.37272472,-0.06,-10.9,-11,0,1,0,1,3,0,2,2
"483",3,2,59,0,0.32630253,-0.06,-10.9,-11,0,1,0,1,3,0,2,2
"490",3,2,62,0,0.28094633,-0.04,-11,-11,0,1,0,1,3,0,2,0
"497",3,2,65,0,0.2343308,-0.03,-11,-11,0,1,0,1,3,0,2,0
"504",3,2,67,0,0.18752202,-0.03,-11,-11,0,1,0,4,3,0,2,0
"511",3,2,70,0,0.14052341,-0.02,-11,-11,0,1,0,3,2,0,2,0
"518",3,2,73,0,0.09349287,-0.02,-11,-11,0,1,0,3,2,0,2,0
"525",3,2,75,0,0.04635817,1.52,-11,-2,0,1,0,3,2,0,1,0
"532",3,2,78,0,0.00182277,9.37,-10,-2,0,1,0,4,2,0,1,0
"539",3,2,80,0,-0.03309267,6.81,-8.10000000000002,-2,0,1,0,3,2,0,1,0
"546",3,2,83,0,-0.06072836,5.99,-6.69999999999999,0,0,1,0,3,2,0,1,0
"553",3,3,86,0,-0.08156226,6.13,-5.30000000000001,0,0,1,0,3,2,0,1,0
"560",3,3,89,0,-0.09569429,4.35,-4.10000000000002,0,0,1,0,3,2,0,1,0
"567",3,3,91,0,-0.10488255,3.51,-3.19999999999999,0,0,1,0,3,2,0,1,0
"574",3,3,94,0,-0.11009664,2.73,-2.5,92,1,1,0,2,2,0,1,0
"581",3,3,97,0,-0.11171887,7.91,-1.69999999999999,92,1,0,0,2,4,0,1,0
"588",3,3,100,0,-0.10437113,18.22,0.800000000000011,92,1,0,0,2,3,0,1,0
"595",4,4,2,1,-0.09513543,28.8,1.09999999999999,87,0,0,0,2,3,0,1,0
"602",4,4,5,0,-0.056611,30.47,8.59999999999999,87,0,0,0,2,3,0,1,0
"609",4,4,7,0,-0.02505627,29.86,5.80000000000001,77,0,0,0,2,3,0,1,0
"616",4,4,10,0,0.03736266,30.03,12.8,77,0,0,0,2,3,0,1,0
"623",4,4,13,0,0.08582274,29.99,9.90000000000001,67,0,0,0,2,2,0,1,0
"630",4,4,16,0,0.16317324,30,7,57,0,0,0,2,2,0,1,0
"637",4,4,19,0,0.23263593,30,14.1,57,0,0,0,2,2,0,1,0
"644",4,4,22,0,0.32004057,30,11.1,47,0,0,0,2,2,0,1,1
"651",4,4,24,0,0.40782157,29.98,17.9,47,0,0,0,1,2,0,1,1
"658",4,4,28,0,0.50085335,24.78,14.5,37,0,0,0,1,2,0,1,1
"665",4,4,31,0,0.60351542,18.76,9.30000000000001,27,0,0,0,1,2,0,1,2
"672",4,4,34,0,0.67731599,14.76,13,18,0,0,0,1,2,0,1,2
"679",4,4,38,0,0.73913678,5.35,5.5,8,0,0,0,1,2,0,1,2
"686",4,4,42,0,0.77618603,1.22,-3.90000000000001,-2,0,0,0,1,4,0,1,2
"693",4,4,45,0,0.76753306,1.86,-3.59999999999999,-2,0,0,0,1,3,0,1,2
"700",4,2,49,0,0.73705994,1.27,-11.2,-10,0,0,0,1,3,0,1,2
"707",4,2,51,0,0.68685192,1.03,-11,-10,0,0,0,1,3,0,1,2
"714",4,2,54,0,0.63914253,0.82,-10.8,-14,0,0,0,1,3,0,1,2
"721",4,2,57,0,0.59069705,-2.39,-10.7,-14,0,0,0,4,2,0,1,2
"728",4,2,60,0,0.54007045,-3.25,-11.4,-14,0,0,0,3,2,0,1,2
"735",4,2,63,0,0.48578725,-2.09,-11.9,-14,0,0,0,3,2,0,1,2
"742",4,2,65,0,0.4289278,-1.79,-12.3,-14,0,0,0,3,2,0,1,2
"749",4,2,68,0,0.37003754,-1.39,-12.7,-14,0,0,0,3,2,0,1,2
"756",4,2,71,0,0.30952436,-1.11,-13,-14,0,0,0,4,2,0,1,2
"763",4,2,74,0,0.24752124,-0.88,-13.2,-14,0,0,0,3,2,0,0,0
"770",4,2,77,0,0.18456563,-0.7,-13.3,-14,0,0,0,3,2,0,0,0
"777",4,2,79,0,0.12241424,-0.56,-13.5,-14,0,0,0,3,2,0,0,0
"784",4,2,82,0,0.05780718,1.4,-13.5,-5,0,0,0,3,2,0,0,0
"791",4,3,85,0,-0.00438872,9.07,-12.6,-5,0,0,0,3,2,0,0,0
"798",4,3,88,0,-0.05794626,6.3,-10.9,-5,0,0,0,2,1,0,0,0
"805",4,3,91,0,-0.10409335,6.09,-9.69999999999999,4,0,0,0,2,1,0,0,0
"812",4,3,94,0,-0.14218829,13.45,-7.80000000000001,4,0,0,0,2,1,0,0,0
"819",4,3,97,0,-0.16632849,10.27,-5.19999999999999,36,1,0,0,4,1,0,0,0
"826",4,3,100,0,-0.17727827,16.26,-2.69999999999999,36,1,0,0,3,1,0,0,0
"833",5,4,2,1,-0.19142636,26.59,-3.40000000000001,31,0,0,0,3,1,0,0,0
"840",5,4,5,0,-0.18039758,30.46,3.5,31,0,0,0,3,3,0,0,0
"847",5,4,7,0,-0.18442665,23.01,-0.599999999999994,21,0,0,0,3,3,0,0,0
"854",5,4,10,0,-0.16848606,18.4,-6.19999999999999,11,0,0,0,3,3,0,0,0
"861",5,4,13,0,-0.18167695,14.69,-2.69999999999999,11,0,0,0,2,3,0,0,0
"868",5,4,15,0,-0.19057042,13.6,-8.90000000000001,12,0,0,0,2,3,0,0,0
"875",5,4,18,0,-0.21724552,20.1,-5.40000000000001,12,0,0,0,2,2,0,0,0
"882",5,1,21,0,-0.24060696,14.6,-4.59999999999999,9,0,0,0,2,2,0,0,0
"889",5,1,23,0,-0.24624497,11.62,-1.90000000000001,9,0,0,0,2,2,0,0,0
"896",5,1,26,0,-0.23878778,9.45,0.200000000000003,9,0,0,0,2,4,0,0,0
"903",5,1,29,0,-0.22036981,7.54,1.90000000000001,9,0,0,0,2,3,0,0,0
"910",5,1,32,0,-0.19318902,6.05,3.3,9,0,0,0,2,3,0,4,0
"917",5,1,35,0,-0.15880512,4.85,4.5,9,0,4,0,2,3,0,3,0
"924",5,1,37,0,-0.11888999,3.89,5.40000000000001,9,0,3,0,4,3,0,3,0
"931",5,1,40,0,-0.07449568,3.12,6.09999999999999,9,0,3,0,3,2,0,3,0
"938",5,1,43,0,-0.02633358,2.49,6.7,9,0,3,0,3,2,0,3,0
"945",5,1,46,0,0.02469628,0.86,7.09999999999999,-1,0,3,0,3,2,0,3,0
"952",5,2,49,0,0.07442149,-7.86,6.7,-1,0,2,0,3,2,0,2,0
"959",5,2,52,0,0.11820972,-6.77,5.09999999999999,-1,0,2,0,4,2,0,2,0
"966",5,2,54,0,0.15408605,-5.12,3.90000000000001,-1,0,2,0,3,2,0,2,0
"973",5,2,57,0,0.18416296,-4.22,2.90000000000001,-1,0,2,0,3,2,0,2,0
"980",5,2,60,0,0.20944642,-3.37,2.2,-1,0,2,0,3,2,0,2,0
"987",5,2,63,0,0.2309311,-2.72,1.59999999999999,-1,0,2,0,3,2,0,2,0
"994",5,2,66,0,0.24926224,-5.14,1,-7,0,2,0,3,2,0,2,0
"1001",5,2,69,0,0.26158852,-7.8,-0.400000000000006,-7,0,2,0,4,2,0,2,0
"1008",5,2,72,0,0.26529948,-5.52,-1.69999999999999,-7,0,2,0,3,2,0,2,0
"1015",5,2,75,0,0.26270125,-4.61,-2.69999999999999,-7,0,2,0,3,1,0,2,0
"1022",5,2,77,0,0.25482798,-3.69,-3.5,-7,0,2,0,3,1,0,2,0
"1029",5,2,80,0,0.24265532,-2.98,-4.19999999999999,-7,0,1,0,3,1,0,1,0
"1036",5,2,83,0,0.22709297,-2.41,-4.69999999999999,-48,1,1,0,2,1,0,1,0
"1043",5,3,86,0,0.20845562,-5.97,-5.30000000000001,-48,1,1,0,2,4,0,1,0
"1050",5,3,89,0,0.18244376,-16.35,-7.19999999999999,-48,1,1,0,2,3,0,1,0
"1057",5,3,92,0,0.13707974,-27.1,-11.6,-48,1,1,0,2,3,0,1,0
"1064",5,3,95,0,0.05946014,-30.58,-18.1,-48,1,1,0,2,3,0,1,0
"1071",5,3,98,0,-0.05178411,-26.04,-24,-48,1,1,0,2,3,0,1,0
"1078",6,4,0,1,-0.19226091,-20.57,-23.6,-43,0,1,0,2,4,0,1,0
"1085",6,4,1,0,-0.33393531,-16.68,-27.4,-43,0,1,0,2,3,0,1,1
"1092",6,4,2,0,-0.46859276,-13.41,-20.4,-23,0,1,0,2,3,0,1,1
"1099",6,4,3,0,-0.58536445,-4.6,-12.4,-13,0,1,0,2,3,0,1,1
"1106",6,4,4,0,-0.64999828,0.48,-12.7,-13,0,1,0,2,3,0,1,2
"1113",6,4,5,0,-0.67594339,-0.44,-2.69999999999999,-3,0,1,0,2,3,0,1,2
"1120",6,4,6,0,-0.66372159,-0.22,5.19999999999999,5,0,1,0,1,2,0,1,2
"1127",6,1,7,0,-0.610293,3.2,9.30000000000001,14,0,4,0,1,2,0,1,2
"1134",6,1,7,0,-0.540109,4.55,10.1,14,0,3,0,1,2,0,1,2
"1141",6,1,8,0,-0.46479679,3.26,10.9,14,0,3,0,1,2,0,1,2
"1148",6,1,9,0,-0.38567623,2.74,11.4,14,0,3,0,4,2,0,1,2
"1155",6,1,10,0,-0.30317253,2.21,11.9,14,0,3,0,3,2,0,1,2
"1162",6,1,11,0,-0.21796058,1.8,12.3,14,0,3,0,3,2,0,1,0
"1169",6,1,11,0,-0.13306811,0.88,12.6,9,0,2,0,3,2,0,1,0
"1176",6,1,12,0,-0.04580512,-4.22,12.3,-1,0,2,0,3,2,0,1,0
"1183",6,1,13,0,0.03693964,-10.02,11.3,-1,0,2,0,2,2,0,1,0
"1190",6,1,14,0,0.10921837,-11.37,9,-11,0,2,0,2,2,0,1,0
"1197",6,1,15,0,0.16772336,-15.8,6.69999999999999,-11,0,2,0,2,1,0,1,0
"1204",6,1,15,0,0.20851816,-16.16,3.40000000000001,-11,0,2,0,2,1,0,1,0
"1211",6,1,16,0,0.23032903,-12.26,0.699999999999989,-11,0,2,0,2,1,0,1,0
"1218",6,1,17,0,0.23765219,-10.15,-1.5,-11,0,2,0,2,1,0,1,0
"1225",6,1,18,0,0.23312108,-8.24,-3.19999999999999,-11,0,2,0,2,1,0,1,0
"1232",6,1,19,0,0.21891497,-6.73,-4.69999999999999,-11,0,2,0,2,1,0,1,0
"1239",6,1,20,0,0.19761465,-5.52,-5.80000000000001,-11,0,2,0,2,1,0,1,0
"1246",6,1,20,0,0.16935602,-4.5,-6.80000000000001,-11,0,1,0,2,1,0,1,0
"1253",6,1,21,0,0.13590372,-3.67,-7.5,-11,0,1,0,2,1,0,1,0
"1260",6,1,22,0,0.0981812,-2.82,-8.19999999999999,-7,0,1,0,2,1,0,0,0
"1267",6,1,23,0,0.05802896,1.9,-8.30000000000001,-7,0,1,0,1,1,0,0,0
"1274",6,1,24,0,0.01941403,0.99,-8,-7,0,1,0,1,1,0,0,0
"1281",6,1,24,0,-0.01795117,0.88,-7.80000000000001,-1,0,1,0,1,1,0,0,0
"1288",6,1,25,0,-0.05405815,5.56,-7.5,-1,0,1,0,1,1,0,0,0
"1295",6,1,26,0,-0.08457978,5.84,-6.30000000000001,-1,0,1,0,1,1,0,0,0
"1302",6,1,27,0,-0.10771109,4.56,-5.30000000000001,-1,0,1,0,1,1,0,0,0
"1309",6,1,28,0,-0.12628987,3.76,-4.5,4,0,1,0,1,1,0,0,0
"1316",6,1,29,0,-0.14027475,6.64,-3.80000000000001,4,0,1,0,1,1,0,0,0
"1323",6,1,29,0,-0.14715892,7,-2.30000000000001,4,0,1,0,1,1,0,0,0
"1330",6,1,30,0,-0.14588242,5.47,-1.19999999999999,4,0,1,0,1,1,0,0,0
"1337",6,1,31,0,-0.1381639,4.5,-0.199999999999989,4,0,1,0,1,1,0,0,0
"1344",6,1,32,0,-0.12523234,3.66,0.599999999999994,4,0,1,0,1,1,0,0,0
"1351",6,1,33,0,-0.10802679,2.99,1.19999999999999,4,0,1,0,1,1,0,0,0
"1358",6,1,34,0,-0.08740391,2.44,1.69999999999999,4,0,1,0,1,1,0,0,0
"1365",6,1,34,0,-0.06390781,1.99,2.09999999999999,4,0,1,0,1,1,0,0,0
"1372",6,1,35,0,-0.03884461,1.63,2.5,4,0,1,0,1,1,0,0,0
"1379",6,1,36,0,-0.0112725,1.33,2.80000000000001,0,0,1,0,1,1,0,0,0
"1386",6,1,37,0,0.01761414,-2.66,2.80000000000001,0,0,1,0,1,1,0,0,0
"1393",6,1,38,0,0.04425494,-2.44,2.30000000000001,0,0,1,0,1,1,0,0,0
"1400",6,1,39,0,0.06786788,-4.47,1.80000000000001,-3,0,1,0,1,1,0,0,0
"1407",6,1,39,0,0.086912,-4.17,0.900000000000006,-3,0,1,0,1,1,0,0,0
"1414",6,1,40,0,0.1009632,-3.34,0.0999999999999943,-3,0,1,0,1,1,0,0,0
"1421",6,1,41,0,0.11107338,-2.73,-0.400000000000006,-3,0,1,0,1,1,0,0,0
"1428",6,1,42,0,0.11807094,-2.22,-0.900000000000006,-3,0,1,0,1,0,0,0,0
"1435",6,1,43,0,0.12234554,-1.82,-1.30000000000001,-3,0,1,0,1,0,0,0,0
"1442",6,1,43,0,0.12461042,-1.48,-1.59999999999999,-3,0,1,0,1,0,0,0,0
"1449",6,1,44,0,0.12521632,-1.21,-1.90000000000001,-3,0,1,0,1,0,0,0,0
"1456",6,1,45,0,0.12437853,-0.98,-2.09999999999999,-3,0,1,0,1,0,0,0,0
"1463",6,1,46,0,0.12238719,-0.8,-2.19999999999999,-3,0,1,0,1,0,0,0,0
"1470",6,1,47,0,0.11951152,-0.65,-2.40000000000001,-3,0,1,0,1,0,0,0,0
"1477",6,1,48,0,0.11584036,-0.53,-2.5,-3,0,0,0,1,0,0,0,0
"1484",6,1,48,0,0.11159366,-0.43,-2.59999999999999,-3,0,0,0,1,0,0,0,0
"1491",6,1,49,0,0.10682492,-0.35,-2.69999999999999,-3,0,0,0,1,0,0,0,0
"1498",6,1,50,0,0.10167315,-0.29,-2.69999999999999,-3,0,0,0,0,0,0,0,0
"1505",6,1,51,0,0.09635741,-0.23,-2.80000000000001,-3,0,0,0,0,0,0,0,0
"1512",6,1,52,0,0.09062167,-0.19,-2.80000000000001,-3,0,0,0,0,0,0,0,0
"1519",6,1,52,0,0.08471845,-0.16,-2.80000000000001,-3,0,0,0,0,0,0,0,0
"1526",6,1,53,0,0.07858115,-0.13,-2.90000000000001,-3,0,0,0,0,0,0,0,0
"1533",6,1,54,0,0.07234944,-0.11,-2.90000000000001,-3,0,0,0,0,0,0,0,0
"1540",6,1,55,0,0.06598833,-0.09,-2.90000000000001,-3,0,0,0,0,0,0,0,0
"1547",6,1,56,0,0.05945616,-0.07,-2.90000000000001,-3,0,0,0,0,0,0,0,0
"1554",6,1,56,0,0.05282795,-0.06,-2.90000000000001,-3,0,0,0,0,0,0,0,0
"1561",6,1,57,0,0.04607894,-0.86,-3,-5,0,0,0,0,0,0,0,0
"1568",6,1,58,0,0.03819547,-1.89,-3.30000000000001,-5,0,0,0,0,0,0,0,0
"1575",6,1,59,0,0.02848521,0.16,-3.5,-3,0,0,0,0,0,0,0,0
"1582",6,1,60,0,0.01823268,1.02,-3.40000000000001,-2,0,0,0,0,0,0,0,0
"1589",6,1,60,0,0.00912416,1.38,-3.19999999999999,-1,0,0,0,0,0,0,0,0
"1596",6,1,61,0,0.00183328,2.03,-2.80000000000001,-1,0,0,0,0,0,0,0,0
"1603",6,1,62,0,-0.00326906,1.59,-2.5,-1,0,0,0,0,0,0,0,0
"1610",6,1,63,0,-0.00655798,1.31,-2.19999999999999,-1,0,0,0,0,0,0,0,0
"1617",6,1,64,0,-0.00826682,1.08,-2,-1,0,0,0,0,0,0,0,0
"1624",6,1,65,0,-0.00873146,0.89,-1.80000000000001,-1,0,0,0,0,0,0,0,0
"1631",6,1,66,0,-0.00816325,0.74,-1.69999999999999,-1,0,0,0,0,0,0,0,0
"1638",6,1,66,0,-0.00672591,0.61,-1.59999999999999,-1,0,0,0,0,0,0,0,0
"1645",6,1,67,0,-0.00456484,0.5,-1.5,-1,0,0,0,0,0,0,0,0
"1652",6,1,68,0,-0.00180841,0.41,-1.40000000000001,-1,0,0,0,0,0,0,0,0
"1659",6,1,69,0,0.00144598,0.34,-1.30000000000001,-1,0,0,0,0,0,0,0,0
"1666",6,1,70,0,0.00512333,0.28,-1.30000000000001,-1,0,0,0,0,0,0,0,0
"1673",6,1,71,0,0.00918668,0.24,-1.19999999999999,-1,0,0,0,0,0,0,0,0
"1680",6,1,72,0,0.01355333,0.2,-1.19999999999999,-1,0,0,0,0,0,0,0,0
"1687",6,1,73,0,0.01816675,0.16,-1.19999999999999,-1,0,0,0,0,0,0,0,0
"1694",6,1,74,0,0.02295656,0.13,-1.09999999999999,-1,0,0,0,0,0,0,0,0
"1701",6,1,75,0,0.02785623,0.11,-1.09999999999999,-1,0,0,0,0,0,0,0,0
"1708",6,1,75,0,0.0330325,0.09,-1.09999999999999,-1,0,0,0,0,0,0,0,0
"1715",6,1,76,0,0.03832133,0.08,-1.09999999999999,-1,0,0,0,0,0,0,0,0
"1722",6,1,77,0,0.0437328,0.06,-1.09999999999999,-1,0,0,0,0,0,0,0,0
"1729",6,1,78,0,0.04926952,0.05,-1,-1,0,0,0,0,0,0,0,0
