"","PBNleg","dscrPhase","PBNlegPercent","PBNLegChange","PBNdeviation","bank","angdifHCl","angdifSCl","discrSettingNextHdg","dscrTimeWPTCheckCurrLeg","dscrTimeWPTCheckNxtLeg","dscrTimeNavlogCheck","dscrTimeMapCheck","dscrTimeTrackCheck","dscrTimeMapClick","dscrPBNdeviationIntegrCorr"
"1288",6,1,24,0,0.64556989,0.42,-13.1,-13,0,0,0,4,2,1,0,3
"1295",6,1,25,0,0.57637211,0.08,-13.1,-13,0,0,0,3,4,1,0,3
"1302",6,1,26,0,0.50698214,0.11,-13.1,-13,0,0,0,3,3,1,0,3
"1309",6,1,27,0,0.43970352,0.15,-13.1,-9,0,0,0,3,3,1,0,3
"1316",6,1,28,0,0.37180979,4.37,-12.7,-9,0,0,0,3,3,1,0,3
"1323",6,1,28,0,0.30811588,3.07,-11.9,-9,0,0,0,2,3,1,0,3
"1330",6,1,29,0,0.24803889,2.68,-11.4,-3,0,0,0,2,3,1,0,0
"1337",6,1,30,0,0.19224466,8.36,-10.4,-3,0,0,0,2,2,1,0,0
"1344",6,1,31,0,0.14485154,6.32,-9,-3,0,0,0,2,2,1,0,0
"1351",6,1,32,0,0.10495658,5.2,-7.89999999999998,-3,0,0,0,2,2,1,0,0
"1358",6,1,33,0,0.07107654,4.23,-7,2,0,0,0,3,2,1,0,0
"1365",6,1,33,0,0.04302662,8.67,-5.80000000000001,2,0,0,0,3,2,1,0,0
"1372",6,1,34,0,0.02394913,6.7,-4.30000000000001,2,0,0,0,3,2,1,0,0
"1379",6,1,35,0,0.0128664,5.5,-3.19999999999999,2,0,0,0,3,2,1,0,0
"1386",6,1,36,0,0.00824324,4.5,-2.19999999999999,2,0,0,0,3,2,1,0,0
"1393",6,1,37,0,0.00871063,3.67,-1.40000000000001,-1,0,0,0,2,2,1,0,0
"1400",6,1,37,0,0.01303514,-0.15,-1,-1,0,0,0,2,2,1,0,0
"1407",6,1,38,0,0.01794492,0.07,-1,-1,0,0,0,2,2,1,0,0
"1414",6,1,39,0,0.02285348,0.04,-1,-1,0,0,0,2,4,1,0,0
"1421",6,1,40,0,0.02781052,0.03,-1,-1,0,0,0,2,3,1,0,0
"1428",6,1,41,0,0.03278081,0.03,-1,-1,0,0,0,2,3,1,0,0
"1435",6,1,42,0,0.03779953,0.02,-1,-1,0,0,0,2,3,1,0,0
"1442",6,1,42,0,0.0427519,0.01,-1,-1,0,0,0,2,3,1,0,0
"1449",6,1,43,0,0.04780723,0.01,-1,-1,0,0,0,2,2,1,0,0
"1456",6,1,44,0,0.0528777,0.02,-1,-1,0,0,0,2,2,1,0,0
"1463",6,1,45,0,0.05795919,0,-1,-1,0,0,0,2,2,0,0,0
"1470",6,1,46,0,0.0630144,-0.63,-1,-6,0,0,0,1,2,0,0,0
"1477",6,1,46,0,0.06637737,-4.97,-1.69999999999999,-6,0,0,0,1,2,0,0,0
"1484",6,1,47,0,0.06447321,-3.66,-2.5,-6,0,0,0,1,2,0,0,0
"1491",6,1,48,0,0.05827342,-3.01,-3.19999999999999,-6,0,0,0,1,2,0,0,0
"1498",6,1,49,0,0.04887851,-2.45,-3.69999999999999,-6,0,0,0,1,2,0,0,0
"1505",6,1,50,0,0.03630137,-1.99,-4.09999999999999,-6,0,0,0,1,2,0,0,0
"1512",6,1,50,0,0.02151902,-1.61,-4.5,-6,0,0,0,1,2,0,0,0
"1519",6,1,51,0,0.0048742,-1.31,-4.80000000000001,-6,0,0,0,1,2,0,0,0
"1526",6,1,52,0,-0.0132416,-1.07,-5,-6,0,0,0,1,2,0,0,0
"1533",6,1,53,0,-0.03244617,-0.9,-5.19999999999999,-6,0,0,0,1,1,0,0,0
"1540",6,1,54,0,-0.05227329,-0.73,-5.30000000000001,-1,0,0,0,1,1,0,0,0
"1547",6,1,54,0,-0.07275462,4.43,-5,-1,0,0,0,1,1,0,0,0
"1554",6,1,55,0,-0.08931277,3.42,-4.19999999999999,-1,0,0,0,1,1,0,0,0
"1561",6,1,56,0,-0.10191121,2.82,-3.59999999999999,-1,0,0,0,1,1,0,0,0
"1568",6,1,57,0,-0.11134814,2.3,-3.09999999999999,-1,0,0,0,1,1,0,0,0
"1575",6,1,58,0,-0.11807166,2.86,-2.69999999999999,4,0,0,0,1,1,0,0,0
"1582",6,1,58,0,-0.12069939,6.42,-1.69999999999999,4,0,0,0,1,1,0,0,0
"1589",6,1,59,0,-0.11634932,4.94,-0.699999999999989,4,0,0,0,1,1,0,0,0
"1596",6,1,60,0,-0.10617234,4.08,0.199999999999989,4,0,0,0,1,1,0,0,0
"1603",6,1,61,0,-0.09164867,3.36,0.800000000000011,4,0,0,0,1,1,0,0,0
"1610",6,1,62,0,-0.07266311,2.76,1.40000000000001,4,0,4,0,1,1,0,0,0
"1617",6,1,63,0,-0.05035503,2.27,1.90000000000001,4,0,3,0,1,1,0,0,0
"1624",6,1,64,0,-0.02520869,1.87,2.19999999999999,4,0,3,0,1,1,0,0,0
"1631",6,1,64,0,0.0022568,1.54,2.5,4,0,3,0,1,1,0,0,0
"1638",6,1,65,0,0.03167251,1.27,2.80000000000001,4,0,3,0,1,1,0,0,0
"1645",6,1,66,0,0.06285232,1.05,3,4,0,2,0,4,1,0,0,0
"1652",6,1,67,0,0.0954263,0.87,3.19999999999999,-4,0,2,0,3,1,0,0,0
"1659",6,1,68,0,0.12882985,-4.56,3.09999999999999,-4,0,2,0,3,1,0,0,0
"1666",6,1,69,0,0.15701347,-6.73,2,-4,0,2,0,3,1,0,0,0
"1673",6,1,70,0,0.17856872,-5.21,1,-4,0,2,0,3,1,0,0,0
"1680",6,1,71,0,0.19412104,-4.37,0.0999999999999943,-4,0,2,0,2,1,0,0,0
"1687",6,1,71,0,0.20462508,-3.62,-0.599999999999994,-8,0,2,0,2,1,0,0,0
"1694",6,1,72,0,0.21047042,-7.09,-1.30000000000001,-8,0,2,0,2,1,0,0,0
"1701",6,1,73,0,0.20900377,-5.81,-2.5,-8,0,2,0,2,1,0,0,0
"1708",6,1,74,0,0.20060303,-4.84,-3.40000000000001,-8,0,2,0,2,1,0,0,0
"1715",6,1,75,0,0.18652949,-4.03,-4.19999999999999,-8,0,2,0,2,1,0,0,0
"1722",6,1,76,0,0.16767617,-3.36,-4.80000000000001,-8,0,2,0,2,1,0,0,0
"1729",6,1,77,0,0.14484863,-2.8,-5.40000000000001,-8,0,4,0,2,1,0,0,0
"1736",6,1,78,0,0.11867069,-2.31,-5.80000000000001,-6,0,3,0,2,1,0,0,0
"1743",6,1,79,0,0.09106874,0.23,-6,-6,0,3,0,2,1,0,0,0
"1750",6,1,80,0,0.06262609,-0.09,-5.90000000000001,-6,0,3,0,2,1,0,0,0
"1757",6,1,81,0,0.0340039,-0.04,-6,-6,0,3,0,2,1,0,0,0
"1764",6,1,82,0,0.0053136,-0.04,-6,-6,0,3,0,4,0,0,0,0
"1771",6,1,83,0,-0.02372455,-0.03,-6,-6,0,2,0,3,0,0,0,0
"1778",6,1,84,0,-0.05258575,-0.03,-6,-6,0,2,0,3,0,0,0,0
"1785",6,1,84,0,-0.08149402,-0.02,-6,-6,0,2,0,3,0,0,0,0
"1792",6,1,85,0,-0.10976145,-0.01,-6,-6,0,2,0,3,0,0,0,0
"1799",6,2,86,0,-0.13907449,0.63,-6,3,0,2,0,3,0,0,0,0
"1806",6,2,87,0,-0.16658857,8.95,-5.40000000000001,3,0,2,0,2,0,0,0,0
"1813",6,2,88,0,-0.18532676,7.36,-3.90000000000001,3,0,2,0,2,0,0,0,0
"1820",6,2,89,0,-0.19529863,7.51,-2.80000000000001,7,0,2,0,2,0,0,0,0
"1827",6,2,90,0,-0.19610508,9.37,-1.40000000000001,7,0,2,0,2,0,0,0,0
"1834",6,2,91,0,-0.18614452,7.34,0,7,0,2,0,2,0,0,0,0
"1841",6,2,92,0,-0.16741893,6.28,1.09999999999999,7,0,2,0,2,0,0,0,0
"1848",6,2,93,0,-0.14124829,5.1,2,1,0,1,0,2,0,0,0,0
"1855",6,2,94,0,-0.11003754,-1.98,2.40000000000001,1,0,1,0,2,0,0,0,0
"1862",6,2,95,0,-0.0807263,-1.17,2.09999999999999,1,0,1,0,2,0,0,0,0
"1869",6,3,96,0,-0.05196204,-0.99,2,1,0,1,0,2,0,0,0,0
"1876",6,3,97,0,-0.02425495,-0.86,1.80000000000001,1,0,1,0,2,0,0,0,0
"1883",6,3,98,0,0.00238948,-2.29,1.69999999999999,1,0,1,0,1,0,0,0,0
